,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X002241.SZ,X600271.SH,X600031.SH,X000100.SZ,X600118.SH,X600177.SH,X002292.SZ,X002456.SZ,X002007.SZ,X600372.SH,X002475.SZ,X000338.SZ,X000559.SZ,X000157.SZ,X002180.SZ,X300003.SZ,X000981.SZ,X002074.SZ,X600867.SH,X002506.SZ,X600522.SH,X300124.SZ,X002085.SZ,X002294.SZ,X002426.SZ,X600089.SH,X000869.SZ,X002508.SZ,X601877.SH,X600498.SH,X002249.SZ,X002465.SZ,X000050.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.463688359205764,0,0,0,0,0,0,0.143357881216667,0,0,0,0,0.0668963591839787,0,0,0,0,0,0,0,0,0,0.0107472411785765,0,0,0,0,0,3.46944695195361e-18,0,0,0.0775056728583375,0,0,0,0,0.157441332920839,0,-0.0962450006146143,0,0,-0.171296631462379,0.0294283417404308,0,0,0,0,0,0,0.00713287410746958,0,0,0,0,0,0,0
X600104.SH,0.179493864778225,0,0.0697125014615591,0,0,0,0,0.0933420594099379,0.0834498081966856,0,0.116181929190577,0,0,0,0,0,0,0,0,0,0,-0.0314686609456776,0,0,0.0219752922211111,0,0,0,0,0.0130029332439783,0,0,0,0,0,0,0,-0.0210933612308461,0,0,0,0,0,0,0,0,0,0,0,0,0.0551233839623717,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0175900226705089,0,0,0,0,0.0935734719938455,0,0,0,0,0,0,0,0,0,0,0.0509135524539035,0.0019759867563828,0,0,0.097801393949431,0,0.114018792847328,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111730539267897,0.0944686936567555,0,0.116362602909689,0,0,0,0,0,0.0259975992187784,0,0,0,0,0,0,0
X000858.SZ,0.130273820252217,0,0,0,0.213475512230631,0.217700201702332,0,0,0.158598679361986,0,0.0143282916766973,0,0.0658488409540457,2.16840434497101e-19,0.341298752567394,-0.0225800971394652,0,0,0,0,0,0,0,0,-0.0256419856145718,0,0,0,0,-2.16840434497101e-19,0,0,0.013468411377674,0,0,0,0,0,0,0,0,0,0,0,0.0663842184700575,0,0,0,0,0,0,0,0.00101139046688703,0,0,0,0,0
X002304.SZ,0,0,0,0.721416218215602,0,0,0,0,0,0,0,0,0,0,0,0.0395854900849263,0,0,0,0,0,0,0,0,0.0590451991099187,0,0,0,0,0.0444682442416969,0,0,0,0,0.0207121801697799,0.00366839113194462,0,0,0,-0.0239040322385237,0,0,0,0.0140557220380279,0,0,0,0,0,0,0.00316223790106943,0,0,0,0,0,0,0
X600276.SH,0.0327387929091086,0,0,0.131571592943506,0,0,0,0,0.0741044047204626,0.0613685400957125,-8.67361737988404e-19,0,0,0.0410132072036025,0.00579023314193641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585136883565565,0,-0.030847272035104,0.0672621310742727,0,0,0,0,0,0,0.0233062790725311,0,0,0,0,0,0,0,-0.0135173815824358,0,0,0.00306799776498054,0,0,0,0,0,0,0
X000725.SZ,0,0,-8.67361737988404e-19,0,0,0,0,0,0.056403222148789,0,0,0.0474439618813317,0,0,0,0,0,0,0.119224523327232,0,0,0,0,0,0,0,0,0,0,0.0567353084987559,0,0,0,0,-0.0146930495213221,0,0,0,0,-0.018036241307985,0,0,0,0,0,0,0,0.187791490422863,0.0325006898479724,0,0,0.00892430164599214,0,0,0,0,0,0
X000625.SZ,0,0.149748901960469,0.050123973452051,0,0,0,0,0,0,0,0.173306901466694,0,0.0303560655137076,0.0432529569168275,0,0,0.107783388228391,0,0,0,0,0,0,0,0,-0.0860120534210498,0,-0.0444362355524265,0,0,0,0,0,0,0,0.0296236924443132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00717100578766002,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0692413474198986,0,0,0,0,0,0.0233643875177324,0.0720668836688368,0,0,0,0.0500379056436979,0,0.0129932972398827,0,0,0,0,0,0,0.169281179271064,0,0,0,0.0058858914198694,0,0,0.0124075904352238,0.0328816935121028,0,0,0,0.0517067553456047,0,0,0.0182734066711259,0,0,0,0,0,0,0,0,0.0108453061363188,0,0,0,0.0778037885999281,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0570455066019269,0.0204839978013749,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0793467271989833,0,0,0,0,0,0,0.0963539630427202,0,0,0,0.0947473642630731,0,0,0.072454346467253,0,0,0,0,0,0.033514670686439,0,0,0,0,0,0.0324003532405833,0,0.0521477153489827,0.142899844381186,0,0,0.0534286273817861,0,0,-0.00446986496665829,4.33680868994202e-19,0,0,0,0,0,0
X600741.SH,0,0.441072164132026,0,0.0477675222655631,0.130773895334621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00988040595492658,0.28172079149577,0,0.0627030326159572,0,0,0,0,0.0445433675547185,0,0.0637047042249781,0.0428860286819555,0.121287180055673,0.0626798495440995,0,0,0,0,0,0,0,0,0,0,0,0,0.0209631564674589,0,0,0,0,0,-0.0172185270054736,0,0,0,-0.0560368021129668,0,0
X600703.SH,0,0,0,0,0,0,0.15783812928454,0,0,0,0,0,0,0,0,0.053427281555861,0,0,0,0,0.0751566255035067,0,0,-0.00598311938129368,0.166693412964738,0,0,0,0,0.0468430748631478,-0.280090843449947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163690807937514,0,0,-0.00500729154545732,0.0512849590915491,0,0,0,0,0,0
X600066.SH,0,0,0,0.0503241551433708,0,0,0,0.186562322411604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215299718957898,0,-0.0210691213842452,0.149302676002362,0,0,0,0,0.135948088815453,0,0,0,0.0871020249680161,0,0,0,0,0,0,0,0,0,0,0,0.108795487617779,-0.00701502085357632,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304925104636311,0,0,0,0,0,0.184175631420257,0,0,0.0917142442465207,0,0,0,0,0.0709726152419108,0,0,0.0589689677426144,0,-0.0640943485743644,0,0,0.0120940751036666,0,0,0,0,0,0,0,0,0,0.055705552360637,0.163279830555086,0,0,0.0246915069906157,0,0,0,0,0,0
X000568.SZ,0,0,0,0.302440655590138,0.266621836485136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131398849785451,0,0.00240972596222802,0,0.090744188485898,0.0586293748218688,0,0,0,0,0,0,0.0199116134668926,0,0,0,0,0,0,0,0,0,0,0,0.0107285299845187,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.368633120209826,0,0.0543390804059248,0,0,0.0759556455573404,0,0,0.160890999611973,0,0.0591428219086123,0,0,0.00313086004935674,0,0,-1.38777878078145e-17,0,0.027877602078696,0,0.0556318677237226,0,0,0,0,0,0,0,0.159243679868553,0,0,0,0,0,0.0782025574972458,0,0.0653748885682301,0,0,-0.0234756948309039,0,0,0,0,0,0,0
