,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X002508.SZ,X002085.SZ,X600177.SH,X300136.SZ,X300003.SZ,X002008.SZ,X600271.SH,X600522.SH,X000157.SZ,X600089.SH,X002007.SZ,X600118.SH,X002294.SZ,X600867.SH,X600487.SH,X600699.SH,X000066.SZ,X600372.SH,X600809.SH,X600566.SH,X300115.SZ,X000050.SZ,X002180.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0882507728847799,0,0,0.152451212843942,0,0,0,0,0,-0.0298274842590669,0,0,0.0110369981293632,0,0,0,0,0,0,0,0,0,0.0926388550120326,0,0,0,0.192065859426794,0,0,0,0,0.136165880855465,0,0,0,0.210538898947915,0,0,0,0,0,0,0.00155197271424177,-0.0129958991885703,0,0,0,0,0,0
X600104.SH,0,0,0,0.146201032660838,0,0,0,0.0139371765433908,0.208214203564773,0,0.126295154451265,0.124273444927237,0,0.318909456670037,0,0,0,-0.0163452663795866,0,-0.00295290057511341,0,0,0,-0.114889984900022,0.0347625610335153,-0.123522910351626,0,-0.0740685389466094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441322814116468,0,0,0,0,0,0,-0.0126106293447605,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0589148205361981,0.0842214873976891,0,0,-0.147997521175102,0,0,0,0,0,0,0,0,0.304174762708477,0,0,0,0,0,0,0.294018590679412,0,0,0.00148529832565254,0,0,0,0.0215487254993803,0,0,0,0,0,0,0,-0.27680170313915,0,0,0,0,0,0,-0.00224918584450926,0,0,0.0113072089676872,0.01905529477188,0,0,0,0,0,0
X000651.SZ,0.0132565951078191,0,0,0,0,0.0376435801131471,0,0,0.0612397498411129,0.07251678049344,0.292541483727212,0.00144037836000035,0.0592620037142608,0,0,0,0,0,0,-0.00626431039707313,0.141439217960793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00785402388761848,0.148953547047779,0,0,0,0,0,0,0.00462138230684719,0.00807024733310037,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0789686230591296,0,0.00996182971620413,0,0,0,0,0,0,0.605020348599115,0,0,0,0,0.0736790655623187,0,0,0,0,0.0781988653392322,0,0,0,0,0,0,0,0,0,0,0.00228404730586232,0,0,0,0,0,0,0,0,0,0,0,0.0290687799973195,0,0,0,-0.00654049635502264,-0.00477067959492328,0,0,0,0,0,0
X000725.SZ,0,-0.173605121191395,0.215120419172779,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0926959061848791,0,-0.189755201470932,0,0,0.0400600704569161,0,0,0,0,0,0,0.576882076206828,0,0,0.216428549261548,0,0,0,0,0.0972244323604397,0,0,0.0751181505175476,0,0,0.0245168875042171,-0.0711100617437563,0,0,0,0.00106165933413007,0.00637659348458483,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.018840971643454,0,0.0641166811845769,0,0,0,0,0,0,0,0,0,0,-0.0360241376710526,0,0,0,0,0,0.0959399439009159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368939081337715,-0.0905707258944006,0,0,-0.0360052990051208,0,0,-0.0786618246186521,0,0.0143977516084942,0,0,0,0,0,0,0
X002304.SZ,0,0.185453859216562,0,0,0,0,0,0,0.219899191377248,0,0,-0.317935559425161,0,0.439343208317341,0,0,0,0,0,0,0,0,0,0,-0.0208907088388257,0,0,0,0.519975701720852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342824730311017,0,-0.0985990961377156,0.0152779202960807,0,0,0,0.0254490488723871,0.0841039022069819,0,0,0,-0.473239308167895,0,0
X600690.SH,0,0.538115463245469,-0.00385267214473854,0,0,0,0,0.0558045211022201,0,0,0,0.0301508453150522,0,0.0513089998473919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333777639872368,0,0,0,0,0,0,0,0,0,0,-0.120434749604221,0,0,-0.00262084203782848,0.147831053412259,0,0,0,0,0.0110186438980363,-0.00389737947344655,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.13451268215725,0,-0.0360013619191726,-0.018063871408831,0,0,0,-0.0142802017435088,0.0768817437499239,0,0,0,0,0,0,0,-0.117959895946618,0,0.0407683691976956,0,0,0,0,0,0,0,0.0609927496299301,0,0,0.056297379954486,0,0,0,0.028397375479854,0,0,0.16495380435004,0,0,1.73472347597681e-18,0.157516940646205,0,0,0,0.00763324750582839,-0.0271782521532531,0,0,0,0,0,0
