,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X000338.SZ,X000100.SZ,X002475.SZ,X002241.SZ,X002236.SZ,X600271.SH,X600118.SH,X601877.SH,X600177.SH,X002085.SZ,X600372.SH,X002456.SZ,X000157.SZ,X300124.SZ,X002007.SZ,X600089.SH,X002294.SZ,X600699.SH,X600522.SH,X600867.SH,X300003.SZ,X002180.SZ,X000559.SZ,X002508.SZ,X002292.SZ,X000066.SZ,X600498.SH,X002074.SZ,X002426.SZ,X000623.SZ,X300136.SZ,X000550.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.100132391962019,0.0317976786740269,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.165680113649437,0,0,0,0,0,0.193415151687011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00307348993057246,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.7148989894988,0,0,0,0,0,0,0,0,0,0,0,0,-0.00432235452468899,0,0.0417194530554094,0,0,0,0,0,0,0,0,0,0,0,0,-0.06260300808285,-0.0654386880970521,0,0,0,0,-0.163743852411797,0.159629503200122,-0.0776989396890257,-0.0482193521814117,-0.00220379931053573,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137680726772022,0,0,0,0,0,0.144555392141144,0,0,0,0.011416218702079,0,0,0,0,0,0,0,0.0046771402449416,0,0,0,0,0.0692804764816712,0,0,0,0.139695472045585,-0.0337017513866035,0,0,0,0.00683096341509167,0,0,0,0,-0.034773247512641,0.0228495246043011,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.676343289757416,0.450317877554587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684524720752724,0,0,0,0,0,0,0,0,0,0,0.303225428477714,0,0,0,0,0.149541765949784,0,-0.0562854953999494,0.318071642140685,-0.0946945033442578,0,0,-1.73472347597681e-18,-0.00421755293199261,0.0436426907507126,0,0,0,0,0,0
X000858.SZ,0.0669858466687118,0,0,0,0,0,0,0,0.127870888534405,0,0,0.0277881682575798,0.0218719569232769,0.0537995182269244,0.338241517421682,0,0,0,0,0,0,0,0,0.14774657003619,0,0,0,0,0,0,0,0,0,0,0.0267800770360057,0,0,0,0,0,0,0.0736398798110494,0,0,0,0,0.0744118855912364,0,-0.0548117177471291,0.000852555796496594,0,0.00438719039458312,0,0,0,0,0,0
X000725.SZ,6.93889390390723e-18,0,0,0.0618800092154982,0,0,0,0,0,0.248746377813583,0,0,0,0,0,0,0,0.0919242068718042,0,0.233036540292526,0,0,-0.0868383057850021,0,0,0,0,-0.0199612301540181,0,0,0,0,0,-0.00896552228648594,0,0,0,-0.0120062605243007,0,0,0,0,0,0,0,0.0235953789550142,-0.13109308670198,0,0.0835713749437599,0,0.0203938128792054,-0.0337481260637103,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0252895812028107,-0.0254588379035065,0,0,0,0,0,0.253703308655521,0.0826533317277475,-0.0575488149059041,0.0601537310613191,0,0,0,0,0,0,0.0360732043784705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331176020327271,0,0,0,0.045507302155204,-0.0904820523301732,0,0,-0.00193527449199629,0.0177810492091383,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0358014049493773,0,0,0,0,0,0,0.436293877431972,0,0.100523745682283,0,0,0,0,0,0,0,0,0,0,0,0,0.0134394241899042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177121743537035,0,0,0,0,0,0.0607796595205614,0,-0.0587018213942769,0.0173228730766839,-0.007795891866833,0,0,0,0,0,0
X000625.SZ,0,0.184184486624324,0,0.12360108578716,0.0959940145295809,0,0,0,0,0,0,0,0,0.121453676235011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00596091956913617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.00656017134248131,-0.00790674489299008,0,0,0,0,0,0
X000063.SZ,0.123057618037023,0,0,0.141768094508654,0,0,0,0,0,0,0,0,0,0,0,0,0.179453623397497,0,0,0,0,0,0,0.0196572433317566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991185563182278,0,0,0,0,0,0,0.0608501291749389,-0.074818412638241,-0.0890742028404236,0,0,0.000899856875850311,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.134940015229964,0,0,0,0,0,0,0,0,0,0.0165846798572113,0,0,0,0,0,0,0,0,0,0.0768390466221843,0,0,0,-0.0784160227119008,0,0,0,0,-0.136780057328296,0,0.147337560500573,0,0,0,0,0,0,-0.0372218517696973,0,0,-0.0514580941660403,0,-0.0806512147781959,-0.0156613768617753,0,0,0.00508030276672339,-0.00754033934127434,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269605373092372,0,0,0,0,0,0,0.0259050777782575,0,0,0,0,0,0,-0.0165890620121862,0.00545372890271734,0,0,0.376746934264234,0,-0.0632856532837125,0,0.0511871359546734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377408418162715,0.00511749490541676,-0.00872355949059428,0,0,0,0,0,0
X600741.SH,0,0.339865496974254,0,0,0,-0.056108108825178,-3.46944695195361e-18,0,0.31750438276601,0,0,0,0,0,0,0.0222082049415034,0.0287348640237814,0,0,0,0,0,0,0.00764935676104043,0,0,-0.109658221213569,0,0,0,0,0,0,0,0,0,0.075895202909268,0,0,0,0,0,0,0,0.148129291938419,0,0,0,0,-0.0553455904444155,0,-0.00446772900244923,0,0,0,0,0,0
X600031.SH,0,0,0.105910281070906,0,0.220800335556239,0,0,0,0,0,0,0.0695951076866093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124278260519169,0.28767732137295,0,0,0.29770953951179,0,0,0,0,-1.38777878078145e-17,-0.0449268894686533,0,0,0,0,0,0,-0.070585664663754,0,0,0,0,-0.103634474842884,-0.00296815270640846,0.00081481950156996,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.500424733858626,0,0,0.0959467115815289,0,0,0,0,0,-0.0391298551550219,0,0,0.00608314488686262,0,0,0,0,0,0,0,0,0.0235745995625289,0,0.10605343911924,0,0,0,0,0,0.0284817826358648,0,0,0,0,0,0,0,0,0,0,0,0.0569950604339382,0,0.0559506236769372,0,0,0.0169625947449964,-0.0222298683876254,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,-0.11217222135335,0,0,0,0,0,0.109660193957684,0.155030645225756,0,0,0,0.0511131863181976,0,0,0,0,0,0,0.00689869412417038,0,0.210900734457666,0,0,0,0,0,0,0,0.0506482528019415,0.231624836620424,0,0,0,0,0,0,0,0,0,0,0.176250430502831,4.33680868994202e-19,0.0567443531222079,0,0.0385711424667986,-0.0373562008382223,0.0138362570760193,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767788376252625,-4.33680868994202e-19,0.203811763389055,0,0,0.0454585304840462,0,0,0,0,0.292126990951178,0,0,0,0,0,0,0,0,0.0244911232695336,0,0.325299919093939,0,0.0605112310368406,-0.0282559352282873,0.00866165955548631,0,0,0,0,0,0
