,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X300014.SZ,X002129.SZ,X000651.SZ,X000625.SZ,X300124.SZ,X600031.SH,X002371.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600703.SH,X002179.SZ,X000661.SZ,X600522.SH,X601877.SH,X300142.SZ,X002180.SZ,X002074.SZ,X600741.SH,X600460.SH,X000733.SZ,X600884.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X002176.SZ,X601799.SH,X002236.SZ,X600584.SH,X600563.SH,X000800.SZ,X600779.SH,X002414.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.263369607141275,0,0,0,0.0393842045977646,0,0,0,0,0,0,0,0,0.0591171988338245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073775709360134,0,0,0,0.0200443887734677,0,0,8.67361737988404e-19,0.0149560257173955,0,0,0,0,0,0,-0.018420176803375,0,0,0,0,0,-0.00879456937551551,0,0,0,0,0,0
X000858.SZ,0,0,0,0.495881879046255,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165193708572548,0,0.0990364975054994,0.0713359233664998,0,0.0103211308687254,0,0,0,0.0296402789832689,0,0.106908851201506,0,0,0,0,0.0188327093564539,0,0,0,0.0013841576049054,0,0
X600809.SH,0,0.161856378390249,0,0.242544375850115,0.00423090495880838,0.0107437190709473,0,0,0,0,0.101316847028052,0,0,0,0,0,0,0,0,0.0998679878281466,0,0,0,0,0,0,0.0757370220972292,0,0,0,0,0,0,0,0.122753811796448,0,0,0,0.0953630162353487,0,0,0,0,0,0,0.0597357246963967,0,0,0,0,0.243409575823132,0,0,0,0,0,0,0,0
X000568.SZ,0,0.115958625313764,0.100049218990477,0,0,0.028133066621482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331955162539993,0,0,0,0,0.0190454891529525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380174759026209,0.0219766819829071,0,0,0,0,0,0,0,0,0,0,0,-0.0152543645390751,0,0,0,0,-0.0257294961943859,0,0
X002415.SZ,0,0,0,0,0,0.465987833814117,0,0,0,0,0,0,0,-0.182093552715889,0.0696930642464312,0,0,0,0,0,0,0,0.0271457780927002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229411998346444,0,0.751702656158781,0,0,0,0,0,0,0,0.0720030054512513,0.124027502757244,0,0,0,0,0,0
X002304.SZ,0,0,0.143579447199015,0.0527761454676386,0,0,0.0282623674616091,0.00596475578268847,0.0599659972369649,0,0,0,0,0,0,0,0.137538194275141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165896870692446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227771981819248,0,0
X600690.SH,0,0,0,0,-1.73472347597681e-18,0.0819295837468148,0,0,0,0,0,0,0,0,0.0493733658524471,0,0,0,0,0,0,0,0,0,-0.00745365921657804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104502497617852,0,0,0,0.0162664750190414,0,0,0,0,0,0.0929129239237005,0,0,-0.0220647980509671,0,0,0,0,-0.0724253539892399,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771518927207391,0,0,0,0,0,0.248437469982925,0,0,0.015721972345076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188746443928715,0,0,0.0152876883743045,0.111975308711992,0,0,0,0,0,0,0,-0.0205812583900987,0,0,0,0,0.0441058472744352,0,0
X600276.SH,0,0,0,0,0,0,0.386276468405648,0,0,0,0,0,0,0.0924054895787712,0,0,0,0,0,0,0,0,0,0,0,0.0298513021037391,0,0,0,0.00951198528431006,0.044059697475985,0,0,0,0,0,0,0,0.0817546514631066,0,0,0,0,0,0,0.0864175586398562,0.0491392708945387,0.314689004530832,0,-6.93889390390723e-18,0,0.0523395486181132,0.00535881429243998,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116927289843793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199869073384423,0,0,0,0,0.00862751477163221,0,0,0,0.0773877309545418,0,0,0,0.0433833710413656,0,0,0,0.0491797490149777,0,0,0,0,0,0.0217144063860511,0,0
X300014.SZ,0,0,0,0,0,0,0.119360329858513,0,0.0510314566713901,0,0,0,0,0.0909073682063641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866809986541578,0.440984898873599,0,0,0.106492907794239,0,0,0,0,0,0.0471223956757525,0,0,0,0.0169196324281384,0,0,0,0,0,0,0,0,-0.0200342927004706,-0.138959858677013,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046794065860155,0,0,0,0,0,0,0,0,0,0,0.135536856687986,0.0689694331641172,0.0111231240980451,0,0,-0.168712268671816,0,0,0,0,0,0.210161263705462,0,0,0,0,0.183134395241032,0,0,0,0,0,0,0,0,0,0.0548221912535015,-0.0869225490958044,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469899418737076,0.0149287389344518,0,0,0,0,0.00546716950251723,0,0,0.127749232088695,0.0407078601827118,0.0587382023097841,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205097722558064,0,0.106318524921047,0,0,0,0,0,0.209721224874342,0,0,0.0134652884714637,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752652458070922,0,0,-0.0181692496656333,0,0,0,0,0,0,0,0,0,0,0.215030717128094,0,0,0.471862795695822,0,0,0,0,0,0,0,0,0,0.220121159118252,-0.0898571492682768,0,0,0,0.0524484819214596,0,0,0,0,0.103128179026674,0,0
X300124.SZ,0,0,0,0,0.075837301589458,0,0,0,0,0,0.164019884106472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221751475006887,0.030907397079395,0,0,0.0435719870660653,0,0,0,0,0,0,0,0,0,0,0.0841642647120053,0,0,0,0,0,0.100388682426587,0,0,0,0,0,0.0232037360499667,0,0,0,0,0.0487322167496234,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0938947445548921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365204043581029,0,0,0,0,0,0,0,0,0,0.156713061025812,0,0,0,0.0879653206601641,0,0.0543323629779832,0,0,0,0,0,0,0,0,0.204078301957202,0,0,0,0.0275282258011747,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.108040341355779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757125416174302,0,0,0,0,0,0.0597323782659557,0,-0.174601613347764,0.0158369756900083,0,0.0743092401680546,0.648563805529692,0,0,0,0.256449229191299,0,0,0,0,0,0,0,-0.0484413784558653,0,0,0,0,-0.0476970143127069,0.0686643149990481,0.221661330924374,0,0,-0.0699582572557403,0,0
X000725.SZ,0,0,0.0151206393052821,0,0.0681116388881633,0,0,0,0,0,0.0596057533229953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566709489446959,0,0,0.0496042743605093,0.383511659910475,0,0,0,0,0.0337548989480573,0,0,0,0,0.0209161230086934,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0590473511090096,0,0,0,0,0.118239566932732,0,0,0,-0.0707833175527833,0,0.0929030602154453,0,0,0,0,0,0,0,0,0.0159194741112497,0,0.0331955976687666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029263806019002,0.101105051219293,0,0,0.0131879789550649,0.032582437921198,0,0,0,-0.0188380551080699,0,0
X000596.SZ,0,0.400498457985007,0,0.228645443191767,0,0,0,6.93889390390723e-18,0.0843771651395388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151532473826598,0,0,0.0573017822078132,0,0,0,0.0227639594577451,0,-0.0492325037078974,0.0572580769230146,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,-0.0531471753834671,0,0,0,0,0,0,0.10999245750054,0,0,0,0,0,0,0,0.184515266016348,0,0,0,0,0,0,-0.0864161511036177,0,0,0,0.0551205242517846,0,0,0.151089102289502,0,0,0,0,0,0.346854657995711,0,0,0,0,0.00504923418781801,0,0,0,0,0.0282558347550207,-0.0169254091084733,-0.0923588044182026,0,0,0.0310557552497318,0,0
X000063.SZ,0,0,0.0971598790193318,0,0,0,0,0.0478871655513308,0,0,0.0663574638726976,0.0267606570868,0,0,0,0,0,0,0,0,0.110947407148024,0,0,0,0,0.140590433247623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194670319517504,0,0,0,-0.0511344807572007,0,0,0,0,0,0,-0.0120853218571774,0,0
X002241.SZ,0,0,0,0,0,0,0,0.397369836197145,0,0,0,0,0,0,0,0.219222829268019,0.0822016805786143,0,0,0,0,0,0,0,0,0.0853849327339872,0.0901915116819268,0.156678830998536,0.0852085160451011,0,0,0.0424660750854885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264410019685724,-0.0510692901392767,0,0,0,0.3109815487136,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112944121364495,0,0.273375808039313,0.0376834638148594,0,0,0,0,0,0.0739681932337247,0,0,0,0,0.0637940464984126,0,0,0,0,0.0186463906637375,0,0,0,0,0,0,0,0,0.055410958910865,0,0,0,0,0,0.0170087257343906,0,0,0,0.0313540495366515,0,0,0,0,0,0,0
