,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000568.SZ,X600741.SH,X600703.SH,X002475.SZ,X000338.SZ,X002236.SZ,X600031.SH,X300003.SZ,X002008.SZ,X600809.SH,X300124.SZ,X601877.SH,X002456.SZ,X600867.SH,X600271.SH,X600066.SH,X000625.SZ,X600487.SH,X000596.SZ,X002294.SZ,X000100.SZ,X600566.SH,X000981.SZ,X002241.SZ,X000661.SZ,X002508.SZ,X300142.SZ,X300136.SZ,X000050.SZ,X000157.SZ,X002180.SZ,X002179.SZ,X002038.SZ,X002007.SZ,X000977.SZ,X600522.SH,X000869.SZ,X600177.SH,X600498.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0611791726369152,0.26235469335542,0.0813674854463289,0.118670395235266,0,0,0.0590472723260654,0,0,0.0476643396663082,0,0,0,0,0,0,-1.0842021724855e-19,0.105076638201454,0,0,0,-0.0189220116940082,0,0,0,0.00155024310618906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379365610789692,0.00311393225906909,0,-0.0111886989960664,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.124537852931639,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0911535514123195,0,0,0,0,0,0,0,0,0,0,0.0541851960819917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101763523810942,0,0,0,-0.00109118181901697,0,0,0,0,-0.0139295184964358,-0.0769749820734275,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.147692409252494,0,0,0,0,0,0,0,0,0.218662179917658,0,0,0,0,0,0,0,-0.0394625944642293,0,0,0,0.0915558306876446,0,0.0325043154056179,0,0.235896741467754,0,0.109934008074489,0,0.196741532308029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158201604209484,-0.0241090404236962,0,0,0,0,0,0
X000858.SZ,0.291850729949633,0,0,0,0.17914960301966,0,0,0,0,0,0.258680732252338,0.124256083883822,0,0.0387741747347677,0.0260542157069041,0,0,0,0,0.104886506398837,0,0,0,0,0,0,0,0,0.00261068325470992,-0.0988323657118274,0,0,0,0,0,0,0,-0.0278344425452377,0,0,0,0,-0.0232860903972847,0,0,0,0,0,0,0,0,-0.00163312949206556,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.533748532245122,0,0,0,0,0.156618333301602,0,0,0,0.0148256177875859,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0343913404761165,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.272025309191008,0,-0.0564234201653109,0,0,-0.0839732495427971,-0.0164916896226022,0.177979947477652,0,0,0,0,0,0,0.0552812678552528,0,0,0,0,0,0
X600276.SH,0,0,0,0.0277854396161092,0,0,0,0,0,0,0.133257251759932,0,0,0,0,0,0,0.237701534101298,0,0.107203467982816,0,0,0,0,-0.0627634540497194,0,0,0,-0.0628632369972722,0.14122262526629,0,0.214601165517836,0,0,0.167277801725892,-0.0304957265201908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0587108132256527,0.00243364901435738,0,0,0,0,0,0
X002304.SZ,0.118692701542466,0,0.166300705662731,0.141661400808711,0,0,0,0,0.126307932659148,0,0,0.119483510433493,0,-0.0318479993480321,0,0,0,0,0,0.209491332154621,0.0212163531796605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380581073247726,0,0,0,0.0545687766262475,0,0,0,0,0,0,0,0,0,0,0.0214751474281371,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0499055237332143,0,0,0,0,0,0,0,0,0,0,0,0.0394431708404461,0,0,0.17521828896977,0,0.135163436323056,0,0,0,0,0,0,0,0,0,0.0828442301637513,0,0,-0.0852004376736489,0,0,0,0,0,0,0,0.0124589237982712,0,0,-0.0160150691662519,0.0181500971890066,0,0,0,0,0,0
X600690.SH,0,0,0,0.399389547514828,0,0,0.0691769263079451,0,0,0,0,0.0801900803642876,0,0,0,0,0,0,0,0.108469909941016,0.00589806094826144,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0194634854277672,0,0,0,0.0451085361085543,0,0,-0.0537478843551933,0,0,0,0,0,0,0,-0.0120239045880164,-0.0226794387903154,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.564358341093994,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.291248170628617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424588582355423,0.08727244643935,0.411829320860634,0,0,0,0,0,0,0,0.0932038809987244,0.0270814695005203,0,0,0,-0.325367103354552,0,0
