,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X600066.SH,X600741.SH,X002292.SZ,X600031.SH,X002475.SZ,X002049.SZ,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000157.SZ,X000559.SZ,X600372.SH,X000338.SZ,X000568.SZ,X300003.SZ,X002085.SZ,X600177.SH,X002294.SZ,X600089.SH,X002074.SZ,X300124.SZ,X600867.SH,X600582.SH,X000066.SZ,X002180.SZ,X002465.SZ,X002007.SZ,X601877.SH,X600498.SH,X000869.SZ,X002456.SZ,X000050.SZ,X002512.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0870212302297381,0.199431093303703,0,0.237337804871297,0,0,0,0,0,0,0,0,0,0,-0.0385306084736577,0,0,0,0,0,0.0554564519760909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0467592489039598,0.127444864190824,-0.0432076972920788,0,0,0,0,-0.0246059161064849,-0.00934833687385593,0.00219945033334842,0,0,0,0,0
X600104.SH,0,0,0.392679789699402,0,0,0,0,0,0,0,0,0.0116231015893511,0,0,0,0.0199026379738705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129345135648097,0,0,-8.67361737988404e-19,0,0,0,0,0.0331047809198144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.237143136173783,0,0,0,0,0,0,0,0,0,0.278783260876588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112806379706628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222749882128886,0,0,0,0,0.0163822496501942,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.429355751651961,0,0,0,0.032699063801123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215814509796094,0,0.0458574554667075,0,0,0.0387587923781322,0,0,0,0,0,0,0.0635687807589611,0.0590608092067764,0,0,0.0152066724162883,0.000272787709320432,0,0,0,0,0,0
X002304.SZ,0,0,0.153081000368229,0,0,0,0,0,0,0.0434669570839828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655810843677723,0,0,0.112817185766338,0.11561167499517,0,0,0,0,0,0,0,0.124069878961643,0,0,8.67361737988404e-19,0.0351807566937122,0.0337872618193055,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0284667399789523,0,0,0.0884849762384219,0,0,0,0,0,0,0,0,0.0695963735404007,0,0,0.344936351075134,0,0.0471657319847265,0,0,0,0,0,0,0,0,0,0,0,0.0149265424481642,0.10831560871979,0.00134753684339813,0,0,0,0.0192085028044656,0,0.0160737892031184,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0205888835194915,0.0828769832173881,0,0.0151701124772045,0,0,0,0,0,0,0,0,0.0795174358323847,0,0,0,0,0,0.0241183127862529,0,0,0.0161017192035462,0,0,0.0998516705462296,0.10976605791786,0,0,0,0.0105798682121871,0.0191870319769865,0,0,0,0,0,0,0.00148048294913607,0.0176325883956884,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.176944848024727,0,0,0,0,0,0,0,0,0.0368184578320249,0,0,0.102274822196228,0,0,0,0,0,0.0450686673502599,0.115348722587104,0,0.271310505013354,0.0975227054222315,0.0331760737291349,0,0,0,0,0,0,0,0.038411574325884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.261717616863932,0,0,0,0,0,0,0,0.091828106902133,0,0,0,0.0296559327477118,0,0,0,0,0,0.105584150595638,0,0,0.0590758234991206,0,0,0,0,0.0591172647333337,0.0225884047181382,0,0,0,0,0,0.0312736144899695,0,0,0.0822044217809622,0.127200051859317,0.00210841497357398,0,0,0,0.0408011941733368,0.0528392650776372,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.00458072056580074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272703010486823,0,0,0,0,0.0245077623485314,0.11035859262227,0,0,0.133726668969545,0.0521172479208399,0.0615202459813191,0,0,0.0067888273887647,0,0.173779586878892,0,0.00491547900730629,0,0,0,0,0,0,0.00433203231791561,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.0849849097217634,0,0,0,0,0,0,0,0,0,0,0,-0.0261708767649811,0,0,0,0.149331368016804,0,0,0,0.553985050972401,0,0,0,0,0.00611220576898449,0,0,0,0,0,0,0,0,0,-0.0883991643553828,0.10849105687132,0,-0.468472950303862,-0.064216793707883,0,0.117648972589312,0,0,0,0,0,-0.176390817311326,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.266881380962265,0,0,0,0,0,0,0,0,0,0,0,0,0.107125652965948,0,0,0.069248185508164,0,0,0,0,0,0,0,0,0.00120117713864431,-3.46944695195361e-18,0,0.0449039569924505,0,0,0,0,0.0378366622471495,0,0,0.176755025806313,0,0,0,0,0.0163544963115346,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399701942136372,0,0,0,0,0,0,0,0,0.0916642442654212,0,0,0,0,0.147161044049042,0.123794031344888,0,0,0.0256358040573993,0,0,0,0,4.84489319043033e-05,0,0,0.0416166081349462,0.0419813791771068,0,0.0443945099691202,0.213461817108158,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040476128583157,0,0.14429958717464,0,0,0,0.106303109172515,0,0,0,0.196946753959377,0,0,0,0,0.112989609809622,0,0,0,0.00599702344694158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
