,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000725.SZ,X003816.SZ,X600690.SH,X600809.SH,X002241.SZ,X600703.SH,X000338.SZ,X300142.SZ,X000596.SZ,X002371.SZ,X002007.SZ,X300014.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X600741.SH,X600584.SH,X002236.SZ,X002129.SZ,X300003.SZ,X601877.SH,X000157.SZ,X600183.SH,X000800.SZ,X002414.SZ,X300136.SZ,X000066.SZ,X000625.SZ,X000977.SZ,X002456.SZ,X002179.SZ,X002185.SZ,X601799.SH,X600118.SH,X002008.SZ,X002180.SZ,X002463.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.199257567747078,0,0,0,0,0,0,0,0,0,0.106999062405239,0,0,0,0,0,0,0,0.00367924228851692,0.130293864435282,0,0,0,0,0,0.0193695332915646,0,0.0815043132559604,0,0.0466956979174173,0,0,0,0,0,0,0,0,0,0,0.00702667303160259,0,0,0,0,0,0,0,0,0,0,-0.00472349236104218,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.211530072903427,0,0,0,0.244178779288745,0,0,0,0.333277186117105,0.0182101191397281,0.0891685758753645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00976465048387252,0.00178224515078002,0,0,0,0,0,0
X600276.SH,0,0.127510306862452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061598387709387,0.00185840177738266,0.068808499211338,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.102841077873062,0,0.0717504654682608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326019475551975,0.0268847462630663,0,0,0.0419230034909057,0,0.0191072137392302,0,0,0,0,0,0.122010985007862,0,0.0377911421415264,0,0,0,0,0,0,0.0264385389195057,0.0402586618472792,0,0,0.0886474747237357,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.00239521488864916,-0.0235969495221131,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0844016700133512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753953529614921,0,0,0.221303790720563,0,0,0,0,0,0,0,0.0107457547729745,0,0,0.0733635186034896,0,0,0,0,0,0.0572667068644751,0.0876795319004487,0,0,0,-0.0284547224382785,-0.016398149793421,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0337984829490229,0,0,-6.93889390390723e-18,0,0,0,0.117810603536908,0,0,0.0860833570810778,0,0,0,0.166734838231214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741754609112727,0,0,0,0,0,0.0513801629657544,0,0,0,0,0.0584488754360461,0,0,0,0,0.0133869112237365,-0.00881504189693332,0,-0.0983479361001922,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0451424522087311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073700011798089,0,0,0,0,0.0475261055266033,0.108570770948708,0,0,0,0,0,0.0237747093366955,0,0,0,0,0,0.124442225291809,0,0,0,0,0.104045970145917,0,0,0,0,-0.00646818675849715,0.0240840360202137,0,0,0,0,0,0
X002304.SZ,0,0.00916394957853755,0,0,0,0,0,0,0,0,0,0.455062553662307,0,0,0.0242540931665826,0.256726325009025,0,0,0,0,0.0500086028132004,0.0442806387313411,0,0,0,0,0.00213828171242439,0,0,0,0.00946874256541762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321979704182086,-0.00275131644023724,0,0,0,0,0,0
X000661.SZ,0,0,0,0.106447735737745,0,0,0,0,0,0,0,0,-0.125455067211547,0,0.0262446801740982,0,0.152715111453964,0,0,0,0,0.0376532225950855,0.204848646007176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383309087235145,0,0,0,0,0,0,0,0,0,0,0.0102469005946058,-0.049861013933584,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000774054491205726,0,0,0,0,0,0.0391735912752588,0,0,0,0.0391708962826392,0,0,0,0,0.0378328065397177,0,0,0,0,0,0,0,0,0,0,0,0.121590662585163,0.318593628891695,0,0,0,0.0357480704466443,0,0,0,0,0,0,0
