,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X003816.SZ,X600809.SH,X002241.SZ,X600703.SH,X000338.SZ,X300142.SZ,X000596.SZ,X002007.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X600741.SH,X600584.SH,X002129.SZ,X002236.SZ,X601877.SH,X300003.SZ,X000157.SZ,X000800.SZ,X600183.SH,X002414.SZ,X000066.SZ,X000625.SZ,X300136.SZ,X000977.SZ,X002456.SZ,X002179.SZ,X600118.SH,X601799.SH,X002185.SZ,X002008.SZ,X002508.SZ,X002463.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.246723324317705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116096551613787,0,0.0448958205051084,0,0.00286858047798803,0.132731609070358,0,0,0,0,0,0.0287238471406018,0,0.0520445814173037,0.0269919353355447,0,0,0,0,0,0,0,0,0.0238582309746432,0,0,0,0,0,0,0,0,0,0,0,0,0.00830430096531357,-0.0013926631745432,0,0,0,0,0,0
X000858.SZ,0.0744397943000847,0,0,0,0,0,0,0.241460202131259,0,0.168080504290066,0,0,0,0,0,0.273492920189909,0.0877815871066806,0,0,-3.46944695195361e-18,0.0808641846362259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352910236843928,0,0,0,0,0,0,0,0.0184202782916008,0,-0.0144420364967817,0.00305892206243945,0,0,0,0,0,0
X600276.SH,0,0.0614994387590706,0,0,0,0,0,0.0934585797116767,0.215584067323507,0,0,0,0,0,0,0,0.0236608404165347,0.0572490204465827,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0983433503664898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116901368904835,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314482058666002,0,0,0,0.0608540416065853,0.046125268068751,0,0,0,0.0218044030662341,0,0,0.107927289068238,0.0351719151464829,0,0,0,0,0,0.035538638465998,0,0.00925223610694875,0,0.0238953916109003,0,0.0893304053714282,0,0,0,0,0.0078078312608553,0,0,0,0,-0.00355468169644806,-0.0205324623695364,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.107150186555309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868324132750712,0,0,0,0.195979236299469,0,0,0,0,0,0,0,0,0.0989815759857078,0,0,0,0,-0.0435709186807204,0,0,0,0,0.0783913575768433,0,-0.0499297052716519,-0.0229004883748453,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.193684313984177,0,0,-1.73472347597681e-18,-0.0206061943637261,0.0787494996989946,0,0,0.0378746222530528,0.142039912830272,0,0,0,0,0.0217437065102612,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375114549200184,0,0,0.104654673304971,0,0,0,0,0,0,0.0627466620875373,0,0,0,0,0.00796585505574603,0,0,0,0,0.00137232396401759,-0.0155739218298356,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091586652717416,0,0,0,0,0,0,0.0788367552035904,0.0389915798724836,0,0,0.0423428289573274,0.108840827144927,0,0,0.0959074487686307,0,0,0.0713958283318356,0,0,0,0.0401634004648427,0.0541110410345816,0,0,0,-0.0469143189198014,-0.037029259036767,0.0115107586154778,0,0,0,0,0,0
X002304.SZ,0,0.154649385096248,0,0,0,0,0,0,0,0.299495737087568,0,0,0,0,0,0.0845510390407072,0,0,0,-8.67361737988404e-19,0.176907700498561,0,0.0279125352349051,0,0,0,0.0573547899045447,0,0.00016915218321747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00697569230776525,-0.00113845891168221,0,0,0,0,0,0
X000661.SZ,0,0,0,0.159976938624831,0,0,0,-0.0249636066131442,0,0,0,-0.123862917031846,0,0,0,0,0.0733715978913773,0,0,0,0,0.240855528267844,0.0743937483201967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639746915380071,0,0,0,-0.0363991776693556,0,0,0,0,0,0,0.00789015205733773,-0.0475159567189681,0,0,0,0,0,0
X000568.SZ,0,0.494984703024688,0,0,0,0,0,0.112892608800432,0,0,0,0.0467205059161733,0,0,0,0.0946956872405721,0.00126428187622155,0,0,0.0384108135839713,0.0202044467563989,0,0,0,0,0,0,0,0.0799849001441152,-0.0247806291447158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127339741054605,0.002757481890998,0,0,0,0,0,0
