,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000625.SZ,X000063.SZ,X600703.SH,X002292.SZ,X600690.SH,X002241.SZ,X600118.SH,X000559.SZ,X600271.SH,X000100.SZ,X600031.SH,X600066.SH,X002236.SZ,X600741.SH,X600372.SH,X002475.SZ,X000157.SZ,X000338.SZ,X600089.SH,X002465.SZ,X300124.SZ,X002049.SZ,X600177.SH,X000568.SZ,X002129.SZ,X601877.SH,X002294.SZ,X300003.SZ,X002074.SZ,X002506.SZ,X600582.SH,X000869.SZ,X300001.SZ,X002085.SZ,X600498.SH,X000977.SZ,X000547.SZ,X002276.SZ,X600867.SH,X002426.SZ,X600839.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0960741085272913,0,0,0,0,0,0,0,0,0,0,0,0,0.00964296559466716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131102340259478,0,0.0611472027536248,0,0,0,0,0.0608063079261196,0,0,0,0,0,-0.0147941597126375,-5.42101086242752e-20,0.00446790887610756,0,0,0,0,-0.0245205609083908,0.0269513750997845,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.263323986640222,0,0.104102019521944,0,0,0.0124074659298832,0,0,0,0,0.0831994450190618,0,0,0,0,0,0,0,0.0837999671129269,0,0,0.0357827532550251,0,0,0.00564729029157825,0,0,0,0,0.02622752580062,0,0,0,0,0,-0.132572473956662,0,0,0,0,0,0,-0.0337920530394392,0.0356923367175563,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0703778585983868,0,0,0.0627527866805367,0,0,0,0,0,0,0,0.180667762996449,0,0,0,0,0,0.0228408794387219,0.0706931940520544,0,0,0,0,0,0,0,0.014623951417686,0.0891752950118606,0,0,0,0,0.113167326173637,0,0,0,0,0,0,0.0253976452466415,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.202193038831838,0,0,0,0.104152226803659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874940230245362,0,0,0,0.190939763566155,0,0.0294204400185406,0,0,0,-0.046286301673308,0,0,0,0,0,0,0,-0.0097981948578365,0,0,0,0,0,0.0185868574462682,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0276933239272061,0,0,0,0.00325565795143047,0,0,0.0320690250751934,0,0,0,0,0,0,0.0112241683514064,0,0,0,0.0457999677930142,0.119406667572366,0,0.113591203400429,0,0,0,0,0,0,0,0,0,0,0,0.0472026296431959,0.0204730070706209,0,0,0.0767054040222196,0,-0.00361025120923475,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0685707244559582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123011662737797,0,0.2266561695682,0.0915068174799389,0,0,0,0,0.000153923829323888,0,0,0,0,0,0,0.0530783918795044,-0.0047824596881533,0,0,0,0,-0.0275757130477494,0.0263277924224791,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14622758103841,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198188759217411,0,0,0,0,0,0,-0.183834256950645,-0.0240995600102445,0,0,-0.0154928972411553,0.115001442521456,0.107072941526421,0,0.097329140830759,0,0,0,0,0,-0.0202387866023828,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0617015975224228,0,0,0,0,-0.0397062652795689,0,0,0.238185513741463,-0.120206430949966,0,0,0,0,0,0,0,0,-0.0554613638909144,0,0,0,0,0,0,0.0304126673317302,0.0476424411664296,0,0.0384236708182499,0.0236742139673562,0,0,-0.0243457403930121,0.0784726059624645,0.0783378802982072,0,0,0,0,0,-0.0207679228767264,0,0,0,0,0,0
X000625.SZ,0,0.110129216222419,0,0.0499851198311436,0,0,0,0,0,0,0,0.0097005695702922,0,0,0,0.114764080579115,0,0,0,0.421853085668234,0,0,0,0,0,0,0,0,0,0,0.0142553408488901,0,0,0,0,0,0.0357888801573016,0,0,0,0.0440839536742882,0,0,0,0,0,0,0,0.165008819009798,0,0,-0.0409833489952394,0,0,0,0,0,0
X000063.SZ,0,0,0.0755547537050586,0,0,0,0,0,0,0,0,0.00705006776091077,0,0,0,0,0,0,0.0110682063600986,0,0,0,0,0,0,0,0,0,0.20296574372498,0,0.0970651257367491,0,0.110477190867145,0,0,0,0,0.0211509992228261,0,0,0,0.0113321478544368,0.0636950327068022,0.0467244425140351,0.0341720341686522,0,0,0,0,0,0,0,0,0,0,0,0,0
