,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000568.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600690.SH,X300014.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002371.SZ,X000625.SZ,X000661.SZ,X600703.SH,X000338.SZ,X002241.SZ,X000063.SZ,X003816.SZ,X002129.SZ,X000596.SZ,X000100.SZ,X002049.SZ,X300142.SZ,X002179.SZ,X000799.SZ,X600460.SH,X600741.SH,X600584.SH,X000157.SZ,X600779.SH,X601877.SH,X600702.SH,X002414.SZ,X002007.SZ,X002236.SZ,X002074.SZ,X601799.SH,X600183.SH,X300003.SZ,X000800.SZ,X300146.SZ,X600089.SH,X002508.SZ,X600884.SH,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.242647506715955,0.0892629741055815,0.020323743311448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0533171409339716,-0.040500966730077,0,0,0,0,0,0.0774554126204815,0,0,0,0,0,0,0,0,0,0,-0.0774003619886788,0,0,0,0,0.00878166921876068,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.150787692959832,0,0.323152367271593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154800507464724,-0.0437363307899545,0,0,0,0,0,0,0,0,0,0.0444672210992745,0,0,0,0,0.060836941929934,0,0,-0.0305029384129289,0,0,0,-0.0253513307336877,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.07108333033268,0,0.00309376826009058,0,0,0,0.198235043711274,0,0,8.13096669900193e-05,0.00448953234528746,0,0.14588476027849,0,0,0,0,0,0,0,0,0,0,0,0,0.0723050473572924,0,0,0,0,0,0,0,0,0,0,0,0.0700111900951494,0,0,0,0,0,0,0.0681428433025809,0,0,0,-0.00861685244237484,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.0502014958398438,0.164759771751324,-0.111928313682294,0,0,0,0,0,0.0642507824948746,0,0,0,0,0,0,0,0,-0.133081534004303,0.0284776845681364,0,0,0,0,0.487192614724343,-0.0430755143604993,-0.107118156159082,0,0,0.0641388316059881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469077664383877,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.017311984677266,0,0,0,-0.0429649442662842,0,0.0157551975372418,0.172169643014849,0,-0.0366771185862966,0,0,0,0,0.289300863723127,0,0,0,0,0,0.0896634635101128,-0.188714250814182,0,-0.00999126281621,0,0,0,-0.250300364817707,0.0220790030336681,0,0,0,0,0,0,0,0,0,0.061220186212596,0,0,0,0,0,0.0862241049496648,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0117682054868344,0,0,0,0,0,0,0.0831700945241504,0,0,0,0,0,0,0.148536346171154,0,0.113963959403007,0,0,0,-0.0879737768888304,0,0,0,0,0,0.00329360573454028,0,-0.138986145599462,0,0,0,0,0.323402271994583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612380842183209,0,0,0,0,0,0,0
X000568.SZ,0,0.462044905123401,0,0.0573666097710936,0,0,0,0.125604027483249,0,-0.220296409901816,0,0,0,0,0.0169898096396039,0,0,0,0,0,0,0,0,0,0.201726260051386,0,0.0466410524620493,0,0,0,0,0,0.0699659933849905,0,0,0,0,0.00521621399556154,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016041971134243,8.67361737988404e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0382411814894162,0,0,0.296985123480926,0,0,0,0,-0.0208120962564302,0,0,0,0,0,0,0.359179692961697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669334557757114,0,0,0,0,0,0,0.00820757313612179,0,0,0,0.0668688285026019,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.102437277130754,0,0,0,0,0,0.054245348866018,0.0521905286020304,0,0,0,0,0,-0.051796245711984,0,0,0,-0.0750225475536518,-0.00367889682218897,0,0,0.128152732263502,0,0,0,0,0.0960463509335714,0,-0.00222042995015201,0,0,0,0,0,0,0,0.0952032623204552,0,0,0,0,0,0.0864385224163547,0,0,0,-0.057830950957195,0,0
X600104.SH,0,0,0,0,0,0.0182629688692859,0,0,0,0,0,0.0149859230948596,0,0.0914992394325538,0.0295889520369837,0.00782410929399573,0.0677065722189595,0,0,0,0,0,0,0,-0.0390594161955688,0.0808693555844353,0,0.136048786142912,0,-0.0620910242887665,0,0,0,0,0,0,0.0736918307045158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088729507555994,0.00941954770425072,0,0,0,0,0,0
