,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X002304.SZ,X000625.SZ,X000063.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X600089.SH,X002463.SZ,X600372.SH,X000157.SZ,X600584.SH,X600703.SH,X002028.SZ,X600066.SH,X000977.SZ,X600741.SH,X600418.SH,X002236.SZ,X600183.SH,X600522.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X002180.SZ,X000921.SZ,X002294.SZ,X000661.SZ,X601799.SH,X002074.SZ,X002223.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.23635672239126,0,0,0,0,0,0,0.0799138081311571,0.10636757411211,0,0,0,0,0,0,0,0.0346256857594254,0,0.0844571027108467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00129199043034831,0,0,0,-0.00236536157747909,0,-0.0524074440901276,0,0,-0.00910597443192985,-0.00863318540009106,0,0,0,-0.0643444439141369,0,0,0,0.0218681824160287,0,0
X000858.SZ,0.214897626888335,0,0,0,0,0,0,0,0.314739349675031,0,0,0,0,0.0349815820419911,0,0,0,0,0,0.0643336687394232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0858915225028608,0,0,0,0,0,-0.0290629673758728,0,0,0,0.147967190846178,0,0,0,0.0609668236126865,0,0,0,0.0231666814318196,0,0
X600276.SH,0,0,0,0,0,0.0399832659993045,0,0,0,0,0.00918309882298126,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226140064810059,0,0,0,-0.0541602781982129,0,0,0,0,0,0,0,0,0,0.013125027389196,0.041283343041475,0,0,0,0,0,0.143260475527662,0.222575270364602,0,0,0,0,0,-0.0601501444488558,0.0146683341355314,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0232620802612133,0,0,0,0,0,0,0,0,-0.123997128584802,0,-0.0888676774823218,0,0.50383274365759,0,0,0.0374923508666288,0,0,0.232758577118487,0,0.0714780649987809,0.0385963001425517,0,0,0,0,0,0.0536019901577169,0.0144874016528211,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381448299761779,0,0,0,-0.035943353178291,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0631922449340067,0,0,0,-0.0464221579225821,0,0,0.0875723742991351,0,0,-0.10294780813554,0,0,0,0,-0.0630484342676832,0,-0.0746056430206835,0,0,0,0,0,0,0,0,0,0,-0.0143305301324258,0,0,0,0,0,0,0,0,0,0.0242330587378492,-0.037874369491915,0,-0.399997015093754,0,0.0539767593553278,0,0,0,0,-0.00525143446740446,0,0
X002415.SZ,0,0,0.151452119846295,0,0,0,0,0.0872975485984865,-0.0565533350887276,0,0,0,0,0,0,0,0,0,0,0,0,0.19243621504646,0,0,0,0,0,0,0,0,0,0,0,0,0.0102159387597371,0.0215836857416561,0,0,0.273062089229843,0,0,0,-0.158252602183555,0,0,0,0.112406899977531,-0.0418022239836921,0,0,0,0.0739439585158139,0,0,0,0,0.00499028673183841,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0907298299929359,0,0,0,0,0,0,0,0,0,0.0165286237839587,0,0.0305613214694844,0,0,0,0,0,0,0,0.0165512983531346,0,0,0,0.0606019853103064,0,0,0,0,0,0,0,0,0,0,0,0.119742858146175,0,0,0,-0.0610152452564295,0,0.00468027767780503,0,-0.00766987576065802,2.16840434497101e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.483178588847759,0,0,0,0,0,0.0648659195375439,0.226223021246112,0,0,0,1.73472347597681e-18,1.73472347597681e-18,0,0,0,0,0,0,0.122458168223966,0,0,0,0,0,0,0,0,0.0916331829628681,0,0,0,0,0,0,0,0,0.0572843911515692,-0.0322053801062383,0,0,0,0.0233795636640743,0,0,0,-0.0196750499341969,0,0,0,-0.00650297835221079,0,0
X600809.SH,0.127804336288977,0,0,0,0.0643250503685663,0,0.0862397478965095,0,0,0,0.239194347655496,0,0,-0.0877067704421241,0,0,-0.145547519783489,0.0954360593377645,0,0.487715892227428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0422947546132874,0,0,0,0,-0.0916476957661088,0.0465860900432248,0,0.0176166712928554,0,0,0,0,0,0.0158432821865559,0,0
X000568.SZ,0.62694654090439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224708592722771,0,0,0,0,0,0,0,0.0579131296968295,0,0,0.00931236250977854,0,0,0,0,0,-0.0322855792722192,0,0,0,0,0,0,0,0,0.0591846495256052,0,0,0.0389728996283225,-0.0552298493109964,0,0,-0.0349282809893,-0.0644730290412224,0,0,0,0,0
