,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300014.SZ,X300124.SZ,X600104.SH,X000596.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X601877.SH,X300142.SZ,X002241.SZ,X000733.SZ,X600522.SH,X600741.SH,X600702.SH,X002074.SZ,X000157.SZ,X600460.SH,X000799.SZ,X300003.SZ,X600584.SH,X600884.SH,X300146.SZ,X002007.SZ,X600779.SH,X600487.SH,X601799.SH,X002294.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.276176563528407,0.0491322493942158,0,0,0,0,0,0,0.0118759002354304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320768674714356,0,0,0,0,0,0,0,-0.0951953255976394,0,0,0.102495479886099,0,0,0,0.166454063859855,0,0,0,0,0,0,0,0,0,0,0,-0.0315536642553415,0.0256270732132546,0,0,0,0,0,0
X000858.SZ,0,0,0.174016109023292,0.429112950474073,0,0,0,0,0,0,-0.0491805086228963,0,0,0,0.168552862300891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00290278854804424,-0.00292712387719466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00436589589589239,0,0,0,0,0,0,0
X600809.SH,0.213879576760165,0,0,0.400207041188315,0,0,0,0,0,0,0.041584382520221,0,0,0,0.064741946235277,0,0,0,0,0,0,-0.0295548365187626,0,0,0,0,0,0,0,0,0.0544554696519601,0,-0.163905948395831,0,0,0.0792831282439742,0,0,0,0,0,0,0,0,0,0.128359840552588,-0.0211529146075853,0,0,0,0,0,0.00963062050409403,-0.0254187836257377,0,0,0,0,0
X000568.SZ,0.141925572311221,0,0.468662043491946,0,0,0,0,0,0,0,0,0,0,0.200770518457145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080666097742396,0,0,0,0.109414140478198,0,0,0,0,0,0.22369748061783,0,0,0,0,0,0.156361816155694,0,0,0,0,0,-0.013237672024876,0.00310984451654041,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00726422068728717,0,0,0,0,0,0,0,0,0.0340554891403437,0.0608425872974742,0,0,0,0,0,0,0,0.0292615124707938,0,0,0.00521005023061658,0,0.0268320169249524,0.148347716641263,0,0.0793038855374351,0.102031972388229,0.14382717365173,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.443665065157929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540207884669893,0,0.0240531264434329,0,0,0,0,0,0,0,0.140295447909575,0,0.060405342952503,-0.0413009515480455,0.0349432517127261,0,0,0,-0.0104290378525917,0.0198609785166299,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622423416987878,0,0,0,0,0,0,0,0,0.255490157480146,0,0,-0.209282384560594,-0.00160871524275809,0,0,-0.0958139198984667,0.206597799071594,0,0,0,0,0,0.0376233048143597,0,0,0,0,0,-0.063688606131836,0,0.126441335503795,0,0,0,0.0238701578107179,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.184499282138221,0,0,0.036919183154485,0.44348489604737,0,0,0,0,0.207919953732232,0,0,0.0118694062922461,0,0,0,0,0,0.0291537415903819,0,0,0,0,0,0,0,0,0,0,0,-0.00274777822072059,0,0,0,0,0,0,0,0,0,0,0,0.107358460431185,0,0,0,-0.0293035488238286,-0.00929583664955948,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0772301106614906,0,0,0,0,0,0,0.281397641296777,0.134242198044777,0,0,0,0,0,0,0,-0.091699223261443,0.194667630984775,0,0,0,0,0,0,0,0,0.255916697349073,0,0.231310883703848,0.111118088941799,0,0.109429055057358,0,0,0,0,0,0,0,0.0794900343591329,0,0.00724275005645441,0,0,0,0,0,0,-0.00920975855376613,-0.127096457803051,0,0,0,0,0,0
X000651.SZ,0,0,0,0.152151319524362,0,0,0,0.0989053696854277,-0.0645122030062008,0,0,0,0,0,0.0299172914452477,0,0,0.0078701266446382,0,0,-0.0121183815850254,0,0,0,0,0,0.220940243706701,-0.183039647848,0,0,0,0,0,0.00824910911040802,0,0,0,0,0,0,0,0,0,0,0.0355139617345548,0,0,0,0,0,0,-0.0125867979982942,0.00970277104552769,0,0,0,0,0,0
