,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X600031.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000661.SZ,X000596.SZ,X601877.SH,X600809.SH,X000100.SZ,X600703.SH,X600271.SH,X000157.SZ,X300003.SZ,X002007.SZ,X300142.SZ,X002236.SZ,X300124.SZ,X002008.SZ,X600177.SH,X600498.SH,X000625.SZ,X002179.SZ,X002506.SZ,X600183.SH,X000977.SZ,X600487.SH,X600776.SH,X002049.SZ,X600867.SH,X002371.SZ,X600522.SH,X300146.SZ,X002129.SZ,X600066.SH,X000066.SZ,X000050.SZ,X600118.SH,X600089.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0587023387673382,0,0,0,0,0,0.116299199579898,0,0,0,0,0,0,0,0,0.0720648687657374,0,0,0,1.0842021724855e-19,0,0,0,0,0.157189474816465,0.0618778921631656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849464818292505,0,0,0,0,0,0,0,0,0,0,-0.00541726994461011,0,0,0,0,0,0
X000858.SZ,0,0,-0.0653697515569879,0,0,0,0,0,0,0.155934996807312,0,0,0.29354737206765,0,0,0,0,0,0.307578756768558,0,0,0,0,0,0,0.177586268230714,0.0263764665914987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747912223559748,0,0,0,0,0,0.00249262975910136,0,0,0,0,-0.026741242810791,0,0,0,0,-0.0010335112046601,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.30312748313761,0,0,0.131523252463931,0,0.089179018272988,0.0733968607297464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749880973924495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506745332358712,0,0,0,0,-0.0042180387340433,0,0
X600104.SH,0,0,0,0,0,0.147785738862776,0,0,0,0,0.0728866794906401,0,0,0.0475420886433979,0.0570152555208545,0.0166586640958848,0,0,0,0,0,0,0,0,0,0,0,0,0.0610633614234383,0,0,0.0468764186471407,0,0,0,0,0,0,0,0,0,0,0,-0.0310975130310225,0,0.114847641818131,0,0,0,0,0,-0.024113519947523,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0287414532084446,0,0,0,0,0,-0.0385991997521435,0.202605614330229,0.102840264569095,0.130250187403205,0.0243745609120264,0,0,0,2.16840434497101e-19,0,-8.67361737988404e-19,0,0,0,0,0,0.154896968125692,0,0,0,0,-0.0306694548128812,0,0,0,0,0,0,0,0,0.0536904947578586,0,0,-0.0337024107058844,0,0,0,0,0,0,0,0,0,0,0.0217384839497839,0,0
X002415.SZ,0,0,0,0.0160190935152401,0,0,0,0,0,0,0,0,0,0.177341025663231,0.0801017119977257,0,0,0,0,0,0,0,0,0,0,0,0.30371224355369,0,0,0,0,0,0,0,0,-0.0315902326337464,0.206032958475286,0,0,0,0,0,0,0,0,-0.0344720741130013,0,0,0,0,0,-0.00627664018952439,0,0,0,0,-0.055310924620767,0,0
X002304.SZ,0,0.253029497526774,0.11128954852865,0,0,0,0,0,0,0,0.0234945533576082,0,0,0.0213485874227597,0,0,0.142544576213316,0,1.51195545450367e-05,0,0,0,0,0,0.156943513746258,0,0,0,0,0,0,0,0,-0.00709050910613831,0,0.041398155079854,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151499248446141,0,0,0,0,0.0192820129027698,0,0
X000063.SZ,0,0,0.0714325228136225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150997152102917,0,0,0,0,0,-1.73472347597681e-18,0.0854287243658053,0,0,0,0,0,0.0570031690392098,0.154108558647955,0,0,0.129959880678622,2.16840434497101e-19,0,0.179472373460828,0,0,0,0,0,-0.0227375396014576,0,0,0,0,-0.0346204207578682,-0.0624742114299685,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287695798691994,0.0605420471980966,0.069815542386766,0,0,0,0,0,0,0,0.13750351949227,0,0.260296935398036,0,0,0,-0.0159955643384675,-0.0718886809538114,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.208769139295752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395669764799704,0,0.180300796156918,0,0,0,0.179186248062553,0,0,0,0.00274292747664418,0,0.0236301720010148,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162395257239762,0,0,0,0,0.0206492770518907,0,0
X600031.SH,0,0.0577509150805434,0.140584419159395,0,0,0,0,0,0,0,0,0,0.216940584806218,0,0,0.0657805946423989,0.151624124694829,0,0.0635014213778132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638997081352799,0,0,0,0,0,0,0.0174476322382847,0,0
X000568.SZ,0,0.278067492654818,0,0,0,0.0781346066183552,0,0,0,0,0,0,0.0614520467434179,0,0,0,0.0507975129986987,0,0.136224005235661,0,0.0481549222522288,0,0,0,0,0.0921998269948145,0,0,0,0,0,0.0679607110150622,0,0,0,-0.0148808280130273,0,0,0,0.0555664858967569,0,0,0,0,0,0,0,0,0,0,0,-0.0291363024359225,0,0,0,0,-0.0248360977150129,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.710821314588779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00236647323241892,0,0,0,0,0.00687295623776813,0,0,0,0,3.46944695195361e-18,0.185650213344909,0,0,0,0,0,0,-0.0898857919197936,0.0343350421009194,0,0,0,4.33680868994202e-19,0,0
X002475.SZ,0,0,0.163861005352023,0.0619397650694401,0.0346922913921885,0,0,0.0108918334046452,0,0,0,0,0.136765042835402,0,0.069728426893448,0,0,0,0,0,0.263460104949531,0,0,0,0,0,0,0,0,0,0,0.0178359360624983,0,0,0,0,0.151309874918334,0,0,0,0,0,0,0,0,0.079964377122979,0,0,0,0,0,0,0,0,0,0,-0.0442060140896007,0,0
X600741.SH,0,0,0,0,0,0,0,0.0623190492559835,0,0,0.162728675022497,0,0,0,0,0,0,0,0,0.0714876780689275,0,0,0,0,0,0,0,0,0.0701146187399595,0,0,0,0,0,0,0,0.145117427103738,0,0,0,0,0,0,0,0.221307915399835,0,0,0,0,0.113041534882704,0,0,0.0525287048670504,0,0,0,0,0,0
X000661.SZ,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.08480836624703,0,0,0,0,0,0.270038414231794,0,0,0.0609017049722945,0,0,0,0,0,0,0,0,0,0,0,0.0408839942418821,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0322177918149811,0.0319760743428529,0,0,0,0,0,0.0155763181544469,-0.00833732788589129,0,0,0,0.00633909153301465,0,0
X000596.SZ,0,1.38777878078145e-17,0,0.0745313982894785,0,0,0,0.0476213773673394,0,0,-0.154853621259203,0.288137764230623,0,0,0,0.231670876741987,0,0,0.470792911888117,0,0,0,0,0,0,0.0730907951326272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106838576572332,0,0,0,0,0.0322484536699104,0,0,0,0,0,0,-0.00628566056839933,0,0,0,0,0,0
X601877.SH,0,0,0.0526895090399589,0,0.211957408969953,0,0,0,0,0,0,0,0,0.0831033708853396,0,0,-0.233503910156464,0,0,0,0,0.162022168525439,0,0,0.147836535076209,0.0344081273648127,0,0,0.0486990946098416,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205835137121013,0,0.018313870811444,0,0,0,0,0,0,-0.0337183483882009,0,0,0,0,-2.71050543121376e-20,0,0
X600809.SH,0,0.33794349852929,0,0,0,0,0,0,0.173605799903066,0,0,0.0043854927137865,0.186952239312233,0,0,0,0.173950705500006,0,0,0,0,-0.0242418103545011,0,0,0,0,0,0,0,0,0,0.0527407485691722,0,0,0.0320760104378208,0,0,0.0325582863108511,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262130281236045,0.0133003558734998,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.285634160956581,0,0,0,0,0,0,0,0,0,0,0,-0.106195168192014,0,0.00731764117330816,0,0,0,0,0,0,0.411520897074712,0,0.0581695114114587,0.205430468178848,0,0,0,0,0.0164335477661223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574274383612906,0,0,0,-0.00585518017805765,0,0
X600703.SH,0,-0.207702724364154,-0.252184218128104,0,0,0,0,0.277438716377021,0,0,0,0,0.179609708874634,0.495992918115326,0.11432441764635,0,0,0,0,-0.0676771138073488,0,0,0,0,0,-0.105554846149465,0,0,0,0,0,0,-0.443913677744419,0,0,0,0,0,0.348124339853061,-0.0466763424312943,0,0,0,0,0,0,0,0,0,0,0.222245981019951,0.0244544777297922,6.93889390390723e-18,0,0,0,-0.0957641071889841,0,0
