,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X000625.SZ,X003816.SZ,X002371.SZ,X600031.SH,X000596.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X002241.SZ,X600741.SH,X000157.SZ,X601877.SH,X600584.SH,X000661.SZ,X600522.SH,X002180.SZ,X600702.SH,X002074.SZ,X000733.SZ,X300142.SZ,X600460.SH,X601799.SH,X002463.SZ,X000800.SZ,X002007.SZ,X000066.SZ,X002028.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.331378326525777,0.138434139349129,0,0,0.0505124501674935,0,0,0,0.0601614919805135,-0.075088513990741,0,0,0,0.00849548711947585,0,0,0,0,0.0217310780252108,0.0328278323936514,0,0,0,0,0,0,0,0,0,0,0,0,0.0254915607486838,0,0,0,0,0.0090336448626984,0,0,0,0,0,-0.0386143456846424,0,0,0,0,0,-0.0350781950612642,0.00645351478137553,0.0456289615310187,0,0,0,0,0,0
X000858.SZ,0.14892810431602,0,0.56603263077571,0,0,0,0,0.0479489636564774,0,0,0,0,0,0,0,0,0,0.0209792512173279,0,0,0,0.0342789689035861,0,0,0,0,0,0,0,-0.00298381668845736,0,0,0,0,0,0,0,0,0.120639785290203,0,0,0,0,0,0,0,0,0,0,0,0,-0.00535245624956377,0.00098579673660416,0,0,0,0,0,0
X000568.SZ,0.520919333268682,0.247607038668782,0,0,0,0,0,0,0.0487931215907042,0,0,0,0,0,-0.0201238492491441,0,0.0521956604366266,0,0.0405227610094418,0,0,0,0,0,0,0,0,0,-0.033645491592415,0,0,0,0,0,0,0,0,0,0.23943318309779,0,0,0,0,-0.056075574857163,0,0,0,0,-0.0283433065772113,0,0,-0.00992826714431124,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0592428638024244,0,0,0,0,0,-0.0352892612901774,0,0,0,0,0,0,0.230521133896653,0,0.125931884900644,0,0,-0.0868329703342104,0.199689349839591,0,0,0,0,0.384984297238898,0,0,0,0,0,0,0,-0.242856507241971,0.233041303622248,0,0,0,0,0,0,-0.0817588668860384,0,0,0,0,0,0,0,-0.0163615726639031,0.22277002534612,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.514806854057023,0,-0.0690734888609871,0,0,0,0,0,0,0,0,0.0945574551312027,0,0,0,0.0330587177237521,0,0,0,0.0162525429299442,0,0,0,0,0,0,0,0,0,-0.124777640696046,-6.93889390390723e-18,0,0,-0.0199928503554171,0.105445911211165,0,0,0,0,0,0,0,0.0980332175002235,0.068881181384029,0.116591956895267,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32101561236334,0,0,0,0.374303194526464,0,0.200767879176122,0,0,-0.238010681339922,0,0,0,0,-0.175107317107165,0.275986589844123,0,0,0,0,0,0.379187161350631,0.304319386583685,0,0,0,0,0,0,0,-0.0601088451443843,0,0,0,0.104842313200519,0,0,0,-0.055227899372257,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0826005982747924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698590810416934,0,0,0,0.12148184145373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00474969075344777,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0479068428264006,-0.0256102911543818,0.162387578834511,0,0,0,0.256854588477215,0,0,0,0.0559831666368678,0,0,0,0.062640343312213,0,0,0,0,0,0,0,0,0,0,0,0.0382703588870848,0,0,0,0,0,0,0,0,0,0,0,0.110527993393935,0,0,-0.0808886792588137,0,0,0,0,0,0,0.0674268196537061,-0.0105147980803431,0,0,0,0,0,0
X002304.SZ,0,0.102793322327467,0.359555806563706,0,0.00931274698320423,0,0,0,0,0.0742309716619934,0.014358130356025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402351334190852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214801408203073,0,0,0,0,0,0,0.0153084958861872,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.360007242479309,0.324172161219377,0,0.0575800995171205,0,0,0,0,0,0,0.03093469808228,0,0,0.243422022529508,-0.587535550476271,0,-0.0239775426435584,0,0,0,0,0,-0.0753953846897138,0,0,0,0,0,0,0,0,0.0123414505962793,0,0,0,0,0,0,0,0,0.143419379381376,0,0,0,0.0645378362417363,-0.0226073394888937,0,0,0,0,0,0
