,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000661.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X002241.SZ,X000596.SZ,X300014.SZ,X002007.SZ,X300142.SZ,X000100.SZ,X300124.SZ,X002371.SZ,X300003.SZ,X002049.SZ,X600741.SH,X600183.SH,X000157.SZ,X002129.SZ,X000800.SZ,X600584.SH,X002236.SZ,X601877.SH,X000977.SZ,X002414.SZ,X002456.SZ,X000625.SZ,X300136.SZ,X002179.SZ,X002185.SZ,X000066.SZ,X002008.SZ,X002463.SZ,X600118.SH,X600522.SH,X002294.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0818533980233497,0.0132494165404819,0,0,0,0,0,0.0726292644907193,0,0,0.0215444832473267,0,0,0,0,0,0,0,0.191965871444544,0,0,0.0752776030468551,0,0,0,0,0.0445627739442189,0,0,0,0,0,0.0385445976274432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120456436614261,0.100985082826672,0.0220342073267083,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.17384654607215,0,0,0.139172534334245,0,0,0.319762528226003,0,0,0,0.0538381762242416,0,0,0,0.102594439498165,0,0,0,0,0,0,0,0,0.100081281929736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00259506616783402,0,0,0,0,0,0
X600276.SH,0,0,0,1.0842021724855e-19,0,0,0,0.19323962907423,0.0760288441093863,0,0,0,0,0,0,0,0,0,0,0,0,0.00252902598488516,0,0,0,0.0673980887261453,0.186872786650196,0.0945084696439851,0,0,0,0,-0.027503266266634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363635761832892,0,0,-0.00488430885895897,-0.0195557947176959,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476826790160797,0,0,0,0.222278264845451,0.0978366622380011,0,0,0,0,0,0,0,0.03379151610716,0,0.177230655502101,0,0,-0.036422470728592,0,0,0,0,0,0.116595655656501,0,0,0,0.0406742275918163,0,0,0,0,0,0,0,-0.0127545266095106,0,-0.0241387317319063,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0975731333134904,0,0,0,0,0.23191748665248,0,0,0,0,0,0.377143892643911,0,0,0,0,0,0,0.0262748083386205,0,-0.0337189915733239,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159717558110821,0,0,0,-0.0263121134606957,0.00924284835644881,0.0401673232305582,0,0,0,0,0,0,0.00444446628495733,0.00465152804083482,0,0,0,0,0,0
X002415.SZ,0,0,-0.00130680299181557,0,0.00791677163592852,0,0,0,0,0.0455121664407485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179281986203522,0.0334354657887534,0,0,-0.0457445765556194,0,0,0.314848123814675,0,0.156352034483672,0,0,0,0,0,-0.0294053932860761,0,0.00640564140996774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.0628350250700861,0,0,0,0,0,0,0,0,0.00422058106027568,0,0,0,-0.0408837977173712,0,0,0,0,8.86913134724079e-05,0,0,0,0,0,0,6.93889390390723e-18,0,0.212442160879306,0,0,0,0,0.0883009484399922,0,0,0.0172161979101398,0.0817932647760947,0,0,0,0,0,0,-0.0842436297961287,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.168767694101815,0,0,0,0,-0.187184724550785,0,0,0,-0.0107381797512281,0,0.0813130866866157,0,0,0,0,0,0,0.220206287877395,0.0512231493924226,0,0,0.0133569950541863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104844935900542,0,0,0,0,0.0502211875225818,0,0,0.0111122324672561,-0.0202185824986635,0,0,0,0,0,0
X002304.SZ,0,0.183922240934259,0,0,0,0,0,0,0,0,0,0.381106603544176,0,0,0,0,0.0912622996183453,0,0,0.068502747764749,0,0,0.118318409746205,0,0,0.0599248821789082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216718040443094,0,0,0,0,0,0,0,0,-0.00756127247887842,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373979176429752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203110225154233,0,0,0,0.120935539301346,0,0,0,0,0.133409453060468,0.154950010180562,0,0,0.075295982424395,0,0,-0.0753781988124449,0.0268835439418584,-0.0305882186262521,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.182459349988298,0,0,0,0.0881262169396066,0,0,0,0,0,-8.67361737988404e-19,0.0897005983391553,0,0,0,0.0603993553004911,0,0,0,0,0,0,0.0370897666615568,0.0846596413387893,0,0,0,0,0,-0.0540948979175044,0.0106211863876064,0,0,0,0.0122154718438621,0,0,0,0,0,0.214716909300821,0,0,0,0,0,0,-0.0128033289380288,-0.00793032184323738,0,0,0,0,0,0
X000568.SZ,0,0.726273443789277,0,0,0,0,0,0,0,0,0,0,0,0,0.183786930783461,0,0,0,0,0,0,-0.0663744929633583,0,0,0,0.0427773766241884,0,0.0877259303145891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575766585136025,-0.0245534409785085,0,0,0,0,0,0,0.0105535922549337,-0.00988499201152736,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179798252524947,0,0,0,0,0.189090901947282,0,0,0,0,0,0.0831884127452236,0,0,0,0,0,0,0,0,0,0,0,0,0.141992260438072,-1.73472347597681e-18,0,0,0.0107536658055344,0,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0414412352893059,0,0.0475749597764407,0,0,0,0,0,0,0.0565810105199898,0,0,0,0,0,0,0,0,0,0,0,-0.00662583461623839,0,0,0,0.0517069658926584,0,0,-0.00246428399102418,0.0185601969902141,0,0.0819293369011652,0,0,0,0,0,0,0,0,0.0948057318534853,0,0,0,0,0,0,0,0.0107316154649509,-0.0138787075288155,0,0,0,0,0,0
X600809.SH,0,0.460838519784269,0,0,0,0,0,0.169433476693688,-0.112726365540498,0,0,0.138485630704543,0,0,0,0,0,0,0,0.21122936056445,0,0.0296092586719249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194457810596687,0,0,0.00180125070869837,-0.0134000440142215,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0471360296957505,0,0,0,0.14617744637552,0.039603904192095,0,0.0095112416293127,0,0,0,0,0,0,0,0,0,0,0,0.011970515764327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910847146838573,0.0348902467462519,0,0,0,0,0,0,0,-0.000188877890530377,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.136720505132427,0,0,0,0.27267864116843,0,0,0,0.00889569569944929,0,0,0,0,0,0,0,0.0209815549815377,0.0470550476206792,0,0,0,0,0,0.0289646716783135,0,0.116322895575024,0,0,0,0,0,0,0,0,0,-0.116584433127377,0,0,-0.012938782032731,0.0809655250530167,0,0,0,0,0,0,0,0.00894722711911674,0,0,0,0,0,0,0
X600703.SH,0,0.0584512725633527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34303392054202,0,0,0.259440680934653,0,0,0,0,0,0,0.0910179182258236,0,0,0,0,0,0.0645720221529471,0,0.218656110950105,0,0,0,0,0.0988441843232307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023971442169076,0,0,0,0,0,0
X002241.SZ,0,0,0,0.423105999894213,0,0,0,0,0,0,0,-0.0202208429379749,0,0,0,0,0,0,0,0,0.0242513478766469,0,0,0,0,0,0,0,0,0.138967435132319,0,0,0,0,0,0,0.0252993904666933,0,0.0253436114824099,0,0.133758669325555,0,0.166941770406996,0,0,0,0,0,0,0,0,-0.0275203637720204,0.0108122480774552,0,0,0,0,0,0
X000596.SZ,0,0.19332597162481,0,0,0,0,0,0,0,0,0,0,0,0,0.358991717730873,0,0,0,0,0,0,-1.73472347597681e-18,0.127074291454178,0,0,0,0,0,0,0,0,0,-0.146315832042146,0,0,0,0,0.15905911423384,0,-0.00755458635768423,0,0,0.0222416980599936,0,0,0,0,0,0.0349381252793096,0,0,0.00174362578786454,-0.00649965019127512,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0.042924101111633,0,0,0,0,0,0,0,0,0,-0.0781430046603465,0,0,0,0.0385154028973113,0,0.0938871457176457,0,0.0824423791246617,0,0.0854691953776472,0,0.231270876687606,0,0,0.19783993231814,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.370817040946908,0,0,0,0,0,0,0,-0.00521857373664161,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0.315532946166855,0,0,0,0,0,0,0,0,0,0,-0.0497553753030637,0,-0.105880103798199,0,0.177616852649384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494513842941039,-0.016340706745659,0,0,0,0.0912680556431665,0.236704457081163,0.144341802800321,-0.0329099866408306,0,1.73472347597681e-18,0,0,0,0,0,0
X300142.SZ,0,0,0.111661409920612,0,0,0,0,0.193845721159541,0,0,0,0.0791283346765851,0,0,0,0,0,0,0,0.194481473475144,-0.0744223741903283,0,0,-0.194685410641589,0,0,0,0,0,0,0,0,0.085626341274951,0,0,0,0,0.0493702169567531,0,0.0463131529404805,0,0,0.00788488142191515,0,0,0,0.132816930433838,0,0,0.26191342002475,0,0.0356907303163837,-0.0607849588306119,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.527058981649841,0,0.0143519654766913,0,0,0.0167675067671327,0.156789017571329,0,0.189441728906451,0,0,0,0,0,0,0,0,-0.0406903884069829,0,0,0,0,0,0,-0.0121466797871496,0,0,0,0,0,0.0558912489113223,0,0,0,0,0,0,0,0,0.00678058933223496,0.013704181798982,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0614479217234246,0,0.124467557326669,0,0,0,0,0.0481708894476581,0.147095155625814,0,0.025421693812387,-0.0708648350542087,0,0,0.0302131557055052,0,0,-0.0954087151557314,0,0.0649859472212352,0,0,0,0,0,0,0,0,0,0,0,0,0.238090904709166,0,0,0,0,0,0.0145163292868258,0,0.050074995229154,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.21965555792969,0,0,0,0,0,0,0,0,0,0,0,0,0.0797157121585643,0,0,0,0.0242132060831709,0,0,0,0,0,0,0,0,0.328346094403857,0.128999571796953,0,0,0,0.0847629775911347,0,0.30715377611956,0,0,0,0,0,0,0,0,0,-0.16358996316473,0.000755212252469616,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0.0502322960719888,0,0,0,0,0,0,0,0.0809781345127614,0,0,0,0.0643152578418764,0,0,0,0,0.0736064950139845,0,0,0,0,0,-0.0296837067823929,0,0,0,0.206332773463089,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287625785182428,0.0177663197790689,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0.213543652737447,0,0,0,0,-0.18930673698306,0,0,0,0,0,0,0,0.473896842876843,0,0,0,0,0,0,0,0,0.173924055744641,0,0,0,0.294912834496078,0,0,0,0.250074656637681,0,0,0,0,0,0.0640634541915607,0,0,0,0.0184200690476155,0,0,0.0383278136024192,-0.0282506716871729,0.0585358389176847,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0122026035825737,0,0,0.056581449741372,0,0,0,0.00714879580612008,0,0,0,0,0,0,0,0,0,0,0.200996629682379,0,0,0,0.00822746380518188,0,0,0,0.0339554569236127,0,0,0,0,0.159865787222094,0,0,0,0.122167391870707,0,0,0,-0.0195011036947586,-0.0173928709331775,0,0,0,0,0,0
X600183.SH,0,0,0,0.0405341669302614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888220701040536,0,0.119651497965948,0,0,0,0,0,0,0,0,0,0,0,0,0.0640809055628344,0.0675066739163255,0,0,0,0.0419138496639924,0,0,0,0.0644573672283807,0,0,0.465953890947334,0,0,0,0,0,0,0,0,0,0,0,0,0
