,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X600031.SH,X003816.SZ,X000725.SZ,X000625.SZ,X002371.SZ,X000063.SZ,X002129.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002241.SZ,X000733.SZ,X600702.SH,X600741.SH,X000100.SZ,X002074.SZ,X600460.SH,X600522.SH,X000157.SZ,X000799.SZ,X600584.SH,X300003.SZ,X600884.SH,X002007.SZ,X300146.SZ,X000800.SZ,X600779.SH,X002236.SZ,X002414.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.376703285309731,0.103608101874721,0,0.150253167586936,0,0,0,0,0,0,0.0537442608137191,0,0,0,0,0,0,0,0,0,-0.0914513481998233,0,0,0,0,0,0,0,0,0,-0.0803614888177763,0,0,0,0.107566409193121,0,0,0,0,0,0,0,0,0.0576191430618112,0,0,0,0,0,0,-0.0121258727253511,0.0196670015725943,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.586029996755992,0,0,0,0,0.131789104842018,0,-0.104843329873465,0,0.0653133605926879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498399870566871,0,0,0,0,0,-0.00724084811692643,0,0,0,0.0466905405609703,0,0,0,0.0120512431983151,0,0,0,0,0,-0.00452039577774979,-0.010966816352797,0,0,0,0,0,0
X600809.SH,0.397423310194641,0,0,0,0.308321868684029,0,0,0,0,0,0,0.080789710027201,0,0,0.0229548735635625,0,0,0,0,0,0,-0.0128341910945181,0,-0.0961268542724333,0,0,0,0,0,0,0,-0.0981087312343348,0,0,0,0,-0.0462100358625936,0,0,0.0572705549026832,0,0,0,0,0,-0.0491460028171382,0.185751860289139,0,0,0,0,0.00346100059497458,7.20218005475512e-06,-0.0374193609343562,0,0,0,0,0
X002415.SZ,0,0.0202002157173151,0,0,0.0114079586912521,0,0,0.0678503878746653,0,0,0,0,0,0,0,0,0,0.00771844747499029,0,0.0603002375239781,0,0,0,0,0,0,0,0,0,0,0.159148158873094,0,0,0,0,0,0,0,0,0.0686646665803735,0,0,0,0.201301498004217,0.100368351538905,0,0,0.0905181031194503,-6.93889390390723e-18,0,0,-0.00109768789825741,0.00986182768305869,0,0,0,0,0,0
X000568.SZ,0.332538098990018,0.277342913848044,0.577434642325064,0,0,0,0,0.0409683654226013,0,0,0,-0.0054017847049471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109591718880572,0,0.0478013675719209,0,0,0,0,0,0,0,0.105910058012187,0,0,0,-0.202212445785822,0,0,0,0,0,0,0,0,0,-0.0092340089653826,0.0448385288304851,0,0,0,0,0,0
X002304.SZ,0.0876336572722774,0,0,0.0884544655832256,0.362061328121342,0,0,0,0.134909965294789,0,0,0,0,0.0295934150964624,0,0,0,0.0295330218195757,0,0,0,0,0,0,0,0,-0.00279957729706761,0,0,0,0,0,0,0,0,0,0,-0.0257740178823432,0,0,0,0,0,0,0,0,0,0,0,0.0259401859156793,0,-0.0132147217054705,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961321228559499,0,0,0,0,0,0.153971992872921,0,-0.131772263162468,0,0.0231826731639493,0,0.132639876243926,0,0,0.0939422924388397,-0.22094489149006,0,0,0,0,0,0,0,0,0.0812766293808817,0.00678062388952939,0,0,0,0.0148265076809569,0,0,0,0,0,0,0
X600690.SH,0.0501156801062794,0,0,0,0.236163229216266,0,0,0,0,0.134750310764494,0,0,0,0,0,0,0,0,0,0,0.0895090169579264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429685183026787,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0080798552099371,-0.0496712822831132,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0584446515403019,0,0,0,0,0.169379638629909,0,0,0,0,0,0,0.0474609563064534,0,0.0083148549315564,0,0,0,0,0,0,0,0.0258485695724219,0.0272582388362045,0.219883419081332,0,0.0222383117320723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982997163798848,0.0235742623550547,0,0,-0.0171667381502391,0,0,0,0,0,0
X000651.SZ,0,0.154167556513981,-0.0987035641423525,0,0,0,0,0.425809408888933,0,0,0,-0.0505815893401796,0,0,0.204553694529643,0,0,0,0,0,0,0,0,0,0,0,0,0.00956693858964507,0,0,0,-0.0379491596081039,0,0,0,0,0,0,0,0,0,0.0208651254165877,0,0.121637507849544,0,0,0,0,-0.0652560831267348,0,0,0,0.0222505949541886,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.0650574731753682,0,0,0,0,0.111310533808831,0,0,0,0,0,0,0,0,0,-0.106308341472076,0.0909140683990774,0,0,0,0.093809716271803,0,0,0,0,0,0.276631286810921,0,0,0,0,0,0,-0.00888899993326177,0.0361508731729966,0,0,0,0,0,0,0,0,0,0,0,0.0754667869805619,0,0.0107883688787027,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,-0.0486540277998241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144712584665603,0,0,0,0.0914447324460846,0,0,0,0,0,0,0.0173128749491847,0,0,0.548823340744202,0,0.223420512055793,0,0,0,0,0,0,-0.200129506670876,0,0,0,0.243811803111145,0,0,-0.019624491919682,0.0601651561072708,0,0,0,0,0,0
X600104.SH,0.0409276360902628,0,0,0,0,0,0,0.0743004193848931,0.0155031438194763,0,0,0,0,0,0.0910019686721109,0,0,0,-0.0111257879745832,0,0,0,0.00289801728803272,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.144664556668517,0,0,0,0,0.00248699718206688,0,0,0,0.0072049402109384,0,0,0,0,0,0,0,-0.000651069577130801,0,0,0,0,0,0,0
X000596.SZ,0,0,0.644516432957789,0,0,0,0,0,0,0,-0.44060470623085,0,0,0,0,0,0,0.0947386408572554,-0.157136836954759,0,0,-0.0498323943280867,0,0,-0.0397930705411072,0,-0.0935503179023771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137745076774332,0,0,0,0,0,0,0,0.0875348129596356,0,-0.0187969685520268,0.00636992256137651,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.128702615150781,0,0,0,0,0,0,0.348559360137057,0,0,0.053695129258807,0,0,0,0,0.0744954903560289,0,0,0,0,0,-0.103131887432902,0,-0.0731885632709681,0,0.373071003531638,-0.0110723878385961,0,0,0,0,0,0,0,0.110073987487279,0,0,0,0.027132936874203,0,0,0,0,0.0377212260174878,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00903878728312852,0,0,0.0591005783392537,0,-0.109742845775897,0,0,0,0,0,0,0.0696091547183352,0,0,0,0,0,0,0,0,0.000416959360034891,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0782693436595861,0.097898556664261,0,0,-0.159275702500473,0,-0.00334934326978123,0,0,0,0,0,0,0
X000725.SZ,0,0,-0.0692052986686899,0,0,0,0,0,0.000479890237588546,0,0,0.00511647431862152,0,0,0.271255691402252,0,0,0.0166488045392645,0,0,0,0,0,0,0,0,-0.100376191934012,0.00105597059491073,0,0,0,0,0.0709798039487785,0,0.244247466097749,0,0,0,0,0,0,0,0,0.0550140918392654,-0.0246056883043223,0,0,0,0,-0.043342250620928,0,0.0106135723195467,0,0,0,0,0,0,0
X000625.SZ,0,0.0525142978130743,0,0,0,0,0,0,0,0.00185729812724897,0.0530308177936992,0,0,0,0,0,0,0,0,0,0.156097297174056,0,0,0,0,0,0,0,0,0.111046501142668,0,0,0,0.0583876497149905,0,0.130667021826437,0,0.0270249352244882,0,-1.73472347597681e-18,0,0,0.293391156367241,0,0,0.0892785179156665,0,0,0,0.0414183481577774,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,-0.0746705896332774,0,0,0,0.275828209986217,0,0,0,0,0,0,-0.144216289137635,0,0,0,0,0,0,0,-0.276502805694503,0,0,0,0.249068268434996,0,0,0,0.180042818350014,0,0,0,-0.0266603258139213,0.0275364913344127,-0.0966765151460603,0,0,0,0,0,-0.420284292924895,0,0,-0.207631694284828,0.643177272203505,-0.0400152439880131,0,0,-0.0842818270742663,0,0,0,0,0,0,0
