,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X000100.SZ,X600031.SH,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600271.SH,X600089.SH,X600066.SH,X002236.SZ,X600118.SH,X601877.SH,X600177.SH,X000550.SZ,X000581.SZ,X002475.SZ,X002129.SZ,X000568.SZ,X600582.SH,X000623.SZ,X000050.SZ,X300124.SZ,X300146.SZ,X000800.SZ,X600060.SH,X000559.SZ,X002292.SZ,X002294.SZ,X300003.SZ,X000977.SZ,X600839.SH,X000400.SZ,X002456.SZ,X002465.SZ,X600166.SH,X000869.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.145724644599864,0.120278025501685,0,0,0.0963083132331481,0,0,0,0,0,0,0.330588312410588,0,0,0,0.120642923172938,0,0,0,0,0.062528992489381,0.119251204504604,0,0,0,0,0,0.0973880378267529,0,0,0,0.0475219617237437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013147740263914,-0.0123089896981088,0,0,0,0,0,0
X600519.SH,1.73472347597681e-18,0,0,0,0,0,0.0482612544541097,0.0474949127396734,0,0,0,0.133290785486879,0,0,0,0,0,0,0,0,0,0,-0.006214395041459,0,0.0197131750389869,0.0335039134087191,0,0,-0.112523629710837,0,0.0331124091403895,0,0,0,0,0,0,0.0028164112972493,0,0,0,0,0,0,0,0,0,0.152609085122776,0.0398018057333639,0,0,0,-0.00097462135404101,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.256929064456076,0,0,0,0.192890497383951,0,0.105317432721044,0,0,0,0.0283878185117995,0,0,0,0.0549172576809386,0,0.0750973381559681,0,0,0,0,0.0760267390528798,0,0,0,0.0751435493451103,0,0,0,0,0.0108956141265149,0,0.0483334770000281,-3.46944695195361e-18,0.117864678681359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.142301667577533,0,0.140129679699595,0,0.00547867568485917,0,0,0,0,0.0633598423331635,0,0,0,0,0,0,0,0,0,0.0772430133332852,0.0967568994482046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144524639944655,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546503412492789,-0.00644665092746,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.189122093918788,0,0,0,0.095193049736943,0,0,0,0,0,0,0,0,0,0,0,0,0.204317014260162,0,0,-0.123862611949743,0.148468990837465,0,0,0,0,0,0,0,0.156736186074549,0,0.203464475013624,0,0,0.000640989091086297,0,0,0,0,0.131064379134333,0,0,0,0,0,0,1.0842021724855e-19,-0.00375345349341458,0,0,0,0,0,0
X000625.SZ,0,0,0.130734161173636,0,0,0,0,0.157474263395168,0.0259063360486614,0,0,0,0,0,0,0,0.13805953350263,0,-0.115774176341264,0,0,0,0,0,0,0,0.345981827991138,0,0,0,0,-0.0610254616336092,0,0,0.0241070490507226,0,0,0,0,0,0.136003157669685,0,0,0,0,0,0,0,0,0,0,0,0.00260833404407456,0,0,0,0,0,0
X000858.SZ,0,0,0.00305804378296202,0,0,0,0,0.099109875201762,0,0.0283048124378603,0.192621326506595,0.0904814298307604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101235440356149,0,0,0,0,0.103648475010801,0,0.0207942790476404,0,0,0,0.0611648122205761,0,0,0,0,0,-0.0307852904291347,0.127425196665855,0,0,0,0,0.0774934570132966,0,0,0,0.00499916001794123,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.154251016035802,0,0,0,0,0,0.305733965739438,0,0,0,0,0,-0.164415878991785,-0.0480827012961205,0,0.0389317578960869,8.67361737988404e-19,0,0,0.00910735072604595,0.264449570523782,0,0,0,0,0,0,0,-0.010395741008507,0,-0.0261717674295455,0.0180235308531613,0,0,0,0,0,0,0,0,0,0,0.378899855123273,0,0,0,-0.0265141380363411,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0722686384253809,0.179242288295216,0,0,0.172271345456991,0,0,0,0,0.00608213543073743,0,0,0,0,0,0,0.0777527107816456,0,0.0321632487346312,0,0,0,0,0.047078637126616,0,0.0785171563007229,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.114600487427763,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0.00284753125782505,0,0.310763348644449,0,0,0,0,0,0,0,0,0.0869739234301081,0,0,0,0,0,0,0,0,0.0598059546540259,0,0,0,0,0.0452076353379474,0.0192480775704034,0,0,0,0,0,0,0,0,0,0.0295394152005643,0.333802406376914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0057490896825461,0,0.108168265067232,0,0,0,0
X600031.SH,0.0713779084226192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833885773081786,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0676661063341717,-0.0840121183322889,-0.012718112993424,0,0,0,0,0,0,0,0,0.0881998958728046,-0.0349542949116101,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348893127802125,0.00629498799643426,0,0,0,0,0,0
X600690.SH,0.137424810132836,0,0.115639279655515,0,0,0,0.137372578282763,0,0,0.190868904156823,0,0,0,0,0,0,0,0,0.0432680984953314,0,0,0,0,0,0,0.118887303059409,0,0.0852945893552767,0,0,0,0,-4.33680868994202e-19,-0.0120389826355529,0,0,0.0480380414475047,0,0,0,0,0,-0.0164433033852577,0,0,0,0,0,0,0,0,-0.0283910775022498,-0.000777373258920357,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.10413663812605,0,0,0,0,0,0,0,0,0.107668243680672,0,0,0.178149657715898,0.0810190745142587,0,-0.0245429578579101,0,0,0,0.0359281134674582,0,0,0,0,0,-0.0281717692964841,0,0,-0.0709331097223753,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0427168652716493,0.00461175043052464,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0898854584254962,0,0,0.0936372301219433,0,0,0,0.560013357991653,0,0,0.094776326166719,0.0485433897055258,0,0,0,0,0,0.0409089243638076,0,0,0,0,0,0,0.0330105428145926,0,0,0,0.0226699735164538,0,0,0,0,0,0,0,0,0,0,0.0354923667488683,0,0,0,-0.0134442623796538,-2.16840434497101e-19,0,0,0,0,0,0
X600372.SH,0,0,0,0.00112767911105038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502395323904022,0,0.244146625620467,0.0173373919955966,0,0,0,0.123406416565173,0,0,0,0.030887224650701,0,0,0.00744130537891841,0.026195704612221,0,0,0,0,0.00962283546124326,0,0.0464275736560918,0,0,0,0,0,0.0352387838917082,0,0,0.00518756913951472,0,0,0,0,0,0
X000157.SZ,0,0,0.0203884119299629,0,0,0,0,0,0,0,0.654990231685922,0,0,0,0,0,0,0,0,0,0,0,0,0.0539179878009785,0,0.0103797519042173,0,0,0,0,0.094587831995149,0,0,0.0457495154959198,0,0,0,0.0621649484106528,0,0,0,0,-0.032456952348115,0,0,0,0,0,0,0,0,0.0368765073464064,0.0139808437186653,0.083210422608325,0,0,0,0,0
