,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600372.SH,X600089.SH,X600703.SH,X600741.SH,X002241.SZ,X600066.SH,X600271.SH,X600582.SH,X600177.SH,X002129.SZ,X002236.SZ,X601877.SH,X600118.SH,X000623.SZ,X000568.SZ,X000550.SZ,X002475.SZ,X000581.SZ,X000559.SZ,X002294.SZ,X300124.SZ,X000869.SZ,X000800.SZ,X300146.SZ,X000050.SZ,X600839.SH,X002456.SZ,X600060.SH,X300003.SZ,X000977.SZ,X000400.SZ,X002465.SZ,X600166.SH,X002007.SZ,X002292.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.142094094443806,0,0,0,0.0229425017185743,0,0.114535631509737,0,0,0.00776772386090923,0,0,0,0,0,0.00516685215961232,0.237362752464639,0,0.2135548485613,0,0,0.031788013398119,0,0,0,0,0.0429087286904443,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506275937117723,0,0,0,0,0,0,0,0,0,-0.00329747559772833,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.145681133268435,0,0.219607801862875,0,0,0,0,0.087323655136002,0,0,0,0,0,0,0.00732438953376997,0,0,0,0,-0.0216988746960335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042313398633782,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.019323463555512,0,0,0,0,0,0,0,0,0.268347136048251,0,0,0.0782848724185736,0,0,0,0,0.0340649729560211,0,0,0,0.104750081361479,0.0480071467846382,0.214276680251536,0.0477947718087699,0,0.20504377273361,0,0,0,0,0,0,0,0.0414543824512437,0,0,0,0.186582713925999,0,0,0,0,0,0.0794493157169704,0,-0.0150958796456715,0,0,0,0,0,0,0
X000651.SZ,0,0.000713920411245531,0,0,0,0.067085043292229,0,0,0.195125108228953,0,0,0,0,0.0151134667985373,0,0,0.116438984345091,0,0,0,0,0.0182021132774809,0,0,0,0,0,0,0,0,0.281514146345894,-0.0726398445896283,0,-0.034274543241703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186450020190056,0,0,0.0133755508924854,0,0,0,0,-0.102472865789054,0,0
X002415.SZ,0,0,0,0,0,0,0,0.17290980629001,0,0,0,0,0.0432537434426964,0,0,0,0.104429063938551,0,0,0,0,0,0,-0.0783834366646924,0,0.0725172192915672,0,0,0,0,0.243934801969482,0,0,0,0,0.125104059169213,0,0.144442659051813,0,0,0,0,0,0,0,0.135106632625703,0,0,0,0,0,0.0270238358003832,-0.00863706656678394,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.541591193001547,0,0,0,0,0,0.0601103782615774,0,0,0,0,0,0,0,0.193652238490414,-0.0323114050393501,0,0.0785373782686386,0,0.0120573545910685,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0632567931615953,-0.0498726899912489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378328548964846,-0.0152755300078634,0,0,0,0,0,0
X000858.SZ,0,0,0.144544010328091,0,0,0,0,0,0.0425202960297445,0,0.140858467469874,0.154931535616787,0,0.00735182267737707,0,0,0,0,0,0,0,0,0,0.102079556878796,0,0,0,0,0,0.0472716166919827,0,0,0,0,0,0,0,0.0343299224767027,0,0,0.049916907171003,0,0,0,0,0,0,0,0,0,0,0.0479493970524684,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.204564059541554,0,0,0,0,0,0,0,0,0.0810377522621873,0,0,0,0,0.174303405490228,0,0.0419258119011743,0,0,-0.00957947120530547,0,0,0,0,0.00643091337984064,0,0,0,-0.00802202776653901,0,0,0.0592723282062045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150265110449395,-0.0204467436870984,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0352533777475809,0.0611799621659231,3.46944695195361e-18,0.171244428716105,0,0,0,0.0561813323358142,0,0,0,0,0,0.12363211437528,0,0,0,0,0.272714488044675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0495462020058259,0,0,0,0,0.0573459632347591,0,0,0.207328644043956,0,0,0,0,0.026336751403815,-0.0928372045134965,0.0604389455443909,0,0,-0.0766640995174304,0,0,0,0,0,0.106378234783378,0,0,-1.73472347597681e-18,0,0,-0.020975752225883,0,0.0535937138580431,-0.0370339633496216,0,0,0,0,0,0.0174812617601542,-0.00285043109639625,0,0,0,0,0,0
X600690.SH,0.130440013767784,0,0.107493804084956,0,0,0,0,0,0.0271774940187391,0,0,0,0.075135059181048,0,0,0,0,0,0,0.0382176289328077,0,0,0,0.187876465881817,0,0.0647141055505503,0,0,0,0,0,0,0.0591483228227323,0.0333429693999291,0,0,0,0.132795573014145,0,0,0,0,0.0895458592398947,0,0,0,0,0,0,0,0,-0.0241672428616572,-0.0189807992884933,0,0,0,0,0,0
X600031.SH,0.195164578195659,0,0,0,0,0,0.150590999641796,0,0.0177062599007068,0,0,0,0,0.0444511870026504,0.480628227360346,0,0,0,0,0,0,0,0,0.0744377557368516,0,0,0,0,0.0162973221924564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122840078702481,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X000100.SZ,0.0447162004857959,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0705245315233209,0,0,0,0,0,0,0,0,0,0,0.10042057222645,0,0,0,0,0,0.160049654935476,0,0.0261493016796273,0,0.0904159998666618,0.0397984772475444,0,0,0,0,0,0,0,0,0.255192305396539,0,0,-0.0331167036279221,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0.00453483916703469,0,0,0,0,0,0.0753194151000702,0,0.0692298468000112,0,0.0121735483184968,0,0.528906377676247,0,0.0188257070152432,0.00173390182558135,0,0,0,0.0431918916318376,0,-2.16840434497101e-19,0,0,0,0,0.0395341308026846,0,0,0,0.0164050207275706,0,0,0,0,0,0,-0.0627910326803017,0,0.0634808442706332,0,0,0,0,0,0.197523792481508,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0.0103916136747606,0,0,0,0,0,0,0,0,0.161272279181241,0,0.334624397329103,0,0,0,0,0,0,0,0,0,0.0426551024575939,0,0,0.10274800358588,0,0,0.166361530892415,0,0,0,0,0,0,0,0,0,0,0,0,0.0497409707014753,0,-0.0173136830494616,0,0,0.0779716005916116,0,0,0,-0.00677953995099136,0.0358155120604054,0,0,0,0,0,0
X600372.SH,0.016043491051505,0,0.0811846436278316,0,0.0359084837577897,0,0.109021561770466,0,0,0,0,0.0684208265012694,0,0,0,0,0,0.00570631279587902,0,0,0,0,0,0,0.0143213354169542,0,0.0738799805321694,0.180376946069134,0,0,0.0306049335627282,0.102202791121987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145094506525488,0,0,-0.0256763783465178,0,0,0,0,0,0,0
X600089.SH,0,0,0,0.109521128049315,0,0,0.204324448356086,0,0,0,0.0328835005940579,0,0.016880392383982,0,0,0,0,0,0,0,0.0818320744237249,0,0.0827307314851778,0.0816420434810496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010919055381525,0,0,-0.0365532992658797,-0.0702272212149719,0,0.340240832742477,0,0,0,0,0,0,0,0,0,0,0,0,0
