,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002241.SZ,X000625.SZ,X002475.SZ,X600741.SH,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X600809.SH,X601877.SH,X000100.SZ,X002008.SZ,X600487.SH,X002085.SZ,X300136.SZ,X002508.SZ,X600089.SH,X600522.SH,X300003.SZ,X600271.SH,X600177.SH,X000157.SZ,X600699.SH,X600118.SH,X600867.SH,X300115.SZ,X002294.SZ,X000050.SZ,X000559.SZ,X000981.SZ,X002074.SZ,X600566.SH,X600498.SH,X600372.SH,X600884.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00648152759970138,0,0.21571741544642,0.02160649244394,0,0,0.0265089951485863,0.0338750028667638,0,0.0800620807589654,0,0,0,0,0,0,0,0,0,0.0059850107326694,0,0,0,0,0,0,0,0.082265934599125,0,0,0,0,0,0,0,0,0,0,0.0222730781926258,0,0,0,0,0,0,0,0,0.0492548676874843,0,0.00918624841594063,-0.0217098555210004,0,0,0,0,0,0
X600104.SH,0,0,0.0910298122176706,0,0,0,0.0351454948173642,0,0,0.0788345247312896,0,0,0,0,0,0.0222160001342204,0.299524531730836,0,0,-0.00694873583735052,0,0,0,0,-0.131609242538872,0,0,0,0,0,-0.126685651338785,0,0,0,0,0,0,0,0,0.0203174787964036,-0.152705779801015,0,0,0,0,-0.00775869356230121,0,0,0.0478860372357084,0,0.0451146799634002,-0.00906545837900933,0.02099496482359,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0453539861063621,0,0.160052503186408,0,0.180053432638758,0,0,0,0.0143406412171417,0,0,0,0,0,0.0826851466855932,0,0,0,0,0.00223035594837143,0,0.0437533341434738,0,0,0.119668764977036,0,0,0,0,0,0,0,0,0,0,0,0,0.021149895890096,0,0,0,0,0,0.0252655215065372,0.0029686590810636,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.15799733476939,0,0,0,0,0,0.269183984370914,0,0.0578167155435323,0,0,0,0,0,0.0452541173441835,0,0,0,-0.022664339103115,0,0,0,0,-0.00491171767364925,0,0.143390756640859,0,0,0,-0.0119516200745322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320262756779625,0,0.00691587153735739,0.00834067138296103,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0339773387247287,0,0,0,0,0,0,0,0.556443795817622,0.0392819786938253,0,0,0,0,0,0,0,0,0,0.0344842395046913,0,0,-0.011302385579971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307055958021835,0,0,-0.00546450767533939,0.00628240400875723,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.134681870431321,0,0.186592647168703,0.00463595741271014,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485121648348717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227178176219971,0,0.021026838747196,0,0,0,0,0.0867112306685004,0,-0.103514444972358,0,0,0.00742209645765258,-0.00642834809348384,0,0,0,0,0,0
X000725.SZ,0,0,0.0580337544814271,0,0,0,0,0,3.46944695195361e-18,0,0,0.0170818488996329,0,0,0,4.33680868994202e-19,0.0359408754767621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120565386285668,0.245292092087718,0,0,0,0.196034767500709,0,0.0415065406528489,0,0,-0.0064502797278628,0.00723516801387832,-0.0930350709410425,0,0,0,0,0
X002304.SZ,0,0,0,0,0.273849672499591,0,0,0,0,0.00845480611034705,0,0.0434960929922543,0,0,0,0,0.133554185289996,0,0.222970256550562,-0.162142766098851,0,0,0,0,0,-0.0272044041950496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495946945321355,0,0,0,0,0,0,0,0,0,-0.0282140863784462,0,-0.00845644677165096,0.0115924584278658,0,0,0,0,0,0
X000063.SZ,0,0,0.0940085041005418,0,0,0,0,0,0,0.201418579758092,0,0,0.245743629124998,0,0,0,0,0,0,0,0,0,0.0147455306165673,0.00143803525083896,0,0,0.286674239083997,0.00750704815035376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0443529980859519,0,0,0,0,0,0,0.125201044641345,0,0,0,0.342954817135914,0,0,0,0,0.397956148832803,0,0,0,0,0,0.0877853180243928,0,0,0,0,-0.187740382885628,0,0,0,0,0,0,0,0.0329082389584955,0,0,0,0,0,0,0,-0.120749991325534,0,-0.263740619722977,0.0183158703724538,0,0,0,0,0,0,0
