,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002475.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X002085.SZ,X600271.SH,X600118.SH,X000157.SZ,X600089.SH,X300124.SZ,X600522.SH,X600177.SH,X002508.SZ,X002007.SZ,X600372.SH,X300136.SZ,X600699.SH,X000981.SZ,X300003.SZ,X600487.SH,X000066.SZ,X002294.SZ,X600867.SH,X002074.SZ,X002008.SZ,X000559.SZ,X002180.SZ,X600566.SH,X000623.SZ,X002426.SZ,X002292.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.221189842465628,-0.114762315453801,0,0,0,0,0.0638104117059105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558666565321228,0,0,0,0.0795912870442518,0,0,0,0,0,0,8.67361737988404e-19,0.00497522858342113,3.46944695195361e-18,0,0,0.0185300625160556,0.00347972287469235,-0.00188719616478834,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283911260085657,0,0,0,-0.0765612480630828,0,0,0,0,0,0,0,0,0.24910925553925,0,0,0,0.0276340175038,0,0,-0.0111864436719522,0,0,-0.012805844930723,0.256324103897497,-0.0580574299746624,0,0,0,-0.117228743868587,0,0,6.93889390390723e-18,0,0,0,0,0.00862344444976377,-0.00810950351754978,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0817164436436222,0,0,0,0.0698992524501047,0,0,0,0,0,0,0,0,0.0390805826574364,0,0.339916685395722,0.133084172174503,0,0,0,0,0,0,0,0,0,0,0,0.0804703614551695,-0.195836078489588,0,0,0,-0.137467835959964,0,-0.0402435677878219,0,0,0.0277211057231232,0,0,0,0,0,0,0,0,0,0,-0.0014645123963651,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0341778908767483,0,0,0,0,0,0,0.301971279827754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308661921410376,0,0,0,0,0.0167393055177081,-0.00330417743167049,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0582992972020121,0,0.0478570434109294,0,0,0.09779553061777,0,0,0.0226278376954062,0.337830897885801,0,0,0,0,0,0.0419460301471949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464879724142046,-0.0683800712590456,0,0,0,0,0,0,0,0,0,0,0,0.00751649149963212,0.00128725458185405,0,0,0,0,0,0
X002304.SZ,0,0,0,0.114407003326651,0,0,0,0,0,0,0,0,0.316043612231865,0.137735617969633,0,0,0,0,0.0170799434715255,0,0.0942157977477729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438923116371493,0,0,0,0.00730670676515944,0,0,0.0172261269471083,0.0763309349310764,0,0,0,0.000521516643144952,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0600935015198951,0,0,-0.0202145127230423,0.221594563202623,0,0,0,0,0.0401565361006467,-0.048600570504611,-0.0296626823218247,0,0,0,0.0445939172196752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286044639006501,0.0426097454163272,0,0,0,-0.123644901391196,0,0,0,0,0,0,-0.060651381315498,3.3881317890172e-21,0.00504627905561666,0,0,0,0,0,0
X000725.SZ,0,0,0,0.395657437649896,0,0,0,0,0,0,0,0,0.0433119350573557,0,0,-0.401082684113057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.296965673491755,0,0,0,0,0.217771568393934,0,0,0,0,0,0.116704479766694,0,0.2965917468288,0,-0.0491515641723336,0.017252167995774,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806224029186799,0,0,0,0.218546327956045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144639130717853,-0.107390911445704,0,0,0.163121525077498,0,0,0,0,0,0,0,-0.0507922673792895,0,0,0,0.148070989737591,0,-0.0234383579397565,0.00249329519333996,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.259822793888809,0,0,0.0202201780040134,0,0,0,0,0,0,0.162284103072759,0,0,0,0.0267153845687532,0,0,0,0.0702123025872843,-0.184741767020093,0,0.0892244409644118,0,0,0,0,0,0,0,0,-0.0241142032314318,0,0,0,0,-0.0246808210770149,0,0,0.121341539200955,0,0,0,-0.0306245425222038,0,0,-0.116308118751286,0,0.000975906293381079,-0.00104808308481154,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0196873118321794,0,0,0,-0.145075927938379,0,0,0,0,-0.344824954129796,0,0,0,0,0,0,0,0,0,0,0,-0.0652715851314651,0,0,0.36544602677053,0,0,0,0.0325349114710806,0,0,0,0,0,0.114239895637859,0.0198211089630685,0,0,0,0,0,0,-0.0263536286444605,0,0,0,0,0.014805166010712,0.00380872878411158,0,0,0,0,0,0
X600703.SH,0,0,0,0.0210348716812588,0,0,0.163570364790465,0.0669765111666941,0,0,0,0,0,0,0,0,0,0,0.0948033614818704,-0.0197109471376604,0,0,0,0,0.0308172795515867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226867356897208,-0.144839380269195,0,0,0,-0.0274584248628678,0,0,0,0,0,0,0.04430014861623,0,0.0200658207431752,0,0,0,0,0,0
X000568.SZ,0.183437947259765,0,0.227844853231902,0,0.62979456169318,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0589056722420715,0,-0.160459693952794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197878036005136,0,0,0,0,0.0883954108379974,0,0,0,-0.016524616168171,-0.000854689502631114,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.222965030762405,0,0,0,0,0,0,0,0,0,0,-0.184023377874773,0,0,0,0,0,0,0,0,0,0,0,0.0424936194717932,0,0,0,0,0,0,0,0,0,0.263244913099742,0.00612730507462614,0,0,0,0,0,0,0,0,0,0,0,0.000612558843921319,-2.71050543121376e-20,0,0,0,0,0,0
X600741.SH,0,0.0940339699319269,0,0,0,0,0,0.0599850178015275,0.229575338829116,0,0,0.0678217875240327,0,0,0,0,0,0,0,0.0567261130866534,0,0.0416447397117469,0,0,0,0,0,0,0,0,0,0.0341580172253314,0,-0.123434776443994,0,0.0550826048018369,0,0,0.0816620574486505,0,0,0,0,0.0046480117989704,0,0,0,0,0,0,0,0,-0.00473300248055149,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0248676466018573,0,0,0,0,0,0,0,0,0,0,0.0995749379782922,-0.0334750652245528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551268282402221,0,0,0,0.109611671536643,0,0,0.00582998615440559,0,0,0,0,-0.0497332627726708,0,0,0,0,0,-0.0022531560137494,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0517662268106724,0,0,0,0,0,0,0,0.0122644914657869,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0428674858769697,0,0,0,0,0.0537190131452895,0,0,0,0.043638867403512,0.0712363192374442,0,0,0,0,0,0,-8.67361737988404e-19,0.156230029811835,0,0,0.110308642420574,0.00403543871244862,-0.00466697390148843,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,-0.0266868768588073,0,0,0.0416283178072205,0,0,0,0,0,0,0,0.0586910464556883,0,0,0,0,-0.00120874422819388,0,0,0,0,0.143339619447919,0,0,0.344868506927141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122532974855768,-0.00165987987473949,0,0,0,0,0,0
