,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000100.SZ,X000338.SZ,X600066.SH,X601877.SH,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X000157.SZ,X600177.SH,X300124.SZ,X600372.SH,X600089.SH,X600522.SH,X002007.SZ,X002085.SZ,X000066.SZ,X002508.SZ,X000981.SZ,X300003.SZ,X600867.SH,X600699.SH,X002294.SZ,X000559.SZ,X002292.SZ,X002180.SZ,X600498.SH,X002074.SZ,X300136.SZ,X600809.SH,X000623.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0749677779325596,0,0,0,0,0,0.0624546107865184,0,0,0,0,0,0.0508083061278082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445763759291216,0.146215331419114,0.0171409755577724,0,0,-0.0203263345038537,0.0108427049495249,0,0,0,0,0,0
X600104.SH,0,0,-0.180353002223751,0,0,-0.0216518993246252,0,-0.0743467684250218,0,0,0,0,0,0,0.701049733078775,0,0,0,0,0,0,0,0,0,0.143220674066316,0,0,0,0,0,0,0,0,-0.0603563195198727,0.173817486371625,0,0,0,-0.106128718992544,0,0,-0.0602920721088808,0,0,0,-0.108340762790005,0,-0.0033081662627298,0,0,-0.0172412469986377,0.0100084492071967,0,0,0,0,0,0
X002415.SZ,0,0,0,0.212168435247473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157363990847713,0,0,0.263787994631274,0,0,0,0,0,0,0,0,0,-0.0815586386869505,0,-0.0523778241297072,0.0440283498751053,-0.0999509885592101,0,0,0,0,0,0,0.0605253492957667,0,-0.0340923524909693,0,0.026166936166382,-0.0246466750865309,0,0,0.0121114756294641,-0.00650871856053883,0,0,0,0,0,0
X000651.SZ,0,0.300001349040878,0,0,0,0,0,0,0,0.269428107380909,0.361674521588978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304006137571564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801303638641765,0.29222506409036,0.0534927879410641,0,-0.00107201544751287,0,0.414314680552436,0,0,-6.93889390390723e-18,0.0183401859928173,0,0,0,0,0,0
X000858.SZ,0,0,0,0.203596662759441,0,0,0,0,0.270777565031451,0,0,0,0,0.288184165328448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245355096417925,0,0,0,0,0,-0.0099777867435052,0,0,0,0.0678038944905005,0,0,0,0,0,0.00126089541151087,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.0883634705048388,0,0,0,0,0,0.22478139826264,0.452452145878728,0,0,0,0,0,0,0,0,0,0.0077447069106732,0,0,0,0,0,0,0,0,0.0308438955248882,0,0,0,0,0,0,0,0,0,0,0,0,0.0864818236326811,0,0,-0.000515503429064346,-0.00873372401022389,0.0026738969636877,0,0,0,0,0,0
X600276.SH,0,0,0,0.000202977436363656,0,0,0,0,0,0,0,0.205264914073445,0,0,0,0,0,0,0,-0.0930741634079227,0,0,0,0,0,0,0,-0.0322891006058311,0,0,0,0,0,0.053816911457882,0,0,0.00741925777601124,0,0,0,0,0,0,0,0,-0.0200499333503287,0,0,0,-0.11321593905865,0.0162602390164291,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.169458296582071,0,0,0,0,0,0,0,0,0,0.202578644087742,0,-0.666494059213718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140500747605335,0,0,0.212412515731219,-0.0546239505021536,0,0,0,0,0.0328070993375096,0,0.116728270856555,-0.0348682032301739,0.00553397093189456,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0285872371590799,0,0,0,0,0,0,0,0,0.130821011189651,0,0.425270981170828,0,0,0,0,0,0,0,0.0528504511337762,0,-0.0123654053292249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112822810632671,0.0736008370657393,0,0,-0.0127351777870702,6.39362265251956e-05,0,0,0,0,0,0
X000063.SZ,0.0900412377074167,0,0,0.211862378958438,0,0,0,0,0,0,0,0,-0.0102216392327326,0,0,0,0,0,0,0,0,0,-0.0994940003741044,0,0,0,0,0,0,0,0,0.0738265331881409,0,0,0,0.16724054914737,0.136736595504571,0,0.0896213539460841,0,0,0,0,0,0,-0.0588197766654852,0,0.0138168967310536,0,0,0.00681238858044288,0.00361458106893366,0,0,0,0,0,0
