,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X002371.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X000596.SZ,X002129.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X600089.SH,X002236.SZ,X002179.SZ,X000100.SZ,X600372.SH,X002241.SZ,X000661.SZ,X000977.SZ,X600584.SH,X600702.SH,X002180.SZ,X601877.SH,X000157.SZ,X600522.SH,X300142.SZ,X600460.SH,X600741.SH,X002074.SZ,X002463.SZ,X600183.SH,X000733.SZ,X300003.SZ,X000066.SZ,X002007.SZ,X600487.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.168468181170421,0,0,0,0,0,0,0,0,0.0250220443866086,0,0,0,0,0,0,0,0.00189443509166228,0.0492485267258566,0,0,0,0,0,0,0,0,0,-0.01624110247261,0,-0.00931589956304959,0,0.216745308667116,0,0,0,0,0,0,0,0.209900109993241,0,0,0,0,-0.0289061059245989,0,0,0,0,-0.0238296142725442,0.0154874835220827,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0221040159728277,0.380794455545415,0,0.0323837784337364,0,0,0,0,0,0,0,0.0235205616874713,0,0,0.107901874505133,0,0,0,0,0.0541463406511691,0,0,0,-0.0635841014653629,0,0,0,0.0279207847879389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200507836453756,-0.0195944652694376,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.198551021891389,0,-0.00389818290824841,0.0289919358724649,0,0.0482098892720731,0,8.67361737988404e-19,0,0,0,0,0,0.0160869309471653,0,0.0503303667139714,0,0,0,0,0,0.126477463132782,0,0,0,0,0,0.087776841132179,0,0,0,0.180377913263087,0,0,0,0,0,0,-0.159642162635658,0,0,0,0,0,0,0,0,0,-0.0121372165187642,0,0,0,0,0,0
X000568.SZ,0.0575290174117391,0.41291745043837,0.125595161220806,0,0,0,0,0.199662345824214,0,0,0.0910556706180703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877610846994366,0,0,0,-0.014140726582795,0,0,-0.184530606308565,0,0,0,0,0,0,0,0,0,0.0245854225411766,0.062882385068588,-0.0341025403776136,0,0,0,0,0,0,-0.013159469806817,0,0,0,0,0,0,0
X600276.SH,0,0.0936253670783078,0,0,0,0,0,0,0,-0.022728308784975,0,0,0,0,0,0,0,0,0,0,0.124044506590548,0,0,0,0,0.0334865427039148,0,0,0,0,0,0,0.116280026181493,0.109540038149925,0,0,0,0,0,0,0,0,0,0,0,0.148108534077204,0.0233670886792755,0,0,0.0989413357910024,0,-0.0116707044899682,0,0,0,0,0,0,0
X600809.SH,0,0.163709828416599,0,0,0,0,0,0.0960793601862461,0.0640822179967014,0,-0.0629401825836799,0,0,0,0,0,0,0.1385814608872,0,0,0,0,0.0841563824087651,0,0,0.0476005289933699,-0.17350567031718,0,0,0,0.0831051454826766,-0.0286133776790188,0.050555272643114,0,0.159592920537186,0,0,0,0,0,0,0,0,0,-0.0437944301066732,0,0,-0.0579997986786956,0,0,0,-0.00666036522399994,-0.0280046253473579,0,0,0,0,0,0
X000651.SZ,0,0.0496017083230824,0,0,0,0,0,0,0.1199108172793,0,0,0.0142556741696949,0,0,0,0,0,0,0,0,0.21408119269537,0,0,0.0158010865472762,0,0,0,0,0,-0.00444969714146484,0,0,0,0,0,0,0,0,0,0.0838515977661076,0,0,0,0,0,-0.0277903773941119,0,0,0,0,-0.0177325593091866,0,-0.0491121467206376,0,0,0,0,0,0
X002304.SZ,0,0.385289665126223,0,0.276629318271718,0.121864517509417,0,0,0,0.00255149214097189,0,-0.0138185215196897,-0.0656147852342395,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100299234409939,0,0,-0.0943380555165534,0,0.0149967450099753,0.0720148630144457,0.0926757111474475,0,-0.031105829213348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0795606772740155,0,-0.0241027768467944,0.0102733539841523,0,0,0,0,0,0
X600690.SH,0,0,0,0.111828671254073,0,0,0.262310465079361,0.0376809224975874,0,0,0,0,0.00277035188243806,0,0,0,0,-0.0750559955554371,0,0,0,0,0,0,0,-0.255638709513718,0,0,0,0,0,0,0.15181241577885,0,-0.0154350934875996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357588739622799,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0536735636588552,0,0,0,0,0,0,0,0.00240401343591268,0,0,0,0,0,0,0,0,0,0,0,0.0647074365559115,0.241537442519296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392048906188027,0,0,0.142682788456728,0,0,0,0,0,0,0,0,0.00586745154952188,0.0468789055668921,0,0,0,0,0,0
