,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X600031.SH,X000596.SZ,X000625.SZ,X002129.SZ,X003816.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X002241.SZ,X601877.SH,X300142.SZ,X600702.SH,X000733.SZ,X002074.SZ,X600741.SH,X600522.SH,X000157.SZ,X600460.SH,X600584.SH,X000799.SZ,X600884.SH,X300003.SZ,X002007.SZ,X002294.SZ,X600563.SH,X600779.SH,X000066.SZ,X300146.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.193402130320112,0,0,0.026751537408928,0,0,0,0,0,0,0,0,0.110646035371883,0,0,0,0,0,0,0,0,0.00443924487605034,0,0,0,0,0.0726526278809754,0,0,0.0451795671711027,0,0,0,-0.00603982526568126,0,0,0,0,0,0,0.000519124280002087,0,0,0.214858269535835,0,0,0,0,-0.00167623992262265,0.0191240439524478,0,0,0,0,0,0
X000858.SZ,0,0,0.0581896736413466,0.449730640366706,0,0,0.187015545491164,0,0,0,0,0,0,0,0.0344073658604421,0,0.0519155996211955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953803619271162,0,0,0,0,0,-0.0161943553409911,0.00971844204946425,0,0,0,0,0,0
X600809.SH,0,0,0,0.600153610240097,0,0,0,0,0,0,0.0255143823783156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373389323131913,0.0587610169296854,0,-0.15746822400607,0,0,-0.0176310839074994,0,-0.0507483109631433,0,0,0,0,0,0,0,0,-0.0064533753108311,0,0,0,-0.00210110068142654,0,-0.0912244964710754,0,0,0,0,0
X000568.SZ,0.113645465411075,0.355716542037191,0.62500709012333,0,0,0,0.0214468581180551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276231405325738,0,0,-0.00338390502801289,0.0393093860688943,0,0,0,0,0,0.00485822680851325,0,0,0,0,0,0,-0.0759230404809077,0,0,0,0,0,0,0,-0.0227182700280803,0.011420769036006,0,0,0,0,0,0
X002415.SZ,0.0432806934900435,0,0,0,0,0.158165777920491,0,0,0,0,0,0.072327381279205,0,0,0,0,0,0,0,0,0,0,0,0,0.177888553420792,0,0,0,0,0.0191706164625369,0,0.0275853151502804,0,0,0,0,-0.0279089568809408,0,0,0,0.0566697331237916,0,0,8.67361737988404e-19,0,0,0,0,0.0435627035793308,0.0845007598655945,0,-0.0246193222641131,-0.00875688626084029,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223707048753028,0,0,0.031342871631212,-0.240129757148293,0,0,0,0,0.2620298863537,-0.00454030444532185,0,0,0,0.00790283524995511,0,0,0,0.0246273373194986,0.0233605082034473,0,0,0,0,0,-0.0231090632874314,0.0127660569004695,0,0,0,0,0,0
X002304.SZ,0,0.306900933387629,0,0.333436299364143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558547092130909,0.0507157588413241,0,0,0,0,0,0,0,-0.0338062094642105,0,0,0,0,0,0,-0.0390063147305082,0,0,0,0,0,0,0,0,0,0,0,0.0893252276574369,0,0,0,-0.00619709899800829,0,0,0,0,0,0
X600690.SH,0,0.0511551907297508,0.0237939403200529,0,0,0,0.0288251568510563,0,0,0,0,0,0,0,0.262730330188101,0.00784058603142328,0,0,0,0.0904328394144948,0,0,0,0,0,0,0,0,0.0943305213675772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.0710660435004551,0.0154350167492548,0,0,0,-0.00256399195817415,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.142748325882921,0.0466053166182577,0,0,0,0,0,0,0,0,0.128303621304018,0,0,0,0,0,0,0,0,0.238841794745003,0.0176756845115544,0.145826315358832,0,0,0,0,0.102472307804491,0,0,0,0,0,0,0.0132437369649861,0,0.275284140188772,0,0,0,0,0.0946017338200481,0.0333883485369811,-0.0368295254816597,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.0120542523526867,0,0,0,0,0,0.164398892085622,0,0,0,0,0,0,0,0,0,0,0,0.170201139500615,0,0,0,0,0,0.0839468891847901,0,0,0,0,0,0,0,0,0,0,0.00593569072377293,0,-0.0840546264228092,0,-0.0674109672803588,0,0,0,-0.00457467779925506,0.00919114253813671,0,0,0,0,0,0
