,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X300014.SZ,X600104.SH,X300124.SZ,X002129.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000625.SZ,X002049.SZ,X600031.SH,X002371.SZ,X000063.SZ,X002179.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600522.SH,X600703.SH,X000661.SZ,X002180.SZ,X300142.SZ,X601877.SH,X002074.SZ,X000733.SZ,X000100.SZ,X600741.SH,X000157.SZ,X600884.SH,X601799.SH,X600487.SH,X600702.SH,X600460.SH,X300003.SZ,X000799.SZ,X002414.SZ,X600584.SH,X600563.SH,X002236.SZ,X600372.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.306740241438941,0.227753242091379,0.0813618131122668,0,0,0,0,0,0,0.0273551202715477,0,0,0.0022309363489029,0,0,0,0,0,0,0.0281084473115331,0,0,0,0,0,0,0,0,-0.0951991442352931,0,0,0,-0.0602687750004722,0,0,0,0,0,0,0,0,-0.0735339341376212,0,0,0,0,0,0,0,0,-0.0150412016535097,0.0054105131005969,0,0,0,0,0,0
X000858.SZ,0.137463645328825,0,0.0109254942939877,0.170101160331063,0.0344639912200647,0.089459549123667,0.130625411621291,0.119784280685996,0,8.67361737988404e-19,0,0,0,0,0,0,0.0515954749984997,0,0.0733447188766065,0,0.0856473486809206,0,0,0,0,0,0,0,0,0.0050502035418553,0,0,0,0,0,0,0,0,0,0.030898605829513,0.173025778128634,0,0,0,-0.0998423795527731,0,-0.0391272355880294,0,0,0,0,0.00011263737103462,0.00519757281570508,0,0,0,0,0,0
X600809.SH,0,0,0,0.632153234853152,0.00840665895113917,0.0104286345665816,0,0,0.00498850298186145,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.00142253902830554,0,0,0,-0.0181648530750489,0,0,0,0.101821846490918,0,0,0,0,0,0,0,0,-0.100027037739851,-0.0940837564284044,0,0.036032538631168,0,0,0,0,0,0,0,0,0,0,0,-0.000862871392090349,0,0,0,0,0,0
X000568.SZ,0,0.0966528959602432,0.42435912665256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740383645470795,0,0,0,0.0669395216583727,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0781376775566565,0,0,0,0,0,0.152031773938885,0,0,0,0,0,0,0.205701992579469,0,0,0,-0.0708399074170124,0.0357321983472902,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0833421245788386,0,0,0,0,-0.151434915124416,0,0,0,0,0,0.0351065810514062,0,0,0,0,0,0,-0.14147631945009,0,0,0,0.0276177174170346,0,0,0,0,0,0,0.297124181558163,0,0,0,0,0,0,0,0.297822176423795,0,0.177000493865877,0,0,0,0,0.00443816100591344,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964626972235402,0,0,0,0,-0.0904782284869768,0,0,0,0.277808587423991,-0.0627888062274389,0,0,0,0,0,0.127172861970705,0,0,0,0,0,0,0,0,0,0,-0.0946708806229098,0,0,0.149165099502768,0,0,0,-0.0614323102139741,0,0,0,0,0.0161911012796511,-0.0403116101269821,0,0,0,0,0,0
X600690.SH,0.174314316199257,0,0,0.205035192814229,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270952717035803,0,0,0,0,0,0.0140551585328664,0,0,0,0,0,-0.00706626762785813,0,-0.061298921468399,0,0,0.0863909503092847,0,0,0,0,0,0,0,0,0.0977385837359201,0,0,0,0,0,0,0,0,-0.0290215078814049,0,0,0,0,0,0
X002304.SZ,0,0.254300946283005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040714936326691,0,0,0,0,0,-0.0227405203330185,0,0.0962996214161353,0,0,0,0.163070238253066,0,0,0,0,0,0,-0.0208485368471252,0.114229965562492,0,0,0,-0.177003947096674,0,0,0,0,0,0,0.0171429943577837,0.00562807643789138,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0712971170602656,0,0.359835587859098,0,0,0,0,0,0,0,0,0,0,0,-0.0146880892369663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044785162652917,0,0.00544191447977272,0.201410179930743,0,0,0,0,0.013218441247772,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.39602292504138,0,0,0,0,0,0,0,0,0,-0.011592408887169,0,0,0.131723040474608,0,0,0,0,0,0.0316113261134406,0,0.0572212569859726,0,0,0.0729011358949488,0,0,0,0,0,0,0,0,0,0,0,0.0849203726078456,0.0661257906404065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242421321970919,0,0,0,0,-0.0656783933612141,0,0,0,0,0,0.0465847112430725,0,0,0.016068214205188,0.480667523803471,-0.187852838690703,0,0,0,0.0235020051259623,0,0,0,0,0,0,0.2273931137765,0,0.0116603276668773,0,0,0,0,0,-0.0462221229780892,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0258151180764472,0,0,0,0,0,0.0335250937237653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289085232568235,0.0828415215027869,0,-0.00191409225222314,3.46944695195361e-18,0,0.129202522124431,0.333392894088079,0,0,-0.0580320552922681,0,0,0,0,0,0,0.0283454921039028,0,0,0,0,0,0,-0.00238793409955965,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,-0.256773360019053,0,0.0739947323722622,0,0.013949586536257,0,0,0,0,0,0,0,0,0,-0.117420112706271,0,0,0.185781503085551,0,0,0,0,0,0,-0.0586117512234743,0,0.209000259714591,0,0,0,0,0,0,-0.0581519153413,0,0,0,0,0,0,0,0,0.248544309851669,-0.0955415418860892,0,0,0.0265273940520112,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.095473886004997,0,0,0,0,0,0,0,0,-0.00279593326004591,0.0132062227606226,0,0,0,0,0,0,0,0.0143752829204643,0,0,0,0.20490939368268,0,0,0,0,0,0,0.094578309045999,0,0,0.161103697222749,0,0.0597549597528489,0,0.304303569124669,0,0,0,0,0,-0.0447077675966013,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0705067988446852,0,0,0.0896998085585108,-0.0729257727238305,0,0,0,0,0,0,0,0.0176264538510706,-0.0802862917339662,0,0,-0.00779653910445812,0,0,0,0,0,-0.0249777769780632,0,0.0259255247582836,0,0,0,0,0,-0.0116140884465145,0,0,0.104414481820856,0,0.0780636170789621,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0657217506893118,0,0,0,0,0,0,0,0,0,0,0,0,0.00235401717652432,0,0,0,0.2203719572994,0,-8.67361737988404e-19,0,-0.0416241446688242,0,0.0281519837774138,0,0,0.314833207564087,0,0,0,-0.0910941716142139,-0.00301660388133361,0,0,0,0.00506427561459488,0,0,0,0,0,0,0,0,0.0038770642735497,0,0,0,0,0,0
X000596.SZ,0,0.295734034259759,0,0.00315381453429014,0,0,0,0.0513202488063712,-0.112287105914627,0,0,0,0,0,0,0,0,0,0.0915478187465856,0,0,0,0.0926760471542699,0,0,0,0,0,-0.0316965487113213,5.42101086242752e-20,-0.073425135096592,0,0,0,0,0,0,0,-0.0848442963085893,0,0.339992129478516,0,0,0,0,0,0,0,0,0,0,0,-0.0528745812339458,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.270448665324289,0,0.177921380641634,0,0,0,0,0,0,0,-0.030032229879631,0,-0.0612266080647815,0,0,0.00893233624347876,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.00269802375198785,0,0.147937513192752,0.0709647102406881,0,0,0.182855491948101,0,0,0,0.164091893471074,0,0,0,0,0,-0.0116779664576686,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139721547763882,0,0,0.0500310395559235,0,0,0.164473704828141,0,0,0,0,0,0,0,0,0,0.157296661496536,0,0,0,0,0,-0.0237780214780027,0,0.0901451271012827,0.0498927608534452,0,0,0.208239691438573,0,0.171554716279872,0,0,0,-0.149252076217375,0.0949143579266012,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0585246568847949,0,0,0,0,0,0,0,0,0,0.0281854610937474,-0.0955236393560914,0.0950011719149883,0,0,0.164214786769869,0,0,0,0,0,0.0150589693948105,0,0,0,0,0,0,0.490149182050362,0,0,0,-0.0329270038177845,0.0610214978249601,0,0,0.0469593086064659,0,0,0,0,0,0,0,0,0.012171589445462,-0.0392903659028567,0,0,0,0,0,0
X002371.SZ,0,0,0,-0.28352487893638,0,0,0,0,0.643154703676086,0,0,0,0,0,0,0,0.327150694954051,0,0,0,0,0,-0.432779974752097,0,0,0,0,0.249782816540843,0,0,0.0787882844932542,0,0,0.166786670407896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331908646466253,0,0,0,-0.30614985957741,0.0318882002531713,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0544283333285075,0,0,0,0,-0.0533951348512158,0,0,0,0,0,0,0,0,0.0994326925573455,0,0,0,0,0,0,0,0.154461007608766,0,0.0218650775102676,0,0,-0.04613539471592,0,0,0,0,0,0,-0.0711983131664209,0,0,0,0,0,0.227233834202783,0,0.117953449694899,0,0,0,0,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959274396075391,0,0.275245278743322,0,0,0,0,0.0608772022514276,0,0,0.026616483357297,0,-0.0090625406159092,0,0,0,0,0.166777516734205,0,0,0,0.135568696941522,0,0,0,0,0,0,0,-0.0741625928918985,0.0832134430810043,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.420744317882618,0,0,0,0.292512476286131,0,0,0,0,0,0,0,0.105333260017293,0,0,0,0.22466649635465,0,0,0.0268276051806973,0,1.0842021724855e-19,0.126369911107748,0,-0.0209210272965526,0,0,0,0,-0.0815113262857505,0,-0.179144561366335,0,0,0,0,0,0,0.0496476436860792,0,0,0,0.0877550786035983,0,0.0443437232627573,0,0,0,0,0,0
