,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X600271.SH,X600031.SH,X000100.SZ,X600118.SH,X002241.SZ,X600177.SH,X002292.SZ,X000338.SZ,X600372.SH,X002475.SZ,X002007.SZ,X002456.SZ,X000559.SZ,X000157.SZ,X002074.SZ,X300003.SZ,X600522.SH,X002506.SZ,X002180.SZ,X600867.SH,X002426.SZ,X002294.SZ,X300124.SZ,X002085.SZ,X600089.SH,X002508.SZ,X601877.SH,X000869.SZ,X000981.SZ,X600498.SH,X000050.SZ,X002465.SZ,X002249.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.491141021622594,0,0,0,0,0,0,0.0531338309413463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125884554473012,0,0,0,0,0,-0.0760889499229121,0,0.0670964258265673,0.203061639597921,0,0,0,0,0,0,0,0,0,0,0,4.68738938000704e-06,0,0,0,0,0,0,0
X600104.SH,0.193308623691455,0,0,0,0,0,0,0.335263280425799,0.0105737138014291,0,0.119183273725319,0,0,0,0,0,0,0,0,0,0.0235782488852067,-0.0246374622376885,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250941759037077,0,0,0,0,0,0.00686861766805884,0,0,0,0,0,0,0,0,0.0434496283775928,0,0,0,0,0,0,0
X002415.SZ,0.0554830665124978,0,0,0,0,0,0,0,0.0556494384269082,0,0,0,0,0,0.0247336360016816,0,0,0,0,0,0,0,0,0,0.105261495183879,0.126124373414479,0,0,0,0,0,0,0,0,0,0,0,0,0.0262050359070563,0,0.0782522805275115,0,0.123067878636996,0,0.121678240843595,0,0,0,0,0,0.0300274386677986,0,0,0,0,0,0,0
X000858.SZ,0.137135594697367,0,0,0,0.189460732245705,0.101869097164114,0,0,0.194017612343655,0,0.0660347834290662,0,0.0241460704517535,0,0.370096278198004,0,0,0,0,0,0,0,0,-0.00282044158695752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00351649594244158,0,0,0,0,0,0,0.0144661817745052,0,0,0,0,0
X002304.SZ,0,0,0,0.764734483962698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504866399109627,0,0,0,0,0,0,0,0,0.0163377023753857,-3.46944695195361e-18,0,0,0,0,0,0,0,0.036040282057611,0,0,0,0,0,0,0,0,0.0101571341774411,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0511801122746634,0,0,0,0,0.0771985263390332,0,0,0,0.163664813032109,0.0546164798683241,0.0404070817289955,0,0,0,0,0.0475062335100922,0,0,0,0,0,0,0,0,0,0.0595058929271797,0,0,0,-0.0163432940332393,0,0.015243930885898,0,0,0,0,0,0,0,-0.0459070901423136,0,-0.042433800789342,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0446367792576583,0,0,0.0825736859141375,0,0,0,0,0,0.150029705483483,0,0,0,0,0.0368119068071134,0,0,0,0,0,0,0,0,0,-0.00661180243744373,0.00812737130537508,0,0,0,0,0,0,0,0,0,0,0,0.158979209344546,0,0,0.0504329593744446,0,-0.0108896901573474,0,0,0,0,0,0,0
X000625.SZ,0,0.442502240358118,0,0,0,0,0,0,0,0,0,0,0.120709691963418,0.0432806563721405,0,0.092997788311409,0,0,0,0,0,0,0,0,-0.0423940991365441,0,0,0,0,0,0,0.00220685771741689,0.0613749660641924,0.0112359526857739,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.0352334160982791,0,0,-0.0224711538540675,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.157302710255243,0,0,0,0,0,0.0555252669776238,-8.67361737988404e-19,0,0.00513815910684302,0,0.0046169791596156,0,0,0,0,0,0,0,0,0,0,0.130867273685012,0,0.0710986778104086,0,0,0.0594581472959336,0.0426927221588138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015695246727291,0,0,0,0,0.0215954561268819,0.00721281995127885,0,0,0,0,0,0
X000063.SZ,0.032577330021289,0,0,0.0792164102536489,0,0,0,0.034936415964997,0.0407129348708164,0,0,0,0,0,0,0,0,0,0,0.0472015871323997,0,0,0,0,0,0,0.10383860252727,0,0,0,0,0.00978858424182229,0,0.0552617072092658,0,0,0,0,0,0,0.0473084608167376,0.0312697047474631,0.00670777074969934,0.099143134563362,0.127406989206189,0.0327292202108808,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.560608529951696,0,0.108015503371249,0.071546367781928,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073879988512653,0,0,0,0,0,0,-0.0470243456783313,0.150594962974202,0.0621554220895468,0,0.0543502842071619,0,0,0,0.0525186199001591,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.132115828600503,0,0,0,0.0269160306043735,0.09231250946648,0,-0.00704718425100979,0,0,0,0,-0.0552703592046633,0,0
X600703.SH,-0.0362707614489546,0,0,0,0,0,0.380691752078639,0,0,0,0,0,0,0,0,0,0,0,0,0.0752966381627022,0.176229620897228,0,0,0.0844813452518904,0,-0.00846243161385525,0,0,0,0,-0.252333802643695,0,0.0172956734619251,0.0312635449488425,0,0,-0.0193306779517239,0,0,0,0,0.00617544767115998,0,0,0,0.0747324147878676,0,0,-0.0164721802702584,0,0,0.0575924893857695,0,0,0,0,0,0
X600066.SH,0,0,0.10821075055328,0,0,0,0,0.235726893400776,0,0,0,0,0,0,0.037828345553037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767813549459778,-0.0291651411274401,0.055639881042323,0,0,0,0,0,0,0.0568678312628513,0,0,-0.287045028393309,0,0.103288907602342,0,0,0,0,-0.0185625572064404,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420210169728067,0,0.143027259723756,0,0.056847478935405,0,0.0204784227351839,0.0915450215617317,0,0,0.0571238072681796,0,0.0453722434051976,-0.0636110951178249,0.0699537404912119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105435469929383,0,0,0.0525001626160087,0,0,0,0,0,0
X000568.SZ,0,0,0,0.378070522538736,0.140034825704338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233692771395668,0,0,0,0,-2.16840434497101e-19,0,0,0.0243844267005182,0,0,0,0.0313501724089531,0,0.0517241382820128,0,0.0452510670914008,0,0,0,0,0,0,0,0,0,0,0.0231729695049345,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0.0927233280406822,0,0,0,0,0,0,0.360997845051676,0,0,0,0,0.119096519224917,0,0,0,0,0,-0.111238077204759,0,0.0666677302555394,0,0.0349967696945741,0,0,0,-0.0443048756648297,0,0,0,-0.0373929373296354,0,0.0823399423108514,0,0.161265455333805,0,0.0874202237988728,0,0,-0.0523599130586056,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738281454433456,0.0253652264007891,0,0,0,0,0,0,0,3.46944695195361e-18,0,1.35429016302913e-05,0,0,0,0,0,0,0,0,0,0,0,0.176177999003099,0,0.0473625653378541,0,0.0281430399478949,0,0,0.0534209799959787,0,-0.00358058307820089,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.120438338813461,0,0.178576766250897,0,0,0,0,0,0,0.033798009914401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300763752117188,-0.00656357463688677,0,0,0,0,0,0,0,0,0,0,0.0265583856652592,0,0.10890349858868,0,0.0376658901529892,0.0167308327471642,0,-0.00243692925259904,0,0,0,0,0,0,0
X600118.SH,0,0,0,0.116944065757292,0,0,0,0,0,0,0,-0.0707166403366387,0,0,8.67361737988404e-19,0.14459986782827,0,0,0,0,0,0,0,0.19827952087545,0,0,0,0,0,0,0,0,0.0547077505101885,0,0,0,0,0.0733123433500706,0,0,0,0.00915076727158065,0,0,0,0.0973457501844045,0,0.0194321149981776,0.030806549228032,0,0.011775387550187,0.0391297774774085,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.359553344929469,0,0,0,0.10369442768247,0,0,0,0,0,0.119063956237809,0,0.0233843487579951,0,0,0,0.130321097271789,0,0,0,0,0,0,0,0.105649604414323,0,0,0,0,0,0,0,0.0350854554737815,0,0.0370854467548556,0,0,0,0,-0.0117032228052467,0,0,0,0,0,0,0
X600177.SH,0.10636596109682,0,0,3.46944695195361e-18,0,0,0,0,0.172999163188969,0,0.182728699954173,0,0,0,0.0190766621030274,0,0,0,0,0,0,0,0,0,0,0.0274372676181673,0,0.0421003059232809,0,-0.097201619075617,0,0.0877930836080332,0,0,0,0,0,0,0,0,0,0,0.0948707532760013,0.000606243707618214,0,0.101649102422575,0,-0.0433929344744175,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312310767719022,0,0,0,0,0.0911770737025294,0,0,0.207468987741712,0,0,0,0,0.124218733417213,0,0.0460901005459807,0,0,0,0,0.0235921036812388,0,0,0.023135964241961,0,0.0898438552338772,0,0.309448916746981,0,0.124871690883288,0,0,0,0.147892521509391,0,0,0,0,0,0
X000338.SZ,0.005601469572773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449388653243259,0.0525974691188813,0,0,0,-0.0602975635756976,0,0,0,0,0,0,0.00445393155404066,0,0,0,0,0,-0.0665000362387926,0.0630799161100036,0,0,0,0,0,0,0,0,0,0.143502044514972,0.0448627265367806,0,0,-0.00930514334737201,0,0,0.0151874987278984,0.0186169793579541,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,-0.0415277267702989,0,0,0,0,0.177654802583607,0,0,0,0,0.599892354497623,0.0749110388960534,0,0,0,0,0,0,0.000315071485829673,0,0,0,0,-1.0842021724855e-19,0,-0.0193012853140692,0,0.0238336366556056,0,0,0,0,0,0,0,-0.0417541953897712,0,0.0639271364936635,0,0,0,0,0.014391951003996,0,0,0,0,0,0,0
