,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X600741.SH,X000100.SZ,X600031.SH,X600066.SH,X600118.SH,X002506.SZ,X002236.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X600372.SH,X000568.SZ,X600177.SH,X002085.SZ,X300003.SZ,X000338.SZ,X002074.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002465.SZ,X600867.SH,X002456.SZ,X601877.SH,X000050.SZ,X002049.SZ,X600498.SH,X002426.SZ,X002007.SZ,X000977.SZ,X000869.SZ,X002180.SZ,X300001.SZ,X000981.SZ,X002512.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0202879389932172,0.116016200465579,0,0,0.348471891241051,0,0,0,0,-0.0420561096762746,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0654545269007404,0,0,0,0,0,-0.0390704554149498,0,0,0,0,0,-0.0262435757814753,0,0,0,0,0,0.0127301857261234,0,0,0,0,0,0,0,0,0,0,0.055821475006923,0,0,0,0,0,0
X600104.SH,0,0,0.126607401224556,0,0,0,0,0,0.0675124439215292,0,0,0,0,0.200826881444704,0,0,0,0,0,0,0,0,0,0,0,0,0.0653588385078129,0.00103078659359484,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.149562332487128,0.012889936690784,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177756617782335,0,0,0,1.73472347597681e-18,0,0,0.00952033373503022,0,0,0,0,0,0,0,0,0.192354747572017,0,0,0,0,0.079296821370273,0,0,0.116336826324101,0,0,0,0,0.0875108238645186,0,0,0,0,0,0,0.0451118995688064,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.169700365016808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078009773344027,0,0,0,0,0.0471565307173972,1.73472347597681e-18,0,-4.33680868994202e-19,0,0,0,0,0.0551465811321607,0,0.285998464722305,0.0976918442533371,0,0.054958910505569,0,0.0194242516974119,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.159659903188663,0,0,0.167026978081669,0,0.0141458048355673,0,0,0,0,0,0,0,0.0387377252548699,0,0,2.77555756156289e-17,0,-0.0302243416931947,0,0.36116918257512,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,-6.93889390390723e-18,0.0910637941859725,0,0,0,0,0.0691900023234057,0,0,0,0,0.0221104103528707,-0.0142454392049774,0,0,0,0,0,0
X002304.SZ,0,0.137584184112941,0,0,0,0,0,0,0,0.0565152343901076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964174380508954,0,0.152772489206139,0,0,0,0,0,0,0,0.0505361999131457,0,0,0,0,0,0,0,0,0.0895136794914138,0.0387344019074866,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0136677772242326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255702711570765,0,0,0,0.0574681199979828,0,0,0,0,0,0,0,0,0,0.0573891923615888,0,0,0,0,0,0,0,0,0,-0.00919451164976686,0,0,0,0,0,0,0
X000725.SZ,0,0,0.030112121495559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544818610317748,0.0648258154825933,0,0.157029377375849,0,0,0,0,0.030371492234572,0,0,0,0.0548386369603424,0,0,0.304763356111391,0,0,0.0531846392201175,-3.46944695195361e-18,0.0176207618901994,0,0,0,0,0,0,0,0,0,0,0,0.00543550664969293,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.198776124245091,0,0,0,0,0,0.0442724649575466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100957206492518,0,0,0,0,0,0,0,0,0,0.0163278831067115,0,0.106535204644109,0,0,0,0.17781852850527,0,0,0,0.0678297440641298,0,0.104635141600604,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0778976402488921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412663286369478,0.0147476907777164,0,0.0535988543762958,0,0,0,0,0,0.0279878976056593,0.0770034785320532,0,0,0,0,0,0.0600964658708038,0,0,0.0825475374546855,0.0438948405987802,0,0,0,-0.0130560614849664,0,0,0,0,0,0,0
