,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X600031.SH,X600703.SH,X002475.SZ,X000063.SZ,X000568.SZ,X600741.SH,X000338.SZ,X300003.SZ,X600271.SH,X002236.SZ,X601877.SH,X002008.SZ,X300124.SZ,X600487.SH,X002456.SZ,X600809.SH,X600867.SH,X000100.SZ,X000596.SZ,X600498.SH,X600066.SH,X000625.SZ,X000661.SZ,X600566.SH,X000977.SZ,X300136.SZ,X002294.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X002180.SZ,X002007.SZ,X000981.SZ,X300146.SZ,X600522.SH,X002049.SZ,X002241.SZ,X000050.SZ,X000869.SZ,X600177.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.392183005946759,0,0,0,0,0,0,0.00748846782737095,0,0,0,0,0.0682063564503562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296077876966821,0,0,0.0276583759490673,0,0,0,0,0,0,0,0,0.0145108575375072,0,0.0752128455974291,0,0,0,0,0,0.00403562662899675,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0523396669496611,0,0,0,0,0.100101609573514,0,0.0276099333673467,0,0.0952178487809385,0.341375348752375,0,0,0,0,0,0.0289795038882783,0,-0.101045456403072,0,0,0.0238946259878029,0,0,0,0,0,0,0,0,0,0,0,-0.126322575567693,0,0,0,0,0,0,0,0,0,0,0,0,0.0178327019855907,0.0252044207954407,0.0560946934403185,0,-1.73472347597681e-18,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.193351014035728,0,0,0,0,-0.113360459055825,0,0,0,0,0,0.274040711647645,0,0.0401699562372828,0,0,0,0,0,0,0.0613143865277819,0.174600191891624,0,0,0,0,0.0132427187986436,0,0,0,0,0,0,-0.0110698552450465,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0168032833358674,0.0289295144637426,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517860550654451,0,0.246591844562104,0,0,0.0516858602712168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253122999072211,0.086067571930772,0,0,0.413012025533088,0,0,0.0865122319681071,0,0.0273072755089561,0,0.0561788583494119,0,0,0,0,0,0,0,0.186206891620783,0.0113866528714248,0.00566837094164039,0,0,0,0,0,0
X000858.SZ,0.21534126521571,0.116347525749459,0,0,0,0,0.390404673924518,0,0.0169775123772165,0,0,0,-0.0593532025846416,0,0,0,0,0,0.08841569017276,0.0411254859821772,0.0839479062730634,0,0,0,0,0,0,0.1174483587035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119087086812874,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.101734214295723,0,0,0,0.0111473985827672,0,0,0.122463738260207,0,0,0.0317055737410862,0,0.171748808972836,0,0,0,0,0,0,0.0547354212132755,0,0.0497062698563903,0,0,0,0,0,0,0,0,0,0,-0.0399441584986479,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0160321388547003,0.0223914806277605,0,0,0,0,0,0
X002304.SZ,0,0,0,0.00849309497685718,0.379632253879806,0,0,0,0,0,0,0,-0.0839573372901425,0.251047347907966,0,0,0,0.153972511073626,0,0,0,0,0,0,0.241226664777082,0,0,0,-0.0467039855522867,0,0,0,0,0,0,0.24044980760605,0,-0.0951945734098185,0,0,0,0.055112272891683,-0.121238992383065,0,0,0,0,0,0,0,0,0.00959573798905752,0.00768843394618581,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324707809308097,0,0.0615044599403224,0,0,0,0,0,0,0,0.323503998893565,0,0,0,0,0,0,0.115377386794793,0,0,0,0.0439416061400551,0,0,0,0.123710692498028,-0.119828395309342,0.226596973407908,0.0174379800939932,0,0,0,0,0,0,0,-0.00725380087418483,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.220559562507558,0.48192010754045,0,0,0,0,0,0.0576434205897947,-0.0739239865491607,0,0,0,0,0,0.0902824133866536,0,0,0,0,0.0627262125816729,0,0.108314688036632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204582100475943,0.0317313210513739,0,0,0,0,0,0
X600031.SH,0,0,0.132925084570075,0,0,0,-0.0780162368904297,0,0,0,0.0262904743672375,0,0,0,0,0.292659969925177,0,0,0.110876922072314,0,0.00440520056608562,0,0.0842323156126356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.263555353905409,0,0,0.0764551859235286,0,0,0,0,0,0,0,0.00795347870722282,0.00827642219535689,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0755023395992188,0.0969407661368395,0,0,0.0613790905194568,0,0,0,0.0475409269312838,0,0,0,0,0,0,0.0514615762202006,0.216421815370254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00363480271901695,0,0,0,0,0,0
X002475.SZ,0,0,0,0.089434941417522,0,0,0,0,0,0.00290701181973689,0.0198367795321093,0,0,0,0.0382172847477965,0,0.219352517201404,0,0,0,0,0,0,0.213851319576628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412430004956688,0,0,0,0,0,0,0.0201245873251442,0.0398883407861647,0,0,0,0,0,0
X000063.SZ,0,0.377490113573588,0,0,0,0,0,0,0,0,0.299588816337875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153873380111971,0,0,0,0,0.176011042778247,0.255803196926193,0,0,0,0,0,0,0,0,0,-0.0123952692715355,0.100393086003771,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.412723280088361,0,0.28266850936334,0,0,0,0.0748055407112448,0,0,0,0,0,0,0,0,-0.0251348351823865,0,0,0,0,0,0,0,0.0721673926176042,0,0,0,0,0,0,0,0,0,0,0,0.153537879793863,0,0,0,0,0,0,0,0,0,0,0,0.02187644763461,0.024405882503454,0,0,0,0,0,0
X600741.SH,0,0.323776858194005,0,0,0,0,0,0,0.117631458404072,0.080647103198422,0,0,-0.00352844114047904,0,0,0,0.142612908282821,0,0,0.0559413155828385,0.0122215340227803,0,0,0,0,0,0,0,-0.0826576335080506,0,0,0,0,0,0,0,0,0,0,-0.0225451959839941,0,0,-0.0624307483965365,0,0.150685103377143,0,0,0,0,0,0,0.0122033523463312,0.00557272801207641,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156972830228727,0,-0.0529807347227314,0,0,0,0,0.2921282345577,0.0468323188454852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169306950100334,0,0,0,0,2.77555756156289e-17,0.147023608934893,0,0,0,6.93889390390723e-18,0.0302490830060428,0.0356036127884735,0,0,0,0,0,0
X300003.SZ,0,0,0,0.313267203419152,0,0,0.0538176723870966,0.169986428652822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265268934875494,0,0,0,0,0,0.146066867280923,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.20404414984948,0,0,0,0,0,0,-0.014419801195859,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335336612066828,0,0,0.105107636453482,0,0,0,0,0,0.234560955239745,0,0,0,0,0.0351642917509829,-0.0227073606772037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854310534336936,0,0.00229888108709083,-0.00606637321903631,0,0,0,0,0,0
X002236.SZ,0,0,0.790035223829011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251182308161784,0,6.93889390390723e-18,0.0159113977539839,0,0.0791731896106283,0,0,0.161230089487131,0,0,0,0,0,0,-0.0414603185106132,0,0.167672170316471,0,0,0,0,0,0,0,0,0,0,0,-0.00433753493107425,-0.0361638167320526,0.42945764373626,0,0,0,0,0
X601877.SH,-0.150319220148874,0,0,0,0,-0.226293739144923,0.351962363212696,0,0,0,0,0,0,0,0,-0.181656146104112,0,0.205526811609861,0,0,0,0,0,0,0,0,0,0.0349324415352815,0,0,0,0,0,0,0,0,0,0.0562033676106454,-0.134396766584882,0,0,0,-0.0357113568568204,0,0.077576409814601,0,0,0,0,0.798324810109536,0,0.0153634680929795,-0.0192967415199481,0,0,0,0,0,0
X002008.SZ,0,0,0.249176676326952,0,0,0,0,0,0,0,0,0.0558235246506777,0.0938452695227502,0.04370738782107,0,0,0.0612926362261068,0,0.0913165170762313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.00389515132056629,0.00811356057458801,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0221133008033376,0,0,0,0,0,0,0,0,0,0,0.0163985699298336,0,0,0,-0.113181424144852,0,0,0,0,0,0.00601072051879298,0,0,0,0,0,0,0,0,0.0189260880628308,0,0,0,0,0,-0.14528289602569,0,0,0,0,0.0326469093995369,0.32673703027177,0,0,0,0,0.0234237384333405,0.0108391741334167,0.0370468823017467,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141407159377757,0.178827468137337,0,0,0,0,0.219000906577893,0,0,0,0,0.23827459157115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26650303165436,0,0.0727271068282967,0,0,0,0,0,1.73472347597681e-18,-0.0350843564770764,0,0,0,0,0,0
X002456.SZ,-0.0512804246379777,0,0,0,0,0,0,0,0,0,0.0754966722046586,0.545250744983039,0,0,0,0.0566989935547108,0,0.0616890530353951,0,0.0812512550278013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261702112848565,0,0,0,0,0,0.0920538590926494,0,0,0,0,0.069839287854962,0,0.353754494271671,-0.0907114363317239,0,0,-0.0411808130966864,0.00343201576328933,0.0152679642429221,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.027163404883556,0.309123571057087,0,0,0,0,0,0,0.14425105611287,0,0.333419716549929,0,0,0,0,0,0,0,0,0,0,0,0.121083529682688,0,0,0,0,0,0,0,0.11696349143379,0,-4.33680868994202e-19,0,0,0,0,0,0.109466349999136,0,0,0,0,0,0,0,0.0170889985483966,0.0355678857434227,0,0,0,0,0,0
X600867.SH,0,0,0,0.322810004291935,0,0,0,0,0.251104766737908,0,0,0,0,0,0,0,0,0,0.0908887684514681,0,0,0,0,0,0,0,0,0,0,0,0,0.218797136162811,0,0,0,8.67361737988404e-19,0,-0.405290308756392,0,0,0.361526979581423,0,0,0,0,0,0.423587237443841,0,0,0,0,-0.0249461389284812,-0.0203033602454685,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.386861603219565,0,0,0,0,0.0292387383655383,0,0,0,0,0,0.0341206257392743,0,0,0,0.0868827991889665,0.0549355653971403,0,0.00952476237177577,0,0,0,0,0,0,0,0,0,0,0,-0.011458586512229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497967842425505,0.018670057028211,0,0,0,0,0,0
