,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600690.SH,X000338.SZ,X000661.SZ,X600809.SH,X600741.SH,X002241.SZ,X600703.SH,X000596.SZ,X300003.SZ,X600183.SH,X601877.SH,X002007.SZ,X002236.SZ,X000100.SZ,X000157.SZ,X300142.SZ,X000066.SZ,X002179.SZ,X300124.SZ,X300136.SZ,X002008.SZ,X600271.SH,X300014.SZ,X002463.SZ,X000977.SZ,X000625.SZ,X002371.SZ,X600177.SH,X002506.SZ,X002129.SZ,X002456.SZ,X600066.SH,X600867.SH,X002049.SZ,X600498.SH,X002508.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0639143570838074,0,0,0.598656106557918,0,0,0,0,0,0,0,0.020783384203609,0,0.0229482163100727,0,0,0,0,0,0,0,0,-0.00637618993268176,0,0,0,0,0,-0.011727642760514,-0.00931296687076288,0,0,0,0,0,0.0503146207215252,0,0,0,0,0,-0.0184516355468874,0,0,0,0,0,0,0,0.000248712092202411,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0574086552077273,0,0.0611878544479565,0.621573215397136,0,0,0,0,0,0.122705835758692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124999267851788,0,0,0,0.0341033307820205,0,0,0,0,0,0,0,0.0128613134271577,0,0,0,0,-0.00782581897046151,0,0
X600276.SH,0,0,0,0,-0.0114517235748119,0,0,0.0675603358875081,0,0,0.229276302118532,0,0,0,0.0584567362568878,0.148157624359022,0,0.0927817551088312,0,0,0,0.0347203262867028,0,0,0,0,0,0,0.0169127503379303,0.00337345621320932,0,0,0,0.070590481210874,0,-0.0525160872104934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0200053860182249,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0743162455997757,0,0,0,0.361477737380543,0,0,-0.0444581149855696,0,0,0.00648879811820634,0,0.0604277639783826,0,0,0,0,8.67361737988404e-19,0,0.154861983610543,0,0,0,-0.0101794874410814,0,0,0,0,0,0.119216135453604,0.0160948662203897,0,0,0,0,0,0.11183937805681,0,0,-0.0118615544091069,0,0,0,0,0.0253180615415556,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0285041058223007,0,0,0,0,0,0,0,0,0,0,0,0,0.0115737912197133,0,0.525746144783862,0,0,0,0,0,0,0,0,0,0,-0.0225472709825127,0,0,0,0,0,0,0,0,0,0,0,0.0361543743055353,0,0,0,0,0,0,0,-0.0442674554992749,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210943330823442,0,0,0,0,0,0.101588224222767,0,0,0,0,0,0,0,0,0,0.00349454342036693,0,0,0,0,0,0,0,0,0.0118087512611738,0,0,0,0.048104999206075,0,0.0453333722187913,0.010820914736532,0,0,0,0,0,0,0.000216886671477805,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.156635362838063,0,0,0,0,0,0,0,0,0,0,0.0590223682944576,0,0,-0.0855179552474452,0,0,0,0,-0.316837423993702,0,-0.0676639314140172,0,0,0,0,0,0,-0.0151165855689077,0,0,0,0,0,0,0,0,0,0,0,0,0.114108241882377,0,0.0499509438890813,0,0,0,0,0.142476258685168,0,0
X002475.SZ,0.00278803369216437,0.121152919396854,0,0,0,0,0,0,0,0,0,0,0,0,0.407750540688297,0,0,0.00925724516133207,0,0,0,0,0.00554283948801838,0,0,0,0,0,0,0.176442027529947,0,0,0.282612252876676,0.150811391387047,0,-0.0409443988130481,0,0,0,0,0,0,0,0.0388126458736164,0,0,0,0,0,0,0,0.0122909759016393,0,0,0,0,0,0,0
X002304.SZ,0,0,0.146267049445628,0,0.178957846292005,0,0.15696517263999,0.0442144620273353,0,0,0,0,0,0,0,0,0,0,0,0,0.176261266622953,0,0.0322153665759986,0,0,0,0,0,0,-0.0486918644233111,0,0,0,0.0102367412376723,0,0,0,0,0,0,0,0,-0.0124297645028703,0,0,0.13998916414716,0,0,0,0,0,-0.0281801005433899,0.052746934420328,0,0,0,-0.0178137280951959,0,0
X000063.SZ,0,0,0,0,0,0,0,0.110926039558087,0,0,0.0817423393265004,0,0,0,0,0,0.0796850395555702,0,0,0.177486397515377,0,0,0,0,0,0.0500006149558908,0,0,0,0,0,0,0,0,0.0271917601424374,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0169958964919068,0,0,0,0,0.00831160942790083,0,0,0,-0.0419346948768503,0,0
