,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600498.SH,X600487.SH,X000100.SZ,X002008.SZ,X000625.SZ,X002007.SZ,X600809.SH,X000661.SZ,X300142.SZ,X600867.SH,X000157.SZ,X600566.SH,X000596.SZ,X002179.SZ,X600066.SH,X600177.SH,X600089.SH,X300146.SZ,X002506.SZ,X600522.SH,X002456.SZ,X002180.SZ,X600372.SH,X002241.SZ,X000977.SZ,X600699.SH,X300136.SZ,X002294.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.26857572438251,0,0.0951285565364939,0,0,0.0404690577673253,0,0,0,0,0,0,0,0,0,-0.0377945677384488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528518868395317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00116844635603873,-0.00128143438832215,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0786855344101218,0,0,0,0,0,0,0,0,0,0,0,0,0.152003185920011,0.170686336216762,0,0.0722270999979439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115189580029591,0,0,0,0.120040042926646,0,-0.0334716971041746,0.0286764443866127,0,0,0,0.0237215792378972,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558953913919408,0,0.614880156495786,0,0,0,0,0.189012056275193,0.169548818436136,0,0,0,-0.0899510144299641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557522684077889,0,0,0,0,-6.93889390390723e-18,0.0977071193338709,0,-1.73472347597681e-18,0.0273970964904627,0,0.159924285247768,0,0.0583276647370023,0,0
X000651.SZ,0.0683447683192335,0,0,0,0,0,0.140158777916071,0,0.30121437788696,0,0,0,0,0,0.0850924370350143,0,0,0,0.091981646218341,0,0,0,0,0,0,0,0,0,0,0.00216857094407024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02269629046926,0,0.101455479113848,0,0.000157631259413375,0,0,0,0,0.0404654369635844,0,0
X000858.SZ,0.0490947288063371,0,0,0,0,0,0.131205970036629,0,0,0,0,0,0,0,0.0781114286644175,0,0,0,0,0,0,0,0,0,0,0,0,0.19523140640083,0,0,0,0,0,0.45825571243962,0,0.00308480413255485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158175770522569,0,0,0,0,0,0
X600276.SH,0,0,0.167282984584614,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.143269016746699,0,0,0,0.340153637663921,0,0,0,0,0,0,0,0,0.0758577547208521,0.0114243558772626,0.0881628439834539,0.0468405931931735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709052639016242,0,0,0.0174533531478843,0.0218480840276916,0,0,0,-0.00557106455744573,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.334892129993514,0,0,0,0,0,0.120808493348557,0,0,0,0,0,0,0,0,0.282780573698319,0,-0.109723167988065,0,0,0,0.358780586151021,0,-0.0495113153625318,0,0,0.0146932707880708,0,0,0,0,0,0,0,0,-0.0530933559454629,0,0,0,2.16840434497101e-19,0.0218729499965455,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0760201159988998,0,0,0,0,0,0,0,0,0,0,0,0,0.146309097239538,0,0,0.224403008744884,0,0,0.0604439905180041,0,0,0,0,0,0,0,0,0,0,0,0,0.18188941144364,0,0,0,0,0,0.0435515033537193,0.0359305097519543,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0967514569718477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621215454001057,0,0,0,0,0,0,0.0356156337841586,0,0,0,0,0,0,0,0.130147812727696,0,0,0.0933384354089615,0,0,-0.0317585744895335,0,0,0,0.526281414321146,0,0,0,0,0,-0.013003058409549,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119186124871841,0.48042903055821,0.0693726620809134,0,0,0,0,0,0,0.0874706291977758,0,0,0,0,0,0,0,0,0,0,0.0784784129347104,0.123551400379565,0,0.0221662239788578,0,0,0,-3.46944695195361e-18,0,0,0,0.0275456565712016,-0.0228927624532351,0,0,0,0.158450174637743,0,0
X600031.SH,0,0,0.115420484416013,0,0,0,0,0,0,0,0,0,0,0,0.379064816845094,0,0,0,0.11549020860896,0,0,0,0,0.0631892100775816,0,0,0,0,0,0.0851905114134595,0,0,0,0,0,0,0,0,0,0,0,0.0660281280651704,0,0.19522820196536,0,0,0,-0.235126394304624,0,0,0,-0.0190874115267952,0.0161686793288274,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0835485765360838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192213331150411,-0.110831893236571,0,0,0,0,0.108693308951016,0,0,0,0,0,0.100291511306838,0,0,0,0.171306466078527,0,0,0,0,0,-0.0101817190082459,0.0188954993876263,0,0,0,0,0,0
X000568.SZ,0.00881919298565177,0,0,0,0,0,0.166936165685582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979549560718502,0.47411816213767,0,0,0.0852495975944382,0,0,0,0,0,0,0,0.0864195211943761,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136831443216771,0.0272466650882165,0,0,0,0,0,0
X002475.SZ,0.0908151305799575,0,0,0,0,0.118586187963413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163781932249301,0,-0.226676705979076,0,0,0,0,0,0,0,0.0571202962414242,0,0,0.396494862125599,0,0,0,0,0,0.246777576191479,0,0,0,0,0.0840419387632083,0,0,0,0,0,0
