,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X002371.SZ,X000725.SZ,X000625.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X000157.SZ,X300014.SZ,X002179.SZ,X600089.SH,X002463.SZ,X600372.SH,X600703.SH,X002236.SZ,X600066.SH,X600741.SH,X000977.SZ,X002241.SZ,X000921.SZ,X002028.SZ,X002049.SZ,X000661.SZ,X600584.SH,X600522.SH,X002129.SZ,X000800.SZ,X601877.SH,X600183.SH,X600566.SH,X002223.SZ,X601799.SH,X600418.SH,X600060.SH,X600177.SH,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0725378233978341,0,0,0.180468865294823,0,0,0,0,0,0.0364080197485684,0,0,0,0,0,0.1021090753649,0,0,0,0,0,0,0,0.00263207605172034,0,0,0,0,0,-0.028600886427037,0,-0.0573747370280465,0,0,0,0.0651663370122222,-0.0349069812481907,0,0,0,0.00345482176358748,0,0,0.0260670729666483,0,0,0,-0.0153012068367426,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.498358508376184,0,0,0,0,0,0,0,0,0,0,0,0.0407307817774913,0,0,0,0,0.0616831813538046,0,0,0.0100880130350281,0,0,0,0,0,0,0,0,-0.00911397220107988,0.0068237693849553,0,0.0426197346746037,0,0,0,0,0.0490350185961682,-0.0252626149648646,0,0,0,0,0,0,0,-0.0429791388778334,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.120831320726215,0,0,0,0,0,0.0756738435660046,0,0,0,0,0,0.239501458113032,0,0,0,-0.167355452001553,0.0185351625706584,0,0,0,0,0,0,0.201812881627136,0,-0.0310746337956374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0473883269661068,0.0558631453466022,0,0,0,-0.0466111846835429,0,0.0385523231359597,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.140404189692235,0,0,0,0,0,0,0,0.0140777858104114,0,0,0,0,0,0,0.0422126949753197,0,0,0,-0.0602307719911694,0,0,0,0.132007692304853,0,0,0,0,0,0,0.0595926074050179,0,0.0658372240692174,0,0,0.049089948415417,0,0,0,0,0,0,0,0,0.0126602491407206,0,-0.00880565254728504,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344096663127434,0,0,0.296094050833848,0,0,0,0,0,0,0,0,0.103534023229534,-0.0374318462308365,0,-3.46944695195361e-18,0,0.158294696018606,0.045623916016931,0,0,0,0,0.0705241355487395,0,0.299902489695395,0,0,0,-0.107750210997691,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.701926280270666,0.392956383091988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189471024850176,0,0,0.0460944184758548,0,0.113300245100232,0,0,-0.162039086909881,0.0493318201246219,0,0,0,0,0,0,0,-0.0057015863205485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671464124930524,0,0.00300675743087647,0.0507494855732762,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.198306561410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848996302272441,0,-0.137937130701331,0,0,0,-0.034022313552964,0,0,0,0.190361485243068,0,0,0.0650662146927403,0,0.0100814983894795,0,0,0,0.0420826780310444,0.0938975207382482,0,0,0.0577225126662497,-6.93889390390723e-18,0,-0.0587852006170403,0,-0.0416682206174732,0.0145998306930457,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.123021676418507,0.020574738925477,0.287365444775384,0,0,0,0,0,0,-0.0478888298942341,0.147231308938946,0,0,0,0,0,0.0758577643770232,0,0,0,0.272580875979333,0,0,0,0,1.73472347597681e-18,0,0,0,0.0584097310055015,0,0,0,0,0,-0.054499137061469,0,-0.0950363233823664,0,0,0,0,0,0,0,0,0,0.009137255044409,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0614194148764382,0,0.0324873165713598,0,0,0,0,0,0,0,0,0.39787721696011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210912530999043,0,0,0,0,-0.0462992809802457,-0.0120030161989553,-0.337332278562513,0,0,0,0,0
X003816.SZ,0,0,-0.130578836939173,0,0,-0.231804894345132,0,0,-0.0694048052380351,0,0,0,0,0,0,0,0,0,0,0,0,0.285418366870188,0.131725719129654,0,0,0,0.0301003196359327,0,-0.0198910273940246,0,0,0,0,0.0241665363757297,0,0,0,0,0.0941965076809938,-0.177879203312567,0,0,0,0.371426592904654,0,0,0,0.0525549854169946,0,-0.000510751893673668,0,-0.0487318413949942,-0.0550007432777447,0,0,0,0,0,0
