,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600809.SH,X600031.SH,X600104.SH,X600690.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000596.SZ,X000338.SZ,X600703.SH,X002241.SZ,X000625.SZ,X000100.SZ,X002371.SZ,X002179.SZ,X600741.SH,X601877.SH,X002049.SZ,X000157.SZ,X002129.SZ,X002007.SZ,X002414.SZ,X600584.SH,X600183.SH,X002236.SZ,X000066.SZ,X300142.SZ,X000799.SZ,X601799.SH,X000800.SZ,X002074.SZ,X300003.SZ,X000547.SZ,X002008.SZ,X600779.SH,X600372.SH,X600089.SH,X000977.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.424982499100879,0,-0.241428912324033,0,0,-0.0156722966865504,0,0.0550843000537855,0,0,0,0,0,0,0,0,0,0,0,-0.0040401574284172,0,0,0,0,0,0,0,0.0520548473884063,0,-0.0168244547921142,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00226605063357938,0.00385326111653384,0,0,0,0,0,0,0.0400853869037352,0,0,0,-0.00426859752907631,0,0
X000858.SZ,0.208174280261678,0,0,0,0,0,0.062272166382733,0.225359094511682,0.0970883627958229,0,0,0,0,0,0,0.0390621310086822,0,0,0,0,0,0,0,0,0,0,0,0,0.0294332167332551,0,0,0.0368539518108123,0,0,0,0,0,0,0.0433558570415637,0,0,0,0,0,0,0,0,0,0,0,0,0.00302209403541356,-0.00907002966025015,0,0,0,-0.00443500199089291,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.05839212153144,0,-0.0368130056197571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545838755728973,0,0,0.232403845596514,0.0342811100845042,0,0,0,0,0,0,0,0,0,0,0.0279651928949465,0,0.0388234652422411,0,0,0,0,0,0,-0.00370069274382955,-8.67361737988404e-19,0,0,0,-0.00569127583468915,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0924550247116759,0,-0.0951813577268518,0,0,0,0,0,-0.0455879005711574,0,0,0,0,0,1.73472347597681e-18,0.0438838853305295,-0.0099683590282057,0,-0.099497342545165,0.051097575888631,0,0,0,0,0.135777712302247,0.0534935152905308,0,0.124553581960852,0.0248693871149493,0,0,0,0.0939856703334825,0,0,0,0,0,0,0,0.0105368034254142,-0.01146848333324,0,0,0,-0.00619462818831968,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0314040113725196,0,0,0,0,0,0,0,0,0.0297572783269846,0,0.0473760767315502,0,0.0351683306231853,0.512615855452686,0,0,0,-0.0147616597648004,-0.00568362853126237,0,-0.0523304041423638,0,0,0,0,0,0,0,0,0,0,0.193745123957627,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0194384477524065,0,0,0,0.00160898611700673,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0449450408417071,0,0,0.100234521671222,0.015137438439015,0,-0.0576189016768249,0,0,0,0,0,0,0,-0.0858661071150713,0,0,0,0,0,0,0,0.159894992793004,0,0,0,0,0.0733886062030817,0,0,0,0,0,0,0.0671759616307954,0,0,0.0938515726885404,0,0,0,0,0,0,0.0150303438436781,0,0,0,0,-0.0225678217492387,0,0
X002304.SZ,0,0.0597057685884833,0,0,0,0,0,0,0.316337674171562,0,0,0,0,0.0238001858094935,0,0,0,0,0,0,0,0,-0.0470158046713209,0,0,0,0,0,0.00577220545254337,0,0,0,0,0,0,0,0,0,0.137622174287766,0.0705631849038167,0,0,0,0,0,0.107835704916441,0,0,0,0,0,0.0412005418994916,0,0,0,0,0,0,0
X000568.SZ,0,0.116060558963884,0,0,0,0,0.107357269436987,0,0.404500187024417,0.0285253486263559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323858174167422,0,0.0489316738809665,0,0,0,0,0,0,0.0710243754982123,0,0,0,0,0,-0.000354020438989775,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.194814473089815,0,0,0.131724658416299,0.107776851834605,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.134383361672952,0,0,0,0,0,0,0,0,0,-0.0884678621499374,0,0,0,0,0,0,0.159200471722574,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.00986189805086033,0.0691140826029175,0,0,0,-0.00480961638891525,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.240076972493366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179872159744501,0,0,0,0,0,0,0.320337457597276,0,0,0,0.022934388249581,0,0,-0.0501539105371118,0,0.0295611824348399,0.344399422067894,0,0,0,0,0,0,0,0,0,0,0,-0.00127591867418121,0,0,0,0,0.00771690676524604,0,0
