,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000063.SZ,X000625.SZ,X002241.SZ,X000100.SZ,X600703.SH,X000596.SZ,X300142.SZ,X000157.SZ,X002371.SZ,X002179.SZ,X002129.SZ,X002049.SZ,X600741.SH,X000799.SZ,X002007.SZ,X002236.SZ,X601877.SH,X600584.SH,X300146.SZ,X002414.SZ,X300003.SZ,X600183.SH,X000800.SZ,X601799.SH,X600779.SH,X600702.SH,X600460.SH,X600089.SH,X000066.SZ,X600707.SH,X002074.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.330193548514005,0,0,0,0.0918481931583684,0,0,0,0,0,0,0,0.29283672797333,0,0,0,0,0,0,0,0,0,0,0,0,-0.0398046889310333,0,0,0,0,0,0.0425203114791692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00765089143479102,0,0,0,0,0,0
X000858.SZ,0.0167659133145582,0,0,0,0.147825136259732,0.270401969007311,0,0.0487405525797467,0.0571947072186687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100187960829377,0,0,0,0.184180894212416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843265361295552,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0707286021086476,0,0,0,0,0.108654706650686,0,0,0,0,0,0,0,0.0306901522547503,0,0,0.0625900257401368,0,0,0,0,0,0.13130251655681,0.317401393441442,0,0,0,0,0,0,0,0,0,0,0.112131931399464,0,0,0,-0.0141227931239344,0.0545929853690151,0,0,0,0,0,0,0,-0.0102557957078422,0,0
X600276.SH,0,0.198610250236561,0,0,0,0.207305099974778,0,0,0,0,0,0,-0.0318360002316465,0,0,-0.131953921489675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636650912072689,0,0,-0.150714187953034,0,0,0,0,0.0188165729330021,0,0,0,0,0,0,0,0,0,0.0246557503740326,0,0,0,0,0.0295986087459301,0,0
X600809.SH,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0643222974232817,0,0,0,0,0,0,0,0,0,0,0,0.180346394703775,0,0,0.128407025073062,0,0.463572510217954,0,0,0,0,0,0,0,0,0,0.0382987737552929,0,0,0,0,0,0,0,0,0,0,-0.105346815915216,0,0,0,-0.0298962250067618,0,0
X000568.SZ,0,0.725131533326262,0,0,0,0,0,0,0.0439753093059743,0,0.0438130506621454,0,0,0,0,0,0,0,0,-0.037013720078375,0,0,0,0,0,0,0,0.00265093746453587,0,0,0,0,0.298757886861511,0,0,0,0,0,0,0,0,0.00199482969894902,0.0202977844827543,0,0,0,0,0,0,0,0.073768621663923,0,-0.0608597633740122,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0205536409648713,0.0863390926649214,0,0.0279422955960288,0,0,0,0,0.0245295046299479,0,0,0,0,0,0.195237648547293,0,0,0,0.0456424971187892,0,0,0,0,0.0622022194765697,0,0,0,0,0,0,0,0,0,0,0,0,0.0499975585523963,-0.0511717592538528,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0113186101384188,0,0
X600690.SH,0,0.00343539548640723,0,0,0,0,0.072428300418194,0,0.13532809033388,0,0,0,0,0.0661943131192635,0.122896876683501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463277372496103,0,0,0,0,0,0,0,0.0804155751855682,0,0,0.0123598240325867,0.143193948071153,0.0304775382301022,0.0913643014307174,0,0,0,0,0,0,0,0,0,0,0,0.0157145483278229,0,0
X002304.SZ,0.219937021170485,0,0,0,0.186087556943451,0.0881721027729191,0.0760815797809244,0.0708540808263451,0,0,0,0,0,0.108994324768398,0,0,0,0,0,-0.0682878923743925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16474992219157,0,0,0,0.0448519682764571,0,0,0,0,0,0,0,0,-0.0258090793870829,0,0,0,0,0.00222614579330412,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285711490533597,0,0.206716808543067,0,0,0,0,0.107169168986177,0,0,0,0,0.178373586010989,0,0.123361406630838,0,0,0,0,0,0,0.179987233008998,0,0,0,0,0.0381887602194226,0,0,0,0,0,0.0166748295358937,0,0,0,-0.0492118170822174,0,0,0,0,0.00302068844975844,0,0
