,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000063.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600031.SH,X600276.SH,X600690.SH,X600271.SH,X600118.SH,X600372.SH,X000100.SZ,X000157.SZ,X600703.SH,X000338.SZ,X002129.SZ,X002241.SZ,X600741.SH,X600089.SH,X300124.SZ,X600066.SH,X002236.SZ,X600177.SH,X000559.SZ,X600582.SH,X002456.SZ,X002465.SZ,X002292.SZ,X600060.SH,X000977.SZ,X002475.SZ,X600435.SH,X600198.SH,X600839.SH,X300003.SZ,X601877.SH,X000581.SZ,X002008.SZ,X000800.SZ,X002294.SZ,X000568.SZ,X000623.SZ,X002007.SZ,X002049.SZ,X600498.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0980905244354555,0,0,0,0,0.0671612545424759,0,0.0197202550298972,0,0,0,0,0.129392786162449,0,0,0,0,0,0,0,0,0,0,0,0.000114961945931191,0,0,0,0,0,0,0.0233183315242789,0,0,0,0,0,0,0,0,0,0,0.232809755708508,0,0,0,0,0,0,0.00535676804083506,0.013621948076626,0,0,0,0,0,0
X600104.SH,0,0,0.0546599744861876,0,0.0211132092719672,0.0927647238985675,0,0,0,0,0,0,0.0352363976194582,0,0.0877061167029995,0,0,0,0,0,0,0,0,0,0,0.0689355717238633,0,0,0,-0.00893102575242594,0,0,0,0,0.0819647364619638,0,0,0,0,0,0,0,0,0,0.121482959770049,0.0341365402784142,0,0,0,0,0,-0.00596580762302071,0,0,0,0,0,0,0
X000651.SZ,0,0.167095238613324,0,0.0542952603144188,0,0.105276230149233,0,0,0,0,0,0.157963240529272,0.0430284509277181,0,0,0.115274238982536,0,0,0.0190777578542686,0,0,0,0.0243280492420823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0816008122012674,0,0,0,0,0,0,0,0,0,0.0653380449003035,0,0,0,0,0,0.0570690106777281,0,0.176262579534148,0,2.16840434497101e-19,0.0796734760778291,0,0,0,0.0429042664768913,0,0,0,0,0,0,0,0,0,0.0122776637969097,0,0,0,-0.0302599737054283,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875583942729864,0.0141607057768838,0,0,0.0999256267618064,0,0,0,0,0,0,0,0,0,0,0.209389963970899,0,0,0,0,0,0,0,0,0.13094371325796,0.127240203800395,0.116788722398809,0,0,0,0,0,0.0491418793134314,0,0,0.184670593487119,0,0,-0.000255176369341617,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0567435470307157,0.0273414150079974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02205309502193,0,0,0,0.100557570906862,0.0421956165837692,0,0,0,0,0,0.00946605554248912,0,0,0,0.149263218049511,0,0,0,0,0,0,0.0629601930652383,0,0,0,0.209826475611862,0,0,-0.0107576044277297,0.00428631073422596,0,0,0,0,0,0
X000858.SZ,0,0.109420345607916,0,0.076156299971912,0,0,0,0,0,0,0,0.063106354355592,0.0211372579274438,0,0,0,0.0242228373582906,0,0.036215132136844,-0.0208204902301296,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339121863016572,0,-0.0323861510967457,0,0,0.0782212539943221,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355556911154724,0,0,0.0725053397965608,0,0,0,0,0,0,0,0.00478878508822849,0,0,0.0520474053068741,0,0,0,0,0.0703091656719066,0,0,0,0,0,0.126739575874455,0,0,0,0.00725504158538256,0.170821590228525,1.73472347597681e-18,0,0,0.0734147780428216,0,0,-0.00431396858306568,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0147114007694799,0,0,0,0,0,0,0,0,0.0909973737408754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214294134832103,0,0,0,0.023894053816573,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124253559641992,0.0533649017736535,0,0,0,0,0,0
X600031.SH,0,0,-0.0344521321432606,0,0,0,0,0,0,0,0,0,0,0,0.122045787277267,0,0.00535846739934986,0.0889374857310366,0,0,0,0,0.234044920970339,0,0,0,0,0.0318643635281163,0,0,0,0,0,0,0,0,0.0915547839695531,0,0,0.0789737609186693,0,0,0,0,0,0,0,0.0797959708514572,0,0,0,0.00752508853530412,0.0207998990234326,0,0,0,0,0,0
X600276.SH,0,0,0,0.06530415782017,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.187056979556702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403453776206257,0,0,0,0.123717410697076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964728969253172,0,0,0,-0.0135996225453067,0.0192907639663222,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.0776015695941002,0,0,0,0.0043000612598506,0.0724946920854784,0,0,0,0,0,0.0840282101374671,0,0.122256953111838,0,0,0.0355008101179181,0,0,0.00126214758978511,0,0,0,0,0,0,0
X600271.SH,0,0,0,0.232100905545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259952063257926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964822351108299,0,0,0,0,0,0,-0.00897813503197788,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.203679882599665,0,0,0,0,0.0780874160856945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21754825291256,0,0,0,0,0.0748867804356257,-0.0876428408791813,0.214079813549761,-0.00854626199423568,0,0,0,0.29419275448917,0,0,0.107365800323329,0,0,0,0,-0.0970679609304503,0,0,0,0,0,0,0,0,0.00660180978121139,0,0,0,0,0,0
X600372.SH,0,0.152251055371304,0,0,0,8.67361737988404e-19,0,0,0,0.11092812692752,0,0,0.00198640503752214,0,0,0,0,0,0,0,0,0,0.0576616970442256,0,0,0.0592362479184691,0,0,0,0,0.161172010913978,0,0,0,0,0,0,0.127497347506893,0,0.052164771746001,0,0,0,0,0,0,0.149744010955199,0,0,0,0,-0.0169877645419018,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0689795558449538,0,0.184612346139818,0.105090877730562,0,0,0,0,0,0,0,0,0,0,0.0886410254854,0,0,0,0,0.0152160319894491,0,0,0,-0.0128795928784867,0,0,0,0,0,0,0.268097780143774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211303593178194,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.0316200128286891,0,0,0,0,0.574547908620753,0,0,0,0,0,0,0,0,0,0,-0.00572497018951143,0,0.158912771378759,0,0,0,0,0,0,0.0413097861856819,0,0.0259341048925484,0,0,0,0,0.0390727591389027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292262359413018,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.0551375018327091,0,0,0,0,0.0835520517007678,0,0,0,0.10010767832913,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0178604332189688,0,0,-0.0151966682827662,0,0.119025253151389,0,0.211430423886497,0,0,0.189925960831354,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.00400667051070565,0,0,0,0,-0.00971869164365458,0,0,0,0,0,0,0
X000338.SZ,0,0,0.0335395742043829,0.00758057934834273,0,0,0,0,0,0,0,0,0,0,0,0,0.232888097009259,0,0,0,0,0,0.0367347137387229,0,0,0,0,0,0.0957769990654509,0,0,0,0,0.0109367124064679,0,0,0,0,0,0,0.0231007399530601,0,0,0.150472115196046,0,0,0,0,0,0,0,0.00131392647606719,0.00820041905962571,0,0,0,0,0,0
