,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X000625.SZ,X002241.SZ,X002475.SZ,X600741.SH,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X600809.SH,X300124.SZ,X601877.SH,X000100.SZ,X002008.SZ,X600487.SH,X002085.SZ,X002508.SZ,X300136.SZ,X300003.SZ,X600089.SH,X600522.SH,X600271.SH,X600177.SH,X000157.SZ,X600699.SH,X600118.SH,X600867.SH,X000559.SZ,X002294.SZ,X000050.SZ,X300115.SZ,X002074.SZ,X600498.SH,X000981.SZ,X600566.SH,X600372.SH,X000596.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0425200373498831,0.00234292343267973,0,0,0,0,0,0,0,0.254653744809618,0,0,0,0,0,0,0,0,0,0,0.0419526558477229,0,0,0,0,0,0.0511777089472792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610391958474482,0,0,0,0,0.0564787643162179,0,0,0.0104989995322865,-0.0155767021956737,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.108988381065276,0,0,0.0200090258725804,0,0.0326905507274806,0.0684782624631508,0,0,0.029792758300519,0.31270082437062,0,0,0,0,0,0,0,-0.111745646450766,0,0,0,0,0.0163145908016051,0,-0.0194740299041135,0,0,0,0,0,0,0,0,-0.166080157774145,0,0,0,0,0,0,0,0.0747062863570079,0,0.0126858688097357,-0.0107501909091624,0.0244077306669203,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0754703879854537,0,0.236145607667331,0,0,0,0.0612563106184324,0,0,0,0,0.0930652465329422,0,0,0,0,0,0.0255391337882477,0.0335532441093954,0,0.0990741283818607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024985965558836,0,0.00639300544525731,0,0,0.029229602290412,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.161004995669551,0,0,0.000525882076496686,0,0,0.217219642347628,0,0.0679182473092484,0,0,0,0.0413181940773913,-0.0304975930042243,0.119322492906933,0,0.00257117537697555,0,0,0,0,0,0,-0.0301012562352607,0.0976514262029727,0,0,0,0,-0.0416356816245167,0,0,0,0,0,0,0,-0.0443575793406291,0,0,0,0,0,0,0,0,0,0,0.0172451256763869,0,0,0,0,0,0
X000858.SZ,0,0,0,0.179541482754063,0,0,0,0,0,0,0,0.375993955986042,0.0271933123825055,0,0,0,0,0,0,0,0,0.154182678915234,0,0,0,-0.040545929412672,0,0.0219206213438439,0.0339274894508176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0032430883335598,0,-0.00532029708871332,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0474510896033465,0,0,0,0,-0.068941671006812,0,0,0.229312327462793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554375234522939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837530723483428,0.0167464992774256,0.0732520759776255,0,0.181400572406849,0,0,0,0,-0.0516666215691925,0,-0.00441782566940667,-0.00391570482644232,0,0,0,0,0,0
X000725.SZ,0,0.0550711761382827,0.146252153605924,0,0,0,0,-0.0935903083720757,0,0,0,0.107117978951429,0,0,0,0.0199993757615811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136207627149569,0,0.0312055651729471,0,0,0.193815421559364,0,0,0,0,0.0928994527655156,0,-0.00922144819460076,0.0191459254915705,-0.0489920017720308,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0761022647370912,0,0,0,0,0,0,0.087507398568157,0,0,0,6.93889390390723e-18,0.114863505043018,0,0.252006709246914,-0.0442002562701073,0,0,0,0,-0.106697873816203,-0.0772130215982027,0,0,0,-0.0297479112057605,0,0,0,0,0,0,0,0,0,0,0,0,0.189643054304953,0,0,0,0,0,0.0749625736171843,-0.014139683171578,0,-0.00679859549032796,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.125383778465475,0,0,0.187108809155909,0,0.074002210358484,0,0,0,0,0,0,0,0,0,0,0,0.155571192031385,0.0778882968113505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159606706288304,0.0176099199758094,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.175513678216307,0,0.145446795815908,0,0,0,0,0.0440087967953177,0,0,0,0.15898768683079,0,0,0,0,0,0.443009765132715,0,0,0,0,0,0,0,-0.210121047047964,0,0,-0.0357498758796689,0,0,0,0,0,0,0.00517971880567771,0,0,0,0,0,0,0,0,-0.135766130008436,-0.0779723708647238,0.036785842527255,0,0,0,0,0,0,0
X600690.SH,0,0,0.172199520396689,0.446665608343044,0,0,0,0,0,0,0,0,0.114324739456295,0,0,0,0.00466607345759397,0,0,0,0,0,0,0,0,0,0,0,0,0.0309582894891257,-0.250727129573109,0,0.062999774485509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162142206869054,0,0,0,0,0.00164682848333382,0.00887619254798912,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.397002360683625,0,0.0486471907857575,0,0,0,0.149314980938689,0,0,0,0,0,0,0,0,0,0,0.106880277868259,0,0,0,-0.0904572314155672,0,0,0,0.184306850703221,0,0.0825127681173878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184578645302121,0,0.0755325093970172,0,0.0150569190827281,-0.0418171509870374,-0.0180171290169563,0,0,0,0,0
X002236.SZ,0,0,0.181068617671913,0,0,0,0,0,0.0643861052934531,0,0,0,0,0,0,0.0940807286986103,0,0,0,0,0,-0.11051070986277,0,0,0,0.056362848337511,0,0,0,0,0,0,0,0,0,0,0,0,-0.306743536481518,0,0,0.0665119471591326,0.527568816313012,0,0,0,0,0,0,0,0,-0.00581262246108623,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.00413467930360544,0,0,0,0.0509133114626501,0,0,0,0,0,0,0,0,0,0.140567756080004,0,0,0,0,0,0,-0.0106693784665645,0,0,0,0,0,0,0,0,0.171752585675796,0,0,0,0,0,0,0.0957958867624522,0.0745894563609933,0,0,0,0,0.0943328711990908,0,0.0166646134671811,0,-0.00516673608983633,0.0133393809904069,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205448594794389,0,0,0.0576027507534547,0,0,0.168907894407566,0,0,0,0,0.225436495989514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0947073473921692,0,0,0,0,0,0,0,0.0338471449419574,-0.0482519498165658,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0869310498457729,0.00197115596678063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153492400300105,0,0,0,0.272588593224013,0,0,0,0,0,0,0,0,0,0,0,0,0.111646700670249,0,0,0,0,0,0,0,0,-0.000981613678589784,-0.0718775624816522,0,0,0,0,0,0
X600741.SH,0,0.527633525035065,0,0,0,0,0,0,0.0273137920264261,0.0357458135262495,0,0,0,0,0,0,0,0,0,0,0,-0.0159160607007884,0,0,-0.237441618402248,0.00700872179180561,0,0,0,0.108766202389782,0,0,0,0,0,0,0.0253213048299369,0,0,0,0.0315695322373042,0,0,0.0924017060998131,0,0,0,0,0,0,0,0.0178010351669927,0.00784696074115469,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.252924922692481,0,0,0,0,0,-0.0211973940659186,0,0,0,0,0.0789347980389752,0,0,0,0.223341844762613,0,0,0,0,0.00228616809850443,0,0,0,0,0,0,0,0,0,0,0,0,0.209181788599482,0,0,0,0,0,0,0.0450510533111907,0,0,0,0,0.0932629227060974,0.0877140916471041,0,0.00374730655259559,0.018236229565441,0,0,0,0,0,0
X600031.SH,0,0,0,0.0990118818946685,0,0,0,0.0873054779542015,0,0,0,0,0,0,0,0,0.120222496873212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0618882711332,0,0,0,0,0,1.38777878078145e-17,-0.372614401596471,0.128569239022265,0,0,0.364065294221815,0,0,0,0,-0.0119046348191561,-0.00410295251526976,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.219871116819213,0,0.139853713925929,0,0,0,-0.079794418086819,0,0,0,0.0807069681672631,0,0,0.0941006986779219,0.17898115208197,0,-0.20987510304976,0,0,0,0,0,0,0,0,0,0,0.023080101911264,0,0.0330904049179497,6.93889390390723e-18,0,0,0,0,0,0.0388611069647137,0,0,-0.0166093113022336,0.0401364809348605,0,0,0,0,0,0
X600066.SH,0,0,0,0.0221127233225024,0,0,0,0,-0.103423701031431,0,0,0,0,0,0,0,0,-0.146703197018192,0.0937386264967144,0,0,0.117580542380709,0.119404432506242,0,0,0,-0.072521896036542,0,-0.177267496185101,0,0,0,0,0,0,0,0,0,0,0,0,0.0506589840766672,0,0,0.0561055086675145,0,0.0729188666722844,0,0,0,-0.0574368959260522,-0.0210043519903194,0.0198677744939999,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.10012666955276,0,0,0,0,0,0,0.321074072127118,0,0,0.0045896680050953,0,0,0,0,0.122441972859063,0,0,0,0,0,0,0,0,0,0,0,0,0.292777602409272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761321178531506,-0.0606284715757473,0,0.00185792509016137,-0.0376905546724917,0,0,0,0,0,0
X300124.SZ,0,0,0.319425453784779,0,0,0,0,0,0,0.068059067005652,0,0,0,0,0.0413744870353927,0,0,0,0,0,0,0.0272601952295611,0,0,0,0.202050608473591,0,0,0,0,0,0,0.0507493630023629,0.109648553669465,0,0,0,0,0,0,0,0,0,0,0,-0.0227625104002105,0.0751716021979399,0,0,0,0,-0.00530550352947957,0.0108428950592314,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.209240642457085,0,0,0.109282502943832,0,0.10515412969695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139541007645285,0.0400485855314578,0,0,0,0.00882917294172468,0.0370555240828855,0,0,0,0,0,0,0.0794574539017901,0,0.00398622505666752,0.0174007639311449,0,0,0,0,0,0
