,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X300014.SZ,X600104.SH,X002129.SZ,X300124.SZ,X000651.SZ,X000625.SZ,X002371.SZ,X000725.SZ,X002049.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002241.SZ,X600703.SH,X000063.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600522.SH,X000661.SZ,X601877.SH,X002074.SZ,X002180.SZ,X300142.SZ,X600884.SH,X600741.SH,X000733.SZ,X000100.SZ,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X000799.SZ,X601799.SH,X600418.SH,X002236.SZ,X600563.SH,X002414.SZ,X000800.SZ,X002176.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,3.46944695195361e-18,0.267243562169134,0,0,0,0,0,0,0,0,0,0,-0.0272115236464061,0,0,0,-0.0122116310390615,0,0,0,0,0,0,0,0,0.0318653345078168,0,0,0,0,0,0,0,0.0886078076981993,0,0.0610501449637013,0,0,0,0,0,0,0,0,0,-0.0465115351617877,0,0,0,0,0.0143163565483461,0,0,0,-0.00499164741013002,0,0
X000858.SZ,0,0,0.36475594147662,0,0,0,0,0,0,0,0,0,0,0,0,0.0153676621619433,0,0.0472666823153892,0,0,0,0.0813069738752958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175342342504085,0,0,-0.0535045328311457,0,0,0.0103077313038298,0,0,0.0569755745218577,0,-0.0484142076675338,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.201405276160051,0,0.0574271584518168,0,0,0,0,0,0,0,0,-0.060715226623131,0.0780091942976428,0,0,0,0,0.165806976520571,0,0,0,0,0,0,0,0,0,0.00854992578348599,0,0,0,0,0,0,0,0,0.0173369550937229,0,0,0,-0.0115694232283548,0,0,0,0,0,0,0.306962893525781,0,0.00145754591342061,0,0,0,-0.0033706835638453,0,0
X000568.SZ,0,0,0.199710547115666,0,0,0.0378933317555674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214893005576519,0.0531248225159439,-0.00211893980450568,0,0,0,0,0,0.0306222728480212,0,0,0,0.363956356171476,0,0,0,0,0,0,0,0,0,0,0,-0.0297435409955572,0,0,0,0,-0.0130219425815886,0,0
X002415.SZ,0,0,0,0,0,-0.0164491307464012,0,0.0679794944986616,0,-0.0813561065557464,0.113936788665662,0,0,0,-0.0322726591590895,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327353851129605,0,0,0,0,0,0,0,0,0,0,0,0.0570347827687193,0.0645819685123137,0.107873071628467,-0.017641121763402,0,0.647560908141147,0,0,0,-0.0122057794354826,0,0,0,0.0221568189909876,0,0,0,0.00928730501760464,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182488924196374,0,0,0,0,0,0,0.184537994760745,0.149266076214094,0,0,0,-0.00215991540475895,0.0450205619584624,0,0,-0.0255022715740704,0,0,0,0,0,0,0.154610354090032,0,0,0,0,0.0869418707019787,0,0,0,0,0,0,0,0,-0.0473530736224157,0,0,0,0,-0.0576353594782422,0,0
X002304.SZ,0,0.0294343423005588,0,0.31339700319948,0,0,0,0,0.0139017512765105,0,0,0,0,0,0,-0.00742757410638179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00722379568031642,0,0,0,0,0.0762764856338827,0,0,0,0.214066214816804,0,0,0,0.0323985238297207,0,0.00435264704660268,0,-0.0312017633737238,0.00835447105057507,0,0,0.0384161675291023,0,0,0,0,-0.00554252499089012,0,0
X600276.SH,0,0,0,0,0.0409328050729269,0,0,0,0,0.0474977564685593,0,0,0,0,0,0,0,0,0,0,0,0,0.282739922660355,0,0,0,0,0,0.104029668391525,0,0,0,0.096470688336577,0,0,0.0107956980273839,0.139143122055362,0,0,0,0,0,-3.46944695195361e-18,-0.0875351006721815,0,0.099925908087736,0,0,0,0,0,0,0.0555211760521597,0,0,0,7.81501069669487e-05,0,0
X600690.SH,0,0,0,0,0,0.0173661623276743,0,0,0,0,0,0,0,0.263923310524194,0,0,0,0,0.0130728000221252,0,0,0.0967492423966662,0,0.0148929391427453,0,0,0,0,0,-0.055823556272921,0,0,0,0,0.0745154620905569,0,0.0562638948162546,0,0,0,0.100129051420715,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0
X300014.SZ,0,0,0,0,0,0.0642358987346033,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0563745892047829,0,0.10148991900906,0.160432838923405,0,0,0.0706410933546499,0,0,0,0,0,0.0192219514203726,0,0,0.148702682289234,0.117214032935067,0,0,0,0,0,0.0825807715768803,0,-0.0324459213967015,-5.42101086242752e-20,0,0,0,0,0,0
