,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X600031.SH,X000063.SZ,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X600183.SH,X000100.SZ,X002236.SZ,X601877.SH,X000157.SZ,X000066.SZ,X300142.SZ,X300124.SZ,X002007.SZ,X300014.SZ,X002371.SZ,X000625.SZ,X002179.SZ,X300136.SZ,X002463.SZ,X000977.SZ,X600271.SH,X002008.SZ,X002456.SZ,X600584.SH,X002180.SZ,X600177.SH,X600066.SH,X000050.SZ,X002506.SZ,X600498.SH,X002129.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.238521129027755,0,0,0,0.0137836458756094,0,0.383352829933685,0,0,0,0,0.125172075093207,0,0,0.176892299047324,0,0,0,0,0,0,0,0,0,0,-0.0271634979999004,0,0,0,0,-0.0845799356641325,0,0,0,0,0,0.0113592556829341,0,0,0,0,0,0,0,0,-0.0435394745851305,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0460438360635674,0,0,0,0,0.0329447280690262,0.639599973613388,0,0,0,0,0.0440608083098534,0.0215536859661324,0,0,0,0.00502992542287066,0,0,0,0,0,0,0,0,0,0.0310692616493908,0,0,0,0,0,0,0,0.012507663433371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181616681200703,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0147030957120896,0,0,0,0.401717456843639,0,0.0716949933346037,0,0.00464726918537518,0.0634487361784897,0.00144035343263041,0,0,0,0,0,0.00722158146453509,0,0,0,0,0,0.0441029258294172,0,0,0,0,0,0.22612562221003,0,0,0,0,0,0,0,0,0,0,0,0.0329720700883654,-0.00252259013011973,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.259276582197332,0,0,0,0,0,0.177420449216833,0,0,0,0,-0.0445534847991842,0,0.000384429586073429,0.105591657286173,-0.100522377474561,0.0577891861058154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290593110318329,0,0,0,0,0,0.279032052775669,0,0,-0.0389394934839567,-0.0312407081368739,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.00769701395632471,0,0,0,0,0,0.00176038308642426,0,0.0802281657619385,0,0,0,0,0,0,0,-1.35525271560688e-20,0.614078441387081,0,0,0,0.0834530352308931,0.0389684299776323,0,0,0,0,0,0,0,0.0559045246997121,0,0,-0.0851587825709401,0,0,0,0,0,0,0,0,0,0,0.047927433790193,-0.0658782110368546,0,0,0,-0.0271291344892849,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430379407704504,0,0.00831374392551178,0,0,0,0,0,0,0,0,-0.00729045529359103,0,0.0156334655430916,0,0.00779307822265947,-0.0329263509809234,-4.33680868994202e-19,0,0,0.140205015988706,0.0137183832760118,0,0,0,0,0,0,0,0,0,0,0.0276019676050304,0.00339993412001003,0,0,0,0,0,0,0,0,0
X002475.SZ,0.0457770710843155,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243044450720625,0.0526260926161469,0,0,0.174522948651764,-0.11734534698698,0.0120030355489305,0,0,0,0,0,0,0,0.233173940384663,0,0,0,0,0,0,0,0.244192788668986,0,0,0,0.431449734721771,0,-0.00526153967422804,-0.010676127035226,0,0,0,0,0,0,0,0,0,0.0125343261386344,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114845451672725,0,0,0,0,0.0447880260619401,0,0,0,0,0,0,0,0.0964231420641,0,0,0,0,4.33680868994202e-19,-0.109163914182127,0,0,0.128120783005577,0,0,0,0,0,0,0.0328885012993658,0,0,0.192307859570776,0,0,0,0,0,0.0637933824645734,-0.00266307678866724,0,0,0,0,0,0
X002304.SZ,0,0.158344772241231,0,0.0341614389288774,0,0,0,0.0359228263172087,0,0,0,0,0,0,0,0,0,0,0.0322991651860996,-0.0224867102939702,0.2047460542046,0,0.0317550582168391,0,0,0,0,0,0,0,0.0591271862958584,-0.0162715554711945,-0.0134168713988575,0,0,0,0,0.0262462883311455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651756568665063,0,0,0,0.029482695664791,0,0
X000725.SZ,0,0,0,0,0,0,0.0454724095870821,0,0,0,0.0192887792350113,0,0,0,0,0,0,0,0,0,0,0,0,0.229390453282631,0,0,0,0.0549526811882718,0.00918262618720073,0,0,0.0370522482631147,0,0.0152220437234973,0,0,0,0,0,0,0.0448938846476268,0.0483476830791432,0.0168123714935162,0,0,0.126619001421453,0,0,0,0.0238121158406612,0,0.0385049106015103,0,0,0,0,0,0,0
X600031.SH,0.0103541359039145,0,0,0,0,0,0.0853297442570572,0,0,0,0,0,0,0,0.245791086930099,0,0,0.239718065466895,0,0,0.018289879455301,0.00492008503032585,0,0,0,0,0,0,0,0,0,0.0177665221630329,-0.0497634272357985,0,0,0,0,0,0,0,0,0,0.0290938926787601,0,0,0,0,0,0,0,0,-0.0152121341996243,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0233659163007877,0.190576755962562,0,0,0,0,0.117021122999967,0,0,0.0333650567026106,0,0,0.149174958933433,0,0,0,0.0442958574074493,0,0,0,0,0,0,0,0,0.032369079220475,0,0,0,0.144236165067994,0,0.00488595068950028,0,0,0,0.0014690925296241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05843678316561,0,0
X000568.SZ,0.246864939649272,0.479091272931927,0,0,0,0,0,0,0,0,0,0.0116081683622639,0,0,0,0.0330561603556596,0,0.0698642665219415,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.00452478899012047,0.00918458986422418,0,0,0,0,0,-0.102625903508307,-0.0362948283028362,0,0,0,0,0,0,0,0.163501583544943,0,0,0.0115113625318768,0.0165958647010625,0,0,0,0,0,0
X600690.SH,0,0,0,0.381595164945439,0.027576135245742,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164131055171844,0,-0.0754476709180982,0,0.0958012506936582,0.0547599172749109,0,0,0,0,0,0,0,0,-0.0528982759469108,0,0,0,0,0.0916821379538076,0,0,0.06628846000206,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274434753553249,0,0,0,0.00585977575102296,0,0
