,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600276.SH,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X300124.SZ,X000596.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002049.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600522.SH,X600703.SH,X000661.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X000157.SZ,X600884.SH,X600702.SH,X600460.SH,X600487.SH,X601799.SH,X000799.SZ,X002236.SZ,X300003.SZ,X600584.SH,X002414.SZ,X600563.SH,X600372.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0177834308220946,0.242131122334691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159890928388223,0,0.0809653793805183,-0.0218905245602739,-0.00406897489258105,0,0.0224016870099813,0,0,0,0,0,0.109770072825657,0,-0.026925456185349,0,0,0,-0.0451992023540975,0,0,0,0,0,0,0,0.0102243612329907,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.167610342414734,0,0,0,0,0,0,0,0.0414982048884944,0,0,0,0,0.0395138032680289,0,0,0,0,0,0,-0.0489273845762205,0,0,0,0,0,0,0,0,0,0,0,0.31480545279137,0,0,-0.00288219938643296,0,0,0,0,0,0,0,0,0,0,0.0187993778436242,0,0,0,0,0,0
X600809.SH,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.161411578418611,0,0,-0.0382742570310123,0,0,0,0,0,0,0,0,0,0,0.0717045674520422,0,0,0,0,0,0,0,0,0,0,0.0657644475987354,0,-0.0933766156997997,0,0,0,0,0.0253196221346487,0,0,0,0.299584520215162,-0.0574193004066167,-0.0143589987638885,-0.171450944634162,0,0,0,0,0
X000568.SZ,0,0,0.16140518900001,0,0,0,0,0,0,0,0,0.0070144955262147,0,0,0.0528223372900457,0,0,0,0,0,0,0,-2.3586434865016e-05,0,0,0,0,0,0,-0.00900733866294733,0,0,0,0,0,0,0,0,0.259112839576345,0,0,0,0.193108839545359,0,0,0,0,0,0,0,0,-0.0286967590458213,0,0,0,0,0,0,0
X002415.SZ,0,0.0524820837894257,0,0,0,0,0,-0.081856186961162,0,0,0,-0.0516877913751796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0891731871123583,0,0.21072559209701,0.0607685646498503,0,0,0,0,0.0594851202321851,0,0,0,0,0,0.534628638553799,0,0.172840071622253,0,-0.19667611779982,0,0,0,0.034736264498509,0,0,0,0,-0.0163166918275058,0,0
X600690.SH,0,0,0,0.131011839115739,0,0,0,0,0,0.129349970450838,0,-0.0399837617595699,-0.0821989389258082,0,0,0,0,-0.0597101251555937,0,0,0,0,0,0,0,0.139407789555685,0,0,0,0,0,0,-0.17454115986815,0,0,0,0,0,0,0,-0.00336388056608318,0.0750569014522249,0,0,0.293613967938588,0,0,0,0,0,0,-0.00997082842934371,0,0,0,0,0,0,0
X002304.SZ,0,0.220731811991629,0,0,0,0,0,0.0144023050203239,0,0,0,0,0,0.0392703050351519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.158231898110718,0,0,0,0.0102227449139411,0,0,0,0,0.110758101097219,0,-0.0344865121852864,0,0,0,0,0,-0.0590047592040154,0,0,0,0,0,0.0505277773737261,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0883129712945907,0.406589948435484,-0.0295890121609291,0,0,0.0670222517286117,0,0,0,0,0,0.0961165185097446,0.0744643175973339,-0.0681237120785839,0,0,0,0,-0.186205677408101,0,0,0,0,0,0,0,0,0.0476751079023572,0,0,0,0,0,0,0.137912599321344,0,0,0,0,-0.11390271241307,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507647262018077,0,0,0,-0.121255387941033,0,0,0,0.177851407023218,-0.084475164202346,0,0,0,0,0,0,0,0,0.0209121985999778,0,0,0,0,0,0,-0.125383304839975,0,-0.0625857641721228,0,0,0,0.203031208562832,0,-0.047863642667127,-0.0215726439714431,0,0,0,0.0391450859632826,-0.0232500090600819,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.337283054986259,0,0.00263191650017563,0,0,0,0,0,0,0,0,0,0,0,0,0.140547092788802,0,0,0,0.0486493236942272,0,0,0.0521878843716547,0,0,0,0.136704648956084,0,0,0,0,0,0,0,0,0,0,0.0709068834418159,0,0.0428688046230261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.103908241681344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254950140347899,0.0513183259304893,0.192667696430292,0,0,0,0.378113913346346,0,0,0,0.0673274004833572,0,0,0,0,0,0,0,0,-0.0304442186508084,0,0.143145223248238,0,0,0,0,0,0,-0.139437635792437,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0272650083064938,0,0,0,0,0,0,0,0,0,0.264316345053751,0,0,0,0,-0.107052519286096,0,0,0,0.0203425554291275,0,0,0,-0.0853410162061478,0,0,0.3383919288025,0,0,0,0,0,0,0.0835127884464886,0.00434314551485879,0,0,0,0,0.212470221976554,0,0,0,0,0,-0.0370975939590006,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.063880607631448,0,-0.0123194062739308,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0933440083809213,0,0,0,0,-0.132339610056038,0,0.293743223951083,0.16492781080024,0,0,0.13155261157864,0,-0.0542571495294537,0,0,0,0,0,0.686119383120851,-0.0248158936829297,0,0,0,0,0,0,0.0346225600856957,0,0,0,0,-0.0120504352489313,0,0,0,-0.0168346107228244,0,0
X300124.SZ,0,0,0,0,0,-0.0553464942299717,0,0.180488647172147,0,0,0,0.105104651041525,-0.0576207724499531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201213812635189,0,-0.0934794800670445,0,0.0829316753753827,0,0,0,0,0.0551320693579151,0,-0.0615538279139847,0,0,0,0,0,0,0,0.0340542408881121,0,0,-0.00574574324284411,0.0711514571072567,0,0,0,0,0,0
X000596.SZ,0,0.0731097406444442,0,0,0,0,0.118795012815544,-0.113561849438614,0,0,0,0,0,0,0,0,0,0,0,0.0583033134717863,0,0,0.213327021275559,0,0,0,0,0,0,-0.00583670627579761,0,-0.0579599769605037,0,0,-0.0461056241985736,0,0,0,0.387329844767692,0,0,-0.101996851160537,0,0,0,0,0,0,0,0,0,0,-0.0436790624812913,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0855145846229924,0.0764394995420622,0,0,0,0,0,0,0,0,0,0,0,0,0.0851288805461303,0,0,0,0.186754865558637,0,0,-0.0194220867337984,0.274255448885015,0,0,0,0,0,0,0.109726652428306,0,0,0,0,0,0.0924200533458681,0.0477504930608886,0,0,0,0.0161532666419526,-0.0301359202543326,0,0,0,0,0,0
