,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X600066.SH,X600741.SH,X002292.SZ,X600031.SH,X002236.SZ,X002475.SZ,X600118.SH,X002506.SZ,X002049.SZ,X000559.SZ,X002241.SZ,X000157.SZ,X600372.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600089.SH,X002085.SZ,X600177.SH,X002294.SZ,X002074.SZ,X600867.SH,X600582.SH,X300124.SZ,X002465.SZ,X002180.SZ,X600498.SH,X601877.SH,X002007.SZ,X000869.SZ,X002456.SZ,X000550.SZ,X300001.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.226917520469407,0.0863692450211199,0,0.345002184132227,0,0,0,0,0,0,0,0,0,0.0256941978366806,-0.0374857594143749,0,0,0,0,0.0700835224013069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333516544449997,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0769970993985161,0,0,0,0,0
X600104.SH,0,0,0.192124297675622,0.0116533140209143,0,0,0,0,0,0,0,0,0.0775122061590079,0,0.240864557930581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011865930106064,0,0,0,0,0,0,0.0789731764816598,0,0,0,0.0518436756939262,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.219681288923352,0,0,0,0,0,0,0,0,0,0,0.288527429825697,0,0.0100136209098943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107451353574577,0,0,0,0,0,0,0,0,0,0,0,0,0.225736182387461,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0.193794846476624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612646855609595,0,0,0.296504372981127,0.0390632714761818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199293998339088,0,0,0,0,0,0
X002304.SZ,0.251772255489519,0,0,0,0,0,0,0,0,0.0465661941908634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843907712839508,0,0,0,0.118416570576207,0,0,0.045998983230042,0.151390531075887,0,0,0,0.0757697882930003,0.0431783498530472,-6.93889390390723e-18,0,0.0196557392586389,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0147204655480131,0,0,0.0582982579333509,0,0,0,0.112357094169248,0,0,0,0,0,0,0.0974774175078145,0,0,0,0,0,0,0,0.0309254223460761,0,0,0,0,0,0,0,0,0.0863219111992607,0.00846779987925936,0,0.186827736765424,0,0,0,0,0,0.0449149540010636,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0473706286871407,0,0,0.0564737247028317,0,0,0,0,0,0,0,0,0,0,0.0952882087679066,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0298432839919786,0,0.0778250952740884,0.0256389826557008,0,0,0.0104539408220755,0,0,0,0.0146213633893274,0,0,0,0,0.0136465004620463,0.0134353891488627,0,0,0,0,0,0
X000725.SZ,0,0,0.184593793500862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837019991373596,0,0,0,0,0,0,0.0744130788401327,0,0,0,0,0.115485921512028,0,0.248487172882242,0,0,0,0,0.0591396949383518,0,0,0.038726064492121,0,0,0,0.0510753535119127,0,0,0,0,0,-0.0156091104620513,0,0,0,0,0,0
X000625.SZ,0,0,0,0.128314991417302,0,0,0,0,0,0,0,0,0.100957600433263,0,0,0,0,0,0,0,0,0,0.370714358428186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0393477024323026,0.048124172916772,0,0,0,-0.0357624364653889,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101503363709626,0,0,0,0,0,0,0.376923302543452,0.00305154403486606,0,0,0,0,0,0,0,0.143687190166305,0,0.104152423866605,0.0199980489787507,0,0.0527024640461597,0,0.0359426472797658,0,0,0.063964948119873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,-0.0868680412543901,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16750087070603,0.273300757684083,0,0,0,0,0,0,0,0,0,0,0.178663606280199,0.351821678334053,0,0,0,-0.0363352569845044,0,0,-0.277711554338688,0,0.000341936122324978,-0.032785879247411,0,-0.474377127931733,0,0,0,0,0.290956141335757,0,0,-0.0629784928133321,-0.114733211617989,0,0,0,0,-0.0889055745677295,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057186437309463,0,0,0.0655083693303568,0,0,0,0,0,0,0,0.0966517580550575,0,0,0,0,0.10595266071335,0,0,0.0840416533048253,0.0436753869313899,0.0406336255505319,0,0,0.134008724723428,0,0.133265690454692,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.030012356562436,0,0,0,0,0,0.253401668787204,0,0,0,0,0,0,0,0,0,0,0,0.0985331422676827,0,0.0667239733032347,0,0,0,0,0,0,0,0,0,0,0,0,0.0234817454890662,0,0,0,0.0014818625292315,0.0490865455103652,0,0,0.179465326526321,0,0,0,0,0.0260487199286649,-0.0157961923896661,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0.16165854494274,0,0,0,0,0,0,0,0.110300007446436,0,0,0,0,0.174253925947377,0,0,0,0,0,0.0993651020183708,6.93889390390723e-18,0,0.0621549354677877,0,0,0,0,0.0292889201514741,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.218560473886569,0.0493272907733726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335776490692177,0,0,0,0,0,0,0,0.316914631557705,0,0,0,0,0,0,0,0.0363710322636934,0.0571455479603585,0,0,0.068563890751363,0.0131889354956448,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862206885548349,0,0.0520391657320626,0,-0.0259337232490432,0,0,0,0,0,-0.364118853899977,0,0,0.217711221460567,0,0,0,0,0.0794630206960505,0,0,0,0,0.0930761212012771,0,0.61130343127287,0,0,-0.0162020972116903,-0.0787863110628186,0,0,0,0,0,0
X600031.SH,0,0,0,0.0272628221210265,0,0,0,0,0,0.205492064765236,0.0418260042624868,0,0,0,0,0,0,0,0,0,0.0193573632190125,0,0,0,0.177338844086552,0,0.131527962093424,0,0,0.139085759262322,0,0.153149332916273,0,0.0240658595444361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209699669071594,-0.0174131149711551,0,0,0,0,0,0
