,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600031.SH,X600276.SH,X000100.SZ,X000338.SZ,X600741.SH,X600372.SH,X000157.SZ,X002241.SZ,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X600118.SH,X002236.SZ,X601877.SH,X000581.SZ,X600177.SH,X000550.SZ,X002475.SZ,X002129.SZ,X600582.SH,X000800.SZ,X000568.SZ,X300124.SZ,X002294.SZ,X002292.SZ,X000623.SZ,X600060.SH,X000559.SZ,X300003.SZ,X000050.SZ,X000977.SZ,X000400.SZ,X300146.SZ,X002456.SZ,X002465.SZ,X000869.SZ,X600839.SH,X002038.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.178451730247129,0,0,0.131895867164477,0,0.111590718956954,0,0.12456400400242,0,0.258979647350831,0,0,0,0,0,0.150458560429415,0,0,0,0,0,0.029297690285216,0,0,-0.0457511877647969,0,0,0,0,0,0,0.0079523325843613,0,-0.00460190187727881,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X600519.SH,0,0,0.0287851836071998,-0.00109396491815242,0,0,0.0616761897258233,0.106965080535991,0.0526646026491564,0,0.104917688816278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178838881152856,0.0143807515845355,0.0458142207057786,0,-0.0540197716693448,0,0,-0.0205428023692491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00598853035423972,0,0,0,0,0,0
X000651.SZ,0.189556792882451,0,0,0,0.220788616075333,0.0489897579859975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393340598150956,0,0,0,0,0,0,0,0,0,0,0,0.111830251861216,0,0.0439835046999241,0,0,0,0.0230157202502461,0,0,0,0,0,0,0,0,0,0.181684515129079,0,0,-0.00931381166865826,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.368199930464765,0,0,0,0.0109448243684061,0,0,0.152154232866271,0,0,0,0,0,0,0.024830733331244,0,0,0,0.187620293827827,0,0,-0.186501308132612,-6.93889390390723e-18,0,0,0,0.132791637373249,0,0.18570552551781,0,0.0167926495053434,0,0.00360856703882735,0,0,0,0,0.138200282668123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.134841691059511,0,0.00262565161707545,0,0.198777073199973,0,0,0,0,0,0.089898122874376,0,0,0,0.11625658297923,0,0,0,0,0.0864595865976664,0.0593345912581522,0.0923020597422533,0,0,0.0286859479414861,0,0,0,0,0,0,0,0,0.116396026380493,0,0.143357973127159,0,0,0,0,0.0127906539622366,0,0,0,0,0,0
X000625.SZ,0.12743980607955,0,0.176219528414231,0,0,0,0,0.214230349203847,0,0.0671891697288196,0,0,0,0,0.014377364351425,0,0,0,-0.104249676254044,0,0,0,0,0,0,0,0,0.306064294600036,0,0,-0.103455849801007,0,0,0.00232104206546922,0,0,0,0,0,0,0.00178765515469017,0,0,0,0,0,0,0,0,0,0,-0.00190905320638006,0.0263249151346196,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.164015383461345,0,0,0.0330702689089735,0.0667432098771252,0.0840314874893056,0.249523165363167,0,0.041752112703416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122059393327465,-0.0589874743568788,0,0,0,0,0,0.0270938938905088,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.266071715873556,0,0,0.0615157206275495,0,0.320375087845935,0,0,0,0,0,0,-0.182285625008539,0.0688936824580865,0,0,0,3.46944695195361e-18,0,0,0.0340070366594626,0.234601788994763,0,0,0,-0.00508978550623509,0,-0.0416490270598969,0,0,0,0,0,0,0,0,0,0,0,0,0.110119213053473,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X600690.SH,0.0264436058996204,0,0,0,0,0,0,0,0,0.00596499104164009,0,0,0.237484865418796,0.141197405899943,0,0,0,0,0,0.0158225181934052,0,0,0,0,0,0,0.127579180937891,0.125724862076033,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521485098114859,0,0,0,0,0,0,0,0,0,0,0.000499682156077571,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0697265060070648,0,0,0.197530321668116,0.00675242231243891,0,0.0665747514498909,0,0.0331489685769206,0,0,0,0,0,0,0,0.0769749972495909,0,0,0,0,0,0,0,0,0,0.112129810039193,0.0379632190697407,0,0,0,-0.0384033908777423,0,0,0,0,0,0,0,0,0,0,-0.00818874603997206,0,0,0,0,0,0
X600031.SH,0.161205031742288,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.816652891065763,0,0,0,0.0167269929560951,0,0,0,0,-0.00452810121653394,0.0170065025397036,-0.0589987632542403,0,0,0,0,0,0,0,0,0.00430559714079806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202126384351252,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.00780836892364149,0,0,0,0,0,-0.0846654477014713,0,0,0.152401083021579,0,0.00930963023200447,0,0,0,0.0582643717663473,0.165594907872806,0,0,0.00554945479438024,0.125598061385689,0,0,0,0,0,0.0764076436101658,0,0,0,0,0,0,0,-0.0895599907090055,0.00254945873448904,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.00575120272489568,0,0,0,0,0,0,0
X000100.SZ,0.0450523468934769,0,0,0,0.209185090538963,0,0.075057410475945,0,0.0582414010951931,0,0.0471495837899558,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0153718013471803,0,0.0039670197926676,0.0315319289356134,0,0,0,0,0,0,0,0,0,0.303517968323239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219739348659358,0,0,0,0,0,0
