,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X000338.SZ,X600703.SH,X000568.SZ,X600741.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002236.SZ,X002008.SZ,X002456.SZ,X002007.SZ,X000100.SZ,X600487.SH,X600566.SH,X600498.SH,X000625.SZ,X000661.SZ,X002179.SZ,X600867.SH,X300146.SZ,X600809.SH,X000596.SZ,X600177.SH,X002180.SZ,X002294.SZ,X000157.SZ,X002506.SZ,X300142.SZ,X600089.SH,X300136.SZ,X600066.SH,X600372.SH,X002241.SZ,X000977.SZ,X600522.SH,X000981.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.781687159642652,0,0,0.0904256625855605,0,0,0,0,0,0,0,0.0398427416127841,0,0,0,0,0,0,0.00787509161835518,0,0.101865947183018,0,0,0,0,0,0,-0.00366754053624679,0,8.67361737988404e-19,0,-0.0330782396751391,0,0,0,0,0,-0.0152131412292708,-1.73472347597681e-18,0,0,0,0,0,0,0,0.010116836110668,0.00396216661562631,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.160300922446748,0,0,0,0,0,0.0776740607970002,0,0,0,0.0916016762366973,0,0,0,0,0.112272890648921,0,0,0,0,0,0,0.0762447280168566,0,0.030648216422386,0,0,0,0.0537149683765436,0,0,0,0,0,0,0,0,0,0,0,0,0.205296341790345,0,0,0,0,0,0.00625273742895396,0,0,0,0,0,0
X002415.SZ,0,0.0580158215779638,0,0.0315196498655712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620961500086504,0,0,0,0,0,0,0.17928919664804,0,-0.116286366277427,0,0,0,0,0,0,0.0816235470893726,0,0,0,0,0,0,0,-0.0488429456613762,0,0,0,0,0,0.185138185145177,-0.0391594428376008,0.0928181794268203,0,0,0,0,0,0
X600276.SH,0,0.0257050942247524,0.0474733294996151,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0.326240510993377,0,0,0,0.117847456578858,0,0,0.0860505683482174,0,0,0,0,0,0,0,0.0782284593283246,0.337737621738655,0,0,0,0,0.0373554230489792,0,0,0,0,0,0,0,0,0,0,0,0.0140934240107055,-0.00806343882229755,0.0266594648394367,0.0325664527757497,0,0,0,0,0,0
X000651.SZ,0.120402610380201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282073302129712,0,0.067654669336953,0,0,0.119177749018383,0,0,0,0,0,0,0,0,0,0,0,0.0210372858809791,0,0.0900881043638797,0,0,0,0,0,0,0.0605992906927879,0,0,0.0272029863826233,0,0,0,0,0,0,0,0.00500703108885354,0,0,0,0,0,0,0
X000858.SZ,0.0658278104788034,0,0,0,0,0,0.193467803834993,0,0,0,0,0,0,0,0.0932399641533536,0,0,0,-0.00531986715860146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277919693436547,0.211174722706281,0,0,0,0,0,0,0,0,0.0524136461000554,0,0,0,0,0,0,0,0.0229900789020129,0.00375371703204086,0,0,0,0,0,0
X002304.SZ,1.0842021724855e-19,0,0,0,0,0.335851731402061,0,0,0,0,0,0,0,0,0.384884773864869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184846898559495,0,0.0638650217239076,0.0616265353853728,0.221801023940947,0.0580451349953802,0,-0.0704283571119685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153557711271205,0,0.0454826722941286,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.021798956670924,0,0,0,0,0,0,0,0,0,0.0764656185664604,0,0.078877473596141,0,0,0,0,0,0.286783462194449,0.142686282475932,0,0.209739605846494,0,0.06963451474134,0,0,0.0139089083652185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921124014488414,0,0,0,0,-0.000385441990419407,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.201759929495927,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.270600039432317,0,0,-0.0194341026584353,0,0,0,0,0,0.00553059015852021,0,0,0,0,0,0,0,0,0,0,0,0.149355616394067,0,-0.0423382717000273,0.188121894286376,0,0,0.220821772096532,0,0,0,0,-0.0124131431130711,-0.00596552797571675,0,0,0,0,0,0
X000063.SZ,0,0,0.29687620320982,0,0,0,0,0,0,0,0,0.194937599153114,0,0.154819767198596,0,0,-0.0695840530617998,0,-0.0395991231431186,0,0.0340464549536571,0,0.248432312441093,0,0,0.112232025921302,0,0.116537802744537,0,0,0,0,-0.110683883907063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102584356648531,-0.108018819508919,0,0,0,0,0,0
