,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002304.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002007.SZ,X600741.SH,X300003.SZ,X600183.SH,X000100.SZ,X002371.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X000977.SZ,X601877.SH,X002236.SZ,X000625.SZ,X300142.SZ,X300124.SZ,X000157.SZ,X002129.SZ,X002463.SZ,X600498.SH,X002456.SZ,X002179.SZ,X600271.SH,X002223.SZ,X600118.SH,X000066.SZ,X300136.SZ,X600584.SH,X600177.SH,X600487.SH,X002414.SZ,X002008.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.385496371569857,0.0754343099272015,0,0,0,0,0,0,0,0,0,0.0412287532974023,-0.106947191705655,0,0,0,0.204457632643861,0,0,0,-0.0131188201367924,0,0,0,0.102551267785575,0,0,0,-0.106763463099847,0,0.148225292466516,0,0,0,0,0.00713147579200647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12872268915965,-0.0151214353191746,-0.0139702386557851,0,0,0,-0.189128027293471,0,0
X000858.SZ,0.0291167300341967,0,0,0,0,0.0622841619522299,0,0,0.0760623248676383,0,0,0,0.375811142960989,0.108967744396903,0,0,0,0,0,0,0,0,0,0,0.196165171586717,0,0,0,0,0,0.0549452640639321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00263397527087546,0,0,0,0.00110173309925774,0.0124853978168886,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130579151649602,0.0530324160223246,0,0.00693148312246572,0,0,0,0,0.034953682022569,0.00119381671676008,0.0585383336977092,0,0,0,0,0,0,0,0,0,0.00667236539397968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934250736939488,0,0,0,0,0,0
X000651.SZ,0,0.0201263423343352,0,0,0,0.0506940619170626,0.0112221626242629,0,0,0,0,0,0.244854516340013,0,0.130044772550101,0,0,0,0,0,0,0,0,0,0,0,0,0.0091276526939927,0,0,0,0.2113357889805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000440515440474297,0,0,0,0,0.0124623135665706,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0909627496774876,0,0,0,0,0,0.0369101687796239,0,0,0,0,0,0,0,0,0,0.0561971858342526,0.0330034306274109,0.0716874832770878,0.0154775590437507,0,0,0,0,0.136490782247486,0,0,0,0,0,0.0369446072480092,0,0,0,0,0,0.0649881317225085,0,0,0,0,0,0,0,0,0,0.0273659857882711,0,0,0,0,0,0
X600104.SH,0,0.236698265729149,0,0,0,0,0,0,0,0,0,0,0,0,0.0906123246581416,0.0765499645154755,0,0,0,0.00393838398011875,0,0,0,0,0.0868492068338901,0,0,0.084921797678705,0,0,0.164594919590232,0,0,0,0.0118336985347429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571890471655417,-0.00595118296576763,0.0258652549888792,0,0,0,0,0,0
X002475.SZ,0,0,0,0.00497309381385375,0.205008900799113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181385455079869,0,0,0,0.0280749057785262,0,-6.93889390390723e-18,0.271446518641557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894246857250973,0,-0.0667650156428652,0.208575557456777,0,0,0,0,0.113883033916658,0,0,-0.0151684428627705,0.0231233154814784,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.16117020551206,0,0,0,0,0,0,0,0,0,0,0,-0.0313840076358173,0,0,0.0580719810025306,0,-0.100530369207301,0,0.15754675047624,0,0,0,0,0.0733612149671858,0,0,0,0,0,0.368162233002717,0,0,0,0,0.0431156150826542,0,0,0,0,0,0.00362228898792489,0,0,0,0,0.0580689052273469,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.100571860455217,0.0508990832664091,0,0,0,0,0,0,0,0.0841751105804642,0,0,0,0,0,0,0,0.0852289908486677,0,0.0695188240736994,0.0160611907633981,0,0,0,0,0,0,0,0.432161603002477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222400158036095,0.00111608888321258,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0562009002945773,0,0,0,0,0,0.121114691725204,0,0,0,0,0,0,0,0,0,0,0,0.0255830126799214,-8.67361737988404e-19,0,0,0,0,0,0,0.19190823558296,0,0.00716847576629331,0,0,0,0,0,-0.0522027631758478,0,0.102833904018562,0,0.0595984690893401,0,0.123799278681047,0,0,0,0,0.0816644866787444,-0.0121628721154893,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841691280954824,0,0,0,0,0,0,0,0.0167786524692782,0.507315977378123,0,0,0.0387188990803787,0,0,0,0,0,0.111526755933608,0,0,0,0,0.0151306280378301,0.0440042758197052,0,0,0,0,0,0.0213907871696753,0,0,0,0,0,0,0,0.0112126930977361,-4.33680868994202e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.245685339411068,0,0.0827388986424026,0,0,0,0,0,0,0,0.0329548142836843,0.0037924346381308,0,0,0,0,0,0,0.0811377678940715,0,0,0,0,0,0.005617540491723,0,0,0,-0.0161851588870545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.361617788953198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473572315245915,0,0,0,0.0235044664191493,0,0,0,0,0,0.0189658263373095,0,0,0,0,0,0,0,0.0392522252402966,0,0,0,0,0,0,0,0.0325035842257611,0,0,0,0,0,0,0,0.00926062525427545,-0.01224440285881,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0.205275962597979,0,0,0,0,0,0.0164211295483451,0,0,0.102507656186263,0,0,-0.044782525760162,0.115173947931154,0,0,0,0.0665958507545483,0,0.220097062147784,0.0443117947853394,0,0,0,0,0,0,0,0,0,0.1509342538932,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.291850450792751,0,0,0.136696614833408,0,0,0,0,0,0.170719470463947,0.148467827277389,0,0,0,0,0.0435712103838659,0,0,0.016308902336484,0,0,0,0,0.120083445021038,0,0,0,0,0.020674885106062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202667517759972,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449692687720623,0,0,0,0,0,0,0.169112716873579,0.114709655215865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975824843483765,0,0,0,1.73472347597681e-18,0,0,0.0615940450950273,0,0,-0.00306283306874101,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.161445421285174,0,0,0,0,0,0,0,0,0,-0.0787103238405407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118597636797822,0,0.0500429711602798,0.0916815526348074,0,0,-0.0586836176015872,0,0,0,0.577155881694996,0,0,0,0,0,0,-0.00524840609299648,0.018056801144283,0,0,0,0,0,0
