,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X600031.SH,X000625.SZ,X002371.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002236.SZ,X000100.SZ,X600089.SH,X002049.SZ,X600372.SH,X000157.SZ,X600741.SH,X000661.SZ,X600584.SH,X000977.SZ,X002241.SZ,X601877.SH,X600522.SH,X601799.SH,X002463.SZ,X600702.SH,X000733.SZ,X002074.SZ,X002007.SZ,X000800.SZ,X002028.SZ,X300142.SZ,X002180.SZ,X600183.SH,X600487.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.320553597091095,0.0257848483207368,0,8.67361737988404e-19,0,0.0224554858331653,0,0,0,0.211089429311949,0,0,0,0,0,0,0,0,0,0,0,-0.124694407005525,0,0,0,0,0,0,0,0,0,0.0256618054022287,0,0.00458317522664133,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0155204722357734,0.0367900504106541,0,-0.00941055083108756,0,-0.00335939844357676,0,0.0380320353257825,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322927058912428,0,0,0.181490236538683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256310740509242,0,0,0,-0.17572518239969,0.00809707920763653,0,0,0,0,0,0,0.220685080661814,0,0,0,0,-0.00116296315747236,0,0.00893984449455775,0,0,0,0,0,0
X000568.SZ,0.0706929647313617,0.39844828135296,0,0,0,0.0563978174246635,0,0,0,0,0,0,0,0,0.399127003523358,0,0,0,0.0665970786726952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119517733484136,0,0,0,0,0.0821890493978464,0.109152846775621,0,0,0,0,0,0,0,-0.177935963657777,0,0,0,0.0103088588137303,0.0289583169915831,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0745855659928793,0,0,0,0,0,0,0,0.0871059557449878,0,0,0,0.0167754331329188,0.114427168119528,0,0,0.020173465214567,0,0,0.201646128385373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214918480968765,0.0274779800005017,0,0,0,0,0,0,0,0,0,0,0.0178319020196894,0,0,0,0,0,0,0
X600809.SH,0,0,0.26871948848287,0,0,0,0.0190632714562573,0.0239237217367611,0,0,0,0,0,0,0,0,0,0.0224102943682747,0,0,0,0.05016126203786,0,0,0.137036244564858,0,0,0,0,0,0.00504893815680389,0,0,-0.0953529688619451,0.0292675023406958,0,0,-0.0119490562358192,0.0485684529761349,0.301313036402907,0,0,0,0,0,0,-0.102442771163356,0,0,0,0,0,0.0151902553192021,0,0,0,0,0,0
X600276.SH,0,0,0,-0.167042282955453,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.260727578268108,-0.109157615541232,0,0,0,0,0,-0.311509983352809,0,0,-0.0479881065524523,0,0,0,0.526954861819782,0.119883496831741,0,0,0,0,0.0369380793629135,0.130319180397685,0,-0.030576718785221,0,0,0,0.388036830090139,0,0,0,0,0,0,-0.0331995057927023,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282824034812081,0,0,0.0130145632999853,0,0,0,0,0,0,0,0,0,0,0.0430945327358884,0,0,0,0,0,0.00257966749983917,0,0,0,0,0.0384770021669777,0.0793640994809591,0,0,0.13911833937928,0,0,0,0,0,0,0,0,-0.021401098937429,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.00289312400281555,0,0,0,0,0,0,0,0.130950162621371,0.136470830403646,0,0,0.0612512916031356,0,0,0,0,0,0,0.0309912354820975,0,0,0.101318667703256,0,0,0,0,0,0,0,0,0,0,0.11771189575156,0,0.0518216144684591,0,0,0,0,0,0.136005444087881,0,0,0,0,-0.112766143269798,0.18248708578308,0,0,0,0,0,0
X000651.SZ,0,0,0,-0.104985563675617,0,0,0.0533348334063988,0.197690961488589,0,0,0,0,0,0,0,0,0,0.0742408170727181,0,0.0634977699966386,0.0579164581084947,0,0,0,-0.0312035003219975,0,0,0,0,0,0,0,0,-0.00454798359667206,0,0,0,0,-0.0241886493184182,0,0,0,0,0,0,0,0,0,0,0,0,-0.00728866544341069,0,0,0,0,0,0,0
X002304.SZ,0,0.405942688841496,0,0,0.130555055957337,0,0,0,0,0,0,0,0,0,0.0185614894240859,0,0,0.0557911987354576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201057471185784,-0.0151692886856065,0,0,0,0,0.00187278171077133,0.0661291928564209,0,0,0,0,0,0.0197989317427041,0,0,0.0326628469172949,0,0,0.00400672226850526,0,-0.145906615830117,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.135491752374224,0,0,0,0,0,0,0,0,0,0,0.0495925824201457,0,0,0,-0.0655544847644071,0,0,0.0494612852547188,0,0,0,0,0,0,0,0.181246098511348,0,-0.0800994629465806,0,0,0,0,0,6.93889390390723e-18,0.0993396063121182,0,0,0,0,0,0.268914638592779,0,0,0,0,0,-0.0359940624341416,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0366078044833511,0,0.107287807064275,0,0,0,0,0,0,0.0449767687836801,0.0713872537345871,0,0.071300775827128,0,0,0,0,0,0,0,0,0,0.162054427750909,0.158727573764087,0,0,0,0,0,-0.023975739666819,0,0,0,0,0.0545131073428356,0,0,0.0855811521075078,0,0.0406428941089437,0,0,-0.0157111043248331,0,-0.00628081517326913,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0.0261513196777371,0,0,0,0,0,0,0,0.10333436647721,0,0,0,0.0984550460154728,0,0,-0.123683460969854,0,0,0,0,0,0,0,0,-0.17413782391899,0,0,0,0,0,0.0332261753118711,0,0.081701943082219,0,0,0.0344048092294668,0.0364159397031081,0,0,0,0,0,0,-0.112117194612973,0.00518005691363833,0,-0.0514579742434807,0,0.00732885290882198,0,0,0,0,0,0,0
