,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X600703.SH,X000157.SZ,X000100.SZ,X600271.SH,X002236.SZ,X300142.SZ,X002007.SZ,X300124.SZ,X300003.SZ,X002008.SZ,X002179.SZ,X600498.SH,X002506.SZ,X000977.SZ,X600487.SH,X600177.SH,X000625.SZ,X600183.SH,X002371.SZ,X600776.SH,X600522.SH,X600066.SH,X600867.SH,X300146.SZ,X000050.SZ,X000066.SZ,X002129.SZ,X002049.SZ,X600089.SH,X600118.SH,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0507616424190076,0,0,0,0,0,0,0,0.10481654394309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160712683679774,0.1246135431746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857602070600602,0,-0.0276398142456184,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.113627575916133,0.196153624274779,0.0213380861566086,0,0.0826128010434502,0,0.135400994800545,0,0,0,0,0,0.06754998449213,0,0,0,0,0,0,0,0,0.0869944595276195,0,0,0,0,0.111709383996312,0,0,0,0,0,0,0,0,0,0,0,0.107260475138505,0,-0.0526314911893073,0.00120698142105264,0,0,0,0.01670356763359,0,0
X000651.SZ,0,0,0,0,0,0,0.0925844719012631,0,0,0,0.326152013276454,0,0,0.292075933571107,0.138840198143652,0,0.123972878840464,0,0,0,0,0,-0.0260157105570813,0,0,0,0,0,0,0,0,0.046641932916373,0,0,0,0,0,0,0,0,0,0,0.00814451339842289,-0.0875791277326063,-0.0535566857190139,0,0,0,0,0,0,-0.022778187414714,0,0,0,0,-0.0118500597633859,0,0
X600104.SH,0,0,0.161535515156747,0,0,0.00779209331701804,0,0,0,0.0575458699466968,0,0,0.0218305777813203,0.0146254921347239,0.0988921852371761,0,0,0,0,0,0,-0.0364932328820872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227181919851115,0,0,0,0,0.0041843239172754,0,0,0.0655836384239042,0.0594655563327299,0,0,0,0,0,0,0,0,0,0,0,0.00242812860519282,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0261533874217246,0,0,0.152359671300189,0.00195996783035895,0,0.0663337878303415,0,0,0,0,0,0,0,0.267012659442912,0,0,0.221632699058604,0,0,0,0,0,0,0,0,0.0482478716458028,-0.0302939976336067,0,0,0,0,0.0275943545856067,-0.034203996113257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0486597263637898,0,0.243871305981199,0.0660349469789406,0,0,0,0,-0.0183804458513801,0,0,0,0.556635447462722,-0.0447380709333517,0.0499403858014723,0,0,0,0,0,0,-0.125962997723064,0.151367888298218,0,0,0,0,0,0,-0.00824419634537616,0,0,0,0,0,0,0,-0.0309807529122287,0,0,0,0,0,0,0,-0.000863992614519984,0,0
X002304.SZ,0,0.185273227112054,0.241375605976885,0,0,0,0,0,0,0,0.0838361724571404,0,0,0,-0.0346258394564893,0.110537348875333,0,0.114360062850663,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0633188027484755,0,0,0,0.0762040131931997,-0.0437163270079557,0,0,0,0,0,0,0.00932399028020578,0,0,0,0,0,-0.0134494017142116,-0.0197981620630561,0,0,0,0.0178568359625348,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206342036803551,0,0,0,0,0,0.00840294646801379,0,0,0,0,-0.053308610984274,0,0.223377513651312,0,0,0,0,0.150042750196196,0,0,0,0,0.247363374327411,0,0.262655204882844,0,0,0,0,0,0,0,0.0689269465098714,0,0,-0.0676017819935143,0,0.015198439679403,0,0,0,0,0,0,0
X000725.SZ,0,-0.0256730298226051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193990553518891,0,0.209184105575609,0,0,0,-0.010394118767992,0,0,0,0,0,0,0.07680262943122,0.0603641803299239,0,0.0436886515431036,0,0,0,0,0.0310209111236458,0,0,0.342481218864231,0,0.052807299142476,0.0928965130815141,0,0.0208655834958984,0,0,0.000358183226535073,0,0,0,0,0.0212137469174137,0,0
X000568.SZ,0,0.229251567995301,0,0,0,0.0415494413284755,0,0.00259457738463386,0,0,0,0,0,0.0356560325981276,0,0.0153889763371403,0,0.197530217887963,0,0.0910789180787202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167993445204577,0,-0.0425907785407018,0,0,0,0,-0.0200190432372986,0,0
X600031.SH,0,0,0.238537608694691,0,0,0,0,0,0,0,0,0,0.172183648267456,0,0,0.161599282787255,0,0,0,0,0,0,0,0,0.00381444736417669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231110119958183,0,0,0,0,0,0,-0.0316269483583645,0,0,0,0,0.0381665663913437,0,0
