,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000063.SZ,X000725.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X000977.SZ,X600522.SH,X601877.SH,X601799.SH,X002074.SZ,X002463.SZ,X000800.SZ,X002007.SZ,X600702.SH,X600183.SH,X300142.SZ,X000066.SZ,X002180.SZ,X002028.SZ,X300003.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.041475423191255,0.000405588729381408,0.305848235274251,-0.0222969714459263,0,0,0.013790240107506,0,0,0.164065093349901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578335964532351,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0123178901637454,-0.0134288309794932,0.0718724290606205,-0.00158203602701434,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.229820557699906,-0.111852992389595,0,0,0,0,0.181335036274399,0,0,0,-0.0219507576551032,0,0.0408175476190402,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0295287297053422,0,0,0,0,0,0,0,0.138314429310229,0,0,-0.0149548786876217,0,0,0,0,0.249161949401135,0,0,0,0,0.0330168915707874,0.110377845125213,0,0,0,-0.0180385308681553,0,0,0,0,0,0
X002415.SZ,0,0,0,0.112910295505182,-0.129904861801218,0,0,0,0,0,0,0,0,0.0084323921675654,0,0.121930131218577,0,0.0858907085418958,0,0,0,0.00262982172836051,0,0,0.0174833613411887,0,0.137790354319597,0,0,0.0473984769086125,0,0,0,0,0.0523746013792409,0,0,0,0,0,0,0,0.138946671473009,0,0,0,0,0,0,0,0.0829343599496465,-0.00415153011923617,0,0,0,0,0,0,0
X000568.SZ,0.462529094865835,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.250286189625162,0.00604383345011046,0.00897147602840543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355803342987722,0,0,0,0,0.0162261540731251,0,0,0.175458846994825,0,0,0,0,0,0.0219305496673631,0,0,0.0143728794283899,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213810155684358,0,-0.10452513970861,0,0,0,0,0,0,0,0,-0.266367788927158,0,-0.167013505264793,0,0,0,0.455762683396382,0.134846158306354,0.0596071654155869,0,0,0,0,0,0,0,0,0,0.158261493997032,0,0,0,0,0,0,-0.0155548189657597,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.533829538774783,0,0,0,0,0,0,0,0,0,0,0,-0.017527496890749,0.189884801052842,0,0,0,0,0,0,0,0,0,0.104916406682932,0,0,0,0,0,0,0.028950678881724,0,-0.137174363829776,0,0,0,0,0,0,0,-0.035667769613102,0,0,-0.064431931638908,0,0,0,0,0.00674841540509738,-0.0353001594186028,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680799893193093,0,0,0,0,0,0,0,0,0,0,0.0856988749083685,0,0.0608128117359541,0,0,0,0,0,0.0141333042197238,0,0,0,0,0.195659828351208,0,0,0,0,0.269386670403169,0.0735286738349443,0,0,1.38777878078145e-17,0,0,-0.0697976709922969,0.104666800927843,0,0,0,0,0,0
X600690.SH,0,0.112506053427447,0,0,0,0,0.0687598708621778,0,0,0.0199512892557712,0,0,0,0,0,0.012733046237798,0,0,0.0119580611746149,0.0435095521080492,0,0,0,0,0,0,0.0008386160710397,0,0.0951105127609482,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.052962449128652,0.0734975757859282,0,0,0,0,0,0,0,0,0.020258853103881,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.239631677233175,0,0,0,0,0.132577543962943,0,0,0,0,0,0,0.189270516917835,0,0,0.0506792932136143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179977346046181,0,-0.0458721893840524,0,0,0,0,0.114295937146362,0,0,0,0.0665475303007442,0,0,0.0398669087072511,-0.072635312799972,0.0260633445547614,0,0,0,0,0
X002304.SZ,0,0.460877120837456,0,0.118944079257307,0,0.0565612920249778,0,0,0,0,0,0,0,0.0545211498984169,0,0,0,0,0.122277034767045,0,0.000219695794238892,0.047593845013953,0,0,0,0,0,0,0,0,0.0162283413248071,0,0,-0.11882267532481,0,0,0,0,0,0,0,0,0,0,0.0745708557483264,0,0,0,-0.102028022419265,0,0,0.00578721627835972,0,-0.112422246073113,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0942210736184678,0,0,0,0,0,0.0819960725499924,0,0,0.0797448704752505,0.132266526257574,0,0,0,0,0,0,0,0,0.00790347567690239,0,0.0746496967541474,0,0,0,0,0,0,0,0.1458755347584,0,0,0,0.0160689057284821,0,0.0329393730110186,0,0,0,0,0,0,-0.012732943511162,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.1135041598943,0.280475060280305,0,0,0,0,0,0.0519788365394058,0,0,0,0.10217054110699,0,0.000572357639713049,0,0,0.037342635258535,0,0,0.0301174335779061,0,0,0,0,0.120743642261804,0,0.0594441420585641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605093518699992,0.0965115371951288,0,0,0,0,0
