,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000725.SZ,X002371.SZ,X003816.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X000977.SZ,X600372.SH,X002241.SZ,X601877.SH,X600741.SH,X000661.SZ,X000157.SZ,X600584.SH,X600522.SH,X002180.SZ,X000733.SZ,X002074.SZ,X000066.SZ,X600460.SH,X002463.SZ,X600702.SH,X300003.SZ,X300142.SZ,X002007.SZ,X000988.SZ,X000800.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.305863891588216,0,0.106263288707346,0.114253575566413,0,-0.0830091665015841,0,-0.042261367352897,0,0,0,0,0,0.0526949737378698,0,0,0,0,0,0.0209067955012463,0,0,0,0,0.00265978556582317,0,-0.00550515895741904,-0.0295324496880343,0,-0.0226768772090888,0,0,0,0,0,0,0,0.0555057739594177,0,0,0,0,0.0263122793988498,0,0,0,0,0,0,0,0.00108188424400622,0,0,0,0,0,0,0
X000858.SZ,0.273301202862605,0,0,0.314216631253941,0,0.038571589628007,0,0,0,0,0,0,0,0,0,0,0.131030662449047,0,0,0,0,0,0,0,0,0,0,-0.0035098397918429,-0.0381328639977956,0,0,0,0,0,0,0,0,0,0,0,0.0583154497042326,0,0,0.0237491656706693,0,0,0,0,0,0,0.0285516563277657,-0.016666484409724,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0917832245979238,0,0,0,0,0,0.249567707124911,0,0,0.115763815387814,0,0,0,0.266290166921428,0,0,0,0,0,0,0,0,-0.269707468179182,0.0235143831414514,0,0,0.136382054812765,0,-0.0710436474638704,0,0,0,0,0,0,0.0923706459724323,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.459063462180196,0,0,0,0,0,0,-0.0448264613619197,0,0,0,0,0,0.0235668199130688,0,8.67361737988404e-19,0,0.00546971338666007,0,0,0,0,-0.0791719775390214,0,0,0,0.0415582494315567,-0.0349227244939432,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0134064892916786,0.318644028903283,0,0,0,0,0,-0.0909153636551158,0,0,-0.032148197633628,0,0,0,0,0,0
X600276.SH,0,0,0.184382724187307,0,0,0,-0.0653212366679725,0.0588448921090304,0,0,0,0,0,0,0,0,0,0.134573860667065,0,0,0,0,0,-0.114910244725116,0,0.121478192065286,0,0.0683658499492882,0.0174335532758748,0,0,0,0,0.0212661673192018,0,0,4.33680868994202e-19,0,0.00348037659281635,0,0,0,-0.360573465077121,0,0,0,0,0.154431361177237,0,0,0,-8.67361737988404e-19,0.0537533944289297,0,0,0,0,0,0
X600809.SH,0,0.0394607653891731,0,0,0,0,0,0,8.67361737988404e-19,0.0764286976705878,0.00527709202504126,0,0,0,0,0,0,0,0,-0.240257306121743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643300309291606,0,0,0,0,0,-0.0856458131679827,0.00675927278704856,0,0,0.319994060660581,0.000224737019938531,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0618153536901782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397091369112017,0,0,0,0,0,0,0.580117634875547,0,0,0,0,0.191283049040169,0,0,0,0,0,0,0,0,0,0,0,0.109621868202707,0,0,0,0,-0.0824879364607042,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.205566885843533,0,0,0,0,0.229170285091719,0.3602945065466,0,0,0,0,0,0.0434115737954859,0,-0.332519126676619,0.0718668225021381,0,0,0,0,0,0,0,-0.0492698868418387,0.0173948152889669,0,0,0,0,0.0681773111048697,0,0,0,0,0,0,0,0,0,0,0,0.0520462493662106,0,-0.0301018382887432,0,0,0.160047344545017,0.10621105475996,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0458048172787757,0,0,0.174660418754079,0,0,0,0,0,0,0,0,0,0,0,-0.0281352400526196,0,0,0,0,0,0.12262637213527,0.123804686632525,0,0,0,0,0,0,0,0.142851470155587,0,0,0,0,0,0.0122104170909708,0,0,0,0,0,1.73472347597681e-18,0.0831387185377366,0,0.134465937714516,-0.180517675237351,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0830737630042714,0,0,0,0,0.295073145362143,0,0,0.0613178298184834,0,0,0,0,0,0,0,0,0,-0.447404813706566,0,0,0,0,0,0,0,0.0935047870201652,0,0,0,0,0,0,0,0,0,0,0.00649196216150214,0,0,0.444706640908391,0,0,0,0,0,0,0,0.0116840669261684,0,0,0,0,0,0,0
