,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X600031.SH,X002475.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000338.SZ,X601877.SH,X000100.SZ,X600271.SH,X002085.SZ,X002456.SZ,X600118.SH,X300124.SZ,X000157.SZ,X600089.SH,X002508.SZ,X600522.SH,X600177.SH,X600372.SH,X002007.SZ,X300136.SZ,X300003.SZ,X600487.SH,X600699.SH,X000981.SZ,X002294.SZ,X002074.SZ,X000066.SZ,X600867.SH,X000559.SZ,X002008.SZ,X600566.SH,X002180.SZ,X002292.SZ,X300115.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235767181364497,-0.0874926175047489,0,0,0,0.0456666269652083,-0.0513025510876552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442463375589123,0,0.0941236658048091,0,0,0,0,-0.0176549898358539,0,0,0,0,0,0,0,0,0.0274964326886263,0.0078394510360746,-0.000687166081104242,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.221361225150673,0,0,0.0806938406121247,0.0318541442452308,0,-0.141972759638033,0,0,0,-0.0210159770219115,0,0,0,0,-0.0529319097708007,0,0,0,0,0.0985274745199638,0.0722303383862223,0,0,0,0,-0.000699566587783221,0,0.157980472846326,0,0,0,0,0,0,0,0,0.00556059463159644,0,0,0,0,0,-0.00928455164354158,-0.0101122404519055,0,0,0,0,0,0
X002415.SZ,0,0,0,0.282700194075444,0,0.045128205398865,0,0,0,0,0,0,0,0,0,0,0,0,0.264342927834694,0.0354638298339217,0,0,0,0,0,0,0,0,0,0.0172963950009829,0,0,0,-0.13440246270516,0,0,0,0,-0.0321535823418846,0,0,0,0.103963394100452,0,-0.0883524713237992,0,0,0,0,0,-3.46944695195361e-18,-0.0127833421576626,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0206048822122984,0,0,0,0,0,0.330142252317893,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280868437884713,0,0,0,0,0,0,0,0,0,0,0,0,0.0211930902919968,0,0,0,0,0,0.014102259197734,-0.00415886440423096,0,0,0,0,0,0
X000858.SZ,0.0567705402416588,0,0,0.0519612447668161,0,0,0,0.205754140623979,0,0,0,0.0079191435472377,0,0.184450865501331,0,0,0,0,0.0684218843707214,0,0,0.0211636911084524,0,0,0.085953342992922,0,0,0,0,0,0,0,0,0,0,0.0844611349247471,0.0183600921236944,0,0,0,0,-0.116368707028663,0,0,0,0,0,0,0,0,0,0.00457423424088353,-0.00118016365703807,0,0,0,0,0,0
X000725.SZ,0,0,0,0.194416885905742,0,0,0,0,0,0,0,0,0,0.120091265142904,0,-0.419695020899272,0,0,0,0,0,0.332133842801986,0,0,0,0,0,0,0,0,0,0,0,0,0.11679873220129,0,0,0,0,0,0,0,0.213426839865536,0,0,0,0,0.330244457517482,0.107950498982238,0,0.0742990365253987,-0.0693137080257368,0.011990731249552,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0114109349002915,0,0,0,0,0,0,0.275870166046342,0,0,0,0,0.0309539307446099,0,-0.112382089482788,0,0,0,0,0,0.0871933902654797,0,0,0,0,0,0,0,0,0,0,0,0.0100041651545835,0,0,0,0,0.0559934681892166,0,0,0,0,0.0718275408153025,0,0,0,-0.139248320617723,0.00313899856280981,0.00205285622682086,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.171384155851385,0,0,0,0,0,0,0,0,0.342258150857124,0.0856740543342296,0,0,0,0,0,0,0.0605168579364892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121077718520558,0,0,0,0,0.013745658504849,0,-0.0780995540919831,0.156009695303482,0,0.0242579973680146,0.00166883210100641,0,0,0,0,0,0
X000625.SZ,0,0.0205728285266458,0,0,0.0868794846605569,0.000541910103470461,0,0,0,0,0,0,0.00863282970962417,0,0,0,0,0.280286078961722,0.135275438057929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195695066940695,0,-0.0775370960732906,0,0.0214668723800001,0,0,0,0,0,0,0,0,0,-0.135915174591529,0.158575581254883,0,0,0,-0.027911562468955,0.0059764992173248,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0856866764002872,0,0,0,-0.151828864083555,0,0,0,0,0,-0.145884156306492,0,0,0,0,0,0,0,0,0,0,0,0.218986816202662,0,0,0,0,0,-0.0143969239060881,0.121428902706611,0,0,0.141913310775738,0,0,0,0,0,0,0,0,-0.125053610209652,0,0,0,0,0,0.0100148704128725,0.0132588530159771,0,0,0,0,0,0
X600690.SH,0,0,0,0,5.42101086242752e-20,0,0,0.230664879434407,0,0,0,-0.0136673671292897,0.0315954830113833,0,0,0,0,0,0,0.0274424796844146,0,-0.023173294711674,0,-0.113608252053098,0,0,0,0,0,0,0,0,0,0,0.0191350256523444,0,0,0,0,0,0,0,0,0,0,0.00215478385300874,0,-0.0721013429011404,0,0,0,-0.00333319738868062,-0.014356781790741,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0577692096158443,0,0,0,0,0,0,0,0,0,0,0,0.0293336162812896,0,0.0111233523848996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209916364895738,0,0,0,0,-0.131941441045276,0,0,0,0,-0.0441541580625361,0,0,0,0,-0.000481805069471255,0.0193121553923392,0,0,0,0,0,0
X600741.SH,0,0.206438244513486,0,0.0342206721105659,0,0,0,0,0.353686117307153,0,0,0.0430280073752571,0,0,0,0,0,0,0,0.0485965815601959,0.0313806778949922,0,0,0.0132390960341869,0,0,0,0,0,0.0365482592698769,0,0,-0.164141906364425,0,0,0,0.0252337996972843,0.0321075735646088,0,0,0,0,0,0,0.022975841751281,0,0,0,0,0,0,-0.00250693748704755,-0.00401710485178526,0,0,0,0,0,0
X000568.SZ,0,0,0.141970167850645,-8.67361737988404e-19,0.56152682806133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961452119962984,0,0,-0.0222797663105689,0,0,0,0,0,0,0,0.142883257668779,0,0,0,0,0,0,0,0,0,0,0.162452635070113,-8.67361737988404e-19,0,0,0,0,0,0.0957697053649858,0,0,0,-0.0014386477870106,0.000170684809030478,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.149605546717484,0,-0.0510091583325755,0,0.0510625239700557,0,0,0,0,-0.260283628881022,0,0,0,0,0,0,0,0,0,0.378378568585021,0.0802758093458875,0,0,0,0,-0.00996877224749862,0,0,0.0428167475561443,0.0571058808943655,0.00506388557831771,0,0,-0.0179710287048206,0,0,0,0,0,0,0,0,0,0,0.0108597858413017,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.0822780755887842,0,0,0,0,0,0,0,0,0,0,0,0,0.105333234060139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369523542484108,0,0.0831090222905148,0,0,0,0,0,0.112343288834867,0,0,-0.0329859144971587,0,-0.115642791744742,0.105857888777454,0,0,0,0.00121231243661951,0,0,0,0,0,0
X002241.SZ,-0.029749155805218,0,0,-0.0574284711719577,0,0.0229674869421903,0,-0.0394308438540398,0,0,0,0,0,0,0,0,0,0,-0.0732239467056285,0,0,0,0,0,0.494853126597356,0,0,0,0,0.040697543395694,0,0,0,0,0,0,0.174481919884768,0,0,0,0,0.0883421743871801,0.132360651972492,0,0,0,0,0,0,0.137569005408414,0,0.0231488719074039,-0.00507156481943087,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0.0480791158832058,0,0,0,0,0,0,0,0.120029113267938,0,0,0,0,0,-0.00172401215349338,0,0,0,0.0686109748281891,0.268732903306725,0,0,0.0352927357313291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115708404122869,0.00258730275674131,0,0,0,0,0,0
X002236.SZ,0.0207583023417771,0,0.0747330846893724,0.215474030110276,0,-0.226208000124277,0,0.0196351629065705,0.513808795749056,0.0507718912485894,0,0.0713624218086351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12527941389788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.122526734936365,0.301139621309891,0,0,0.0377737943564674,-0.0111324959516134,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.178498165836434,-0.0131015319320218,0,0,0,0,0,0,0.00469605428355982,0,0,0,0,0,-0.19856300536286,0,0,0,0,-0.0909262067667534,0,0,0.123369916323747,0.320262911460196,0.0774949870052748,0.00698987723840642,0,0,-0.140032049499376,0,0,0,0.12314988261772,8.67361737988404e-19,0,0,0.331979616647624,-0.0171703837905978,0,0,0,0,0,0,0,0.112310671923304,0,-0.0100631524585725,-0.0159236283337212,0.167953152882454,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0.0552058322126061,0.180453323616127,0,0.0874257291282291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254508302160484,0,0,0,0,0,0,0.0245718403165405,0.0574207924131238,0.037015742041974,0,0,0.030023729224035,0,0,0,0,0.106868286009192,0,0.0629626807742837,0,0,0,-0.000823368854074609,0.00567609876174944,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0753483645989548,-8.67361737988404e-19,0.282313722694704,0,0.141114292211689,0,0,0.0724635422794889,0,0,0,0,0,0,0,0.0172658678899651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703301951802388,0,0,0,0,0,0,0,0,0,0,0,0.0112718222408045,0,0.0778297336524258,0,0,0,0,0.0171612282793934,-0.00334058567839298,0,0,0,0,0,0
X600271.SH,0,0,0,0,-0.0261105098994051,0,0,-0.0139346066989869,0,0,0,0.140840553695105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082741385856715,0,0.201523316857603,0,0,0,0,0.130413649159678,0,0,0,0,0,0,0,0,0,0,0,0.00374593764479433,0.0217195955024252,0,0,0.120359876976453,0,0,0.00366230659509705,-0.00525178689854058,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,-0.0881681408792043,0,0,0,0,0,0.0643638411016044,0,0,0,0,0,0,0,-0.270523114019932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12437959430907,0,0,-0.161255793635223,0,0,-0.0582211037531121,-0.191197111621612,0.196258037305278,0,0,0,0,0.0650342090550195,0,0.00609254658658758,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0.177627910934284,0.0464808486752384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133651801130637,0,0,0,0,0.709664368853738,0,-2.77555756156289e-17,0,0,0,0,-0.00741485307883001,0.0666713231510755,0,0,0,0,0,0,0,0,0.0310315656431218,-0.0328776737198883,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144891724849458,0.0226706918616914,0,0,0,0,0,0,0,0.0416786101128774,0,0,0,0,0,0.0362003396865802,0,0.0745568190872278,0,0.361222494664172,0,0,0.0504905445046674,-1.73472347597681e-18,0,0,0,0,0.0363144716185727,0,0,0,0.00111233682586258,0.0411248402732333,0.00779752959329321,0,0,0,-0.00859198110988529,8.67242367125014e-06,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522379945740306,0,0,0,0.0966775150499443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124627793189356,0,0.0472003098297627,0,0.0725252586399404,0,0,0,0.128091329523735,0,0,0,0.0524471574031833,0,0,0,0,0,0,0,-0.00402381424555336,0,0,0,0,0,0
