,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X000651.SZ,X002371.SZ,X000625.SZ,X300124.SZ,X002129.SZ,X000725.SZ,X600031.SH,X002049.SZ,X003816.SZ,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002179.SZ,X000661.SZ,X600089.SH,X600522.SH,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X000733.SZ,X600741.SH,X600884.SH,X600460.SH,X000100.SZ,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X002236.SZ,X601799.SH,X002414.SZ,X600418.SH,X600563.SH,X002176.SZ,X000800.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.274919370024964,0,0,0,0,0,0,0,0,0,-0.0298949970429866,0,0,0,-0.0172331345311294,0,0,0,0,0,0,0,0,0,0,0.0287742586868153,0,0,0,0,0.0841283757593602,0,0,0.0603233642838994,0,0,0,0,0,0,0.00463632584697506,0,0,0,0,-0.0415831207562476,0,0,0,0.0138312002801975,0,0,0,-0.00463247475016208,0,0
X000858.SZ,0,0,0.326886274582964,0.0798690717270515,0,0.0290071245064945,0,0,0,0,0,0,0.014030630497595,0,0,0,0,0,0.0562385004229048,0,0,0.0890875490273302,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.134561701414773,0,0,0,0,-0.0615173658687036,0,0,0.0169589229779881,0.0714074237620381,0,0,-0.0418052537919345,-0.00330874608285024,0,0,0,0,0.00517508130153861,0,0
X600809.SH,0,0.0693398837394139,0,0.2407030888385,0,0,0,0,0,0,0,0.162561597781291,0,-0.0612600839194472,0,0,0,0,0,0,0.0495440712381278,0,0,0,0,0,0,0,0,0,0,0,0.0166762849233869,0,0,0,0.174288083132519,0,0.0283406991472865,0,0,0.177501914467864,0,0,0,0,0,-0.165864158780646,0,0,0.00181024088108738,0,0,0,0,0,-0.0140086019526104,0,0
X000568.SZ,0,0.121984815327339,0.0683839240442129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281424868282962,0,0,0,0,0,0,0,0,0,0,0,0.417494966793883,0,0,0.0279186604902626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159493791218409,0,0
X002415.SZ,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0830720003488305,0,0,0,0,0,0,0,0.0138356195874274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951811406085159,0,0.0645398397067822,0,0.420193659243356,-0.0886029481113917,0,0,0,0,0,0,0,0,-0.07306404514889,0,0,0,0.0231002487545187,0,0
X002304.SZ,0,0,0,0,0,0,0.0716053606593143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136606747851786,0,0,0,0,0,0,0,0,0,0,0,0,0.119790686840728,0,0,0,0,0.268059846405609,0,0,0,0,0,0,0.00607633229778117,0.076615958745648,0,-0.0387941511884295,0,0,0,0,0,0,0,-0.0126976165254211,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467435595119808,0,0.119544633253551,0,0,0,-0.096392326245342,0.0434782095112229,0,0.0475922276768952,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0321130622305362,0,0.0691438729918095,0.186824156406973,0,0,0,0,-0.130579924840897,0,0,0,0,-0.0397253599129832,0,0
X600276.SH,0,0,0,0,0.23689497020765,0,0,0,0,0,0.0529135538183466,0,0,0,0,0,0,0,0,0,0,0,0,0.241362824487104,0,0,0,0,0,0,0,0.0669211200432035,0,0,-0.0765419848212288,0,0,0.0871480026316025,0,0,0,0,0,2.16840434497101e-19,0,0,0.0445104084373613,0,0,0,0,0,0.0416228716723055,0,0,0,0.0220351611679017,0,0
X600690.SH,0,0,0,0,0,0,0.0679289158219569,0,0,0,-0.0203857760879958,0.0229511444536088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101022623357503,0,0,-0.0431670631977517,-0.0611888762972773,0,0,0,0.0611463682559939,0,0,0.0522389920804478,0,0,0.0276833827602936,0,0.164807150076905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0761109367281353,0,0,0,0,0,0.130882838570482,0,0,0,0,0.0230192066228613,0,0,0,0,0,0,0,0.0843414197291604,0,0,0,0,0,0,0,0,0,0,0.224708865762674,0,0,0,0.0811544451451819,0,0,0,0,0,0.0649186435706018,0.119114551573211,-0.0226192223795992,0,0.174217273652225,0,0.0304482004093542,0.0529618986618114,-0.0413925551855795,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0309968358236479,0,0,0,0,0,0.0898511137998391,0,-0.00157977067752099,0,0,0,0,0.027364276228567,0,0,0,0,0,0,0,0.209402589479547,0.0557796914885188,0.000516568690097124,0.113556847106153,0.259934928479321,0,0,0,0,0,0.0319346683372576,0,0,0,0,0.153852962697898,0,0.0720827017769802,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0498681024374778,0,0,0,0.15707196262964,0,0,0,0,0,0,0,0,0,0,0,0,0.160955610901433,0,0.0576247367120139,0.00830319679168432,0,0,0,-0.00327566502287681,0,0,0,0,0,0.0760440159609959,-0.0164552643327892,0,0,0,0,0,0,0,0,0,-0.134773978656969,0,0.0905110572239831,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.093602959407507,0,0,0,0,-0.0675859199180605,0,0,0,0,0,0,0.101013590684514,0,0,0,0,0.395757459252052,0,0,0,-0.0400092605954768,0,0,-0.0192376517027594,0.22435919384356,0,0,0,0,0.542788969605829,0,0,0,0,0,0,0,0,0,0,0,-0.0383853186853249,0,0,-0.0107936692154661,-0.0880497814851691,0,0,0,0.0152154677580754,0,0
X000625.SZ,0,0,0,-0.0432040912575346,0,0,0,0,0,0,0.139423115842903,0,0,0,0,-0.0761683956208955,0,0,0,0,-0.253754990203893,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.382689673853212,0.471240677860026,-0.0361671524137408,0,-0.0458662705718991,0,0,0,0,0,-0.0955055173254147,0.0763172152469953,0,0,0,0,0,0,0,0,0,0,0.102336114603784,0,0
X300124.SZ,0,0,-0.0509367858479168,0,0,0,0.167106623969763,-0.0969925006838205,0,0,0.149772558233679,0,0,0.00480708709155829,0,0,0,0,0,0,0,0.0407645384132347,0,0,0,0,-0.0479570964760654,0.282505198838048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400375339926544,0,0,0,0,-0.0351376445590211,0,0,0,0,0.0206073585373697,0,0
