,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600372.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X000100.SZ,X600089.SH,X002236.SZ,X000581.SZ,X600118.SH,X000559.SZ,X002475.SZ,X000050.SZ,X601877.SH,X000550.SZ,X600066.SH,X002129.SZ,X002294.SZ,X000568.SZ,X600271.SH,X600435.SH,X002456.SZ,X600839.SH,X002292.SZ,X000869.SZ,X300124.SZ,X300003.SZ,X000400.SZ,X000800.SZ,X002007.SZ,X000623.SZ,X002049.SZ,X002038.SZ,X000977.SZ,X002008.SZ,X600177.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0861595395114991,0,0,0,0,0,0,0.00524632830454444,0,0,0,0,0,0.447756691432661,0,0,0,0,0,0.0144132543622617,0,0,0,0.0925068342374232,0,0.00794605223670817,0,0,0,0,0,0,0,0,0.0456407143786991,0,0.0397864303631847,0,0,0,0,0,0,0,0,0,0,-0.00262358546143494,0,0,0,0,0,0,0
X600519.SH,0,0,0,0.0782489514832514,0,0,0.0622172406054107,0.165155655372395,0,0,0,0.00174197286197887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189294411401311,0,0,0,0,0,0.0201769664319094,0,0,0,0,0,0,0,0,0,0,-0.0734583732351837,0,0,0,0,0,0,0,0,-0.014494009912508,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160725611450196,0,0,0,0,0,0,-0.0100119341893703,0,0.115781472999027,0,0.0756244517797451,0,0,0,0,0,0,0,0,0.046480945465981,0,0,0,0,0,0,0,0,0,0,0,0,0.0116296919781621,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,-0.0696571300233346,0,0,0.223059535727161,0,0,0,0,0,0.0854492169974058,0,0.073360002103512,0,0,0,0,0,0,0,0.329939710234065,0.0154681320114201,0,0,0,0,0,0,0,0.010044736363569,0.0794875029273096,0,0,0,0,0,0,0,0,0,0.114635434853892,0,0,0,0,0.0194034595174068,-0.0239200126080416,0,0,0,0,0,0
X002415.SZ,0.0653723062999932,0,0,0,0,0,0,0,0,0,0.00129664286068905,0.151016709573982,0,0,0,0,0,0,0,0,0.292139665538972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108102061911726,0,0,0.204020405669486,0,0,0,-0.00843565035880864,8.67361737988404e-19,0,0,0,0,0,0
X000625.SZ,0.331594819849099,0,0,0,0,0,0,-0.0440717439948124,0,0,0,0,0,0,0,0,0.199774494499649,0,0,0,0,0,0.00994795163926148,0.0251948240793901,0,0,0,0,0,0,0,0,0,0,0.163547362050462,0,0,0,0,0,0,0.117556063192817,0,0,0,0,0.0231705566886305,0.0407013859911908,0,-0.0738241603720464,0,-0.0121001142898294,-0.0135815849778223,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0498434722328911,0.0945474399671537,0,0,0,0,0.145313066318694,0.0447018847377973,0,0.0204086487735422,0,0,0.0344142373260318,0,0,0,0.0242291540045119,0,0,0,0.125209376107066,0,0,0.080629012462096,0,0,0,0,0,0,0,0,0,0.034766924482022,0,0,0,0,0,0,-0.00585239739583879,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.00338537965440443,-0.0378629913154025,0.227469763695336,0,0,0,-0.243164812638994,0.319962315721005,0,0,0,0,0,0.0509199482691372,0,0,0,0.076251830012456,0,0,0,0.377243986588496,0,0,0,-0.0196802538441673,0,0,0.017897491306766,0,0,0,-0.131235168603185,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446658189210596,0,0,0,0,0,0,0.126784669656132,0,0,0,0,0,0,0,0,0,0,0,-0.0824795386790554,0,0,0,0,0,0,0.0946581561485817,0,0,0,-0.0431398210105982,0,0,0,0,0.0111070969831533,0.00963072952638215,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.115136910341911,0,0,0,0,0,0,0,0,0,0,0,0.051744600144583,0,0,0.0512940310816964,0,0.00542232544326692,0,0,3.70455887261249e-05,0,0,0,0,0,0,0,0.0351638273097755,0.1263513676222,0,0,0.0132306141346985,0,0.108914195333851,0,0.0144068493084373,0.0524461528892748,0.00366076113084607,0,0,0,0.0313004890599536,0,0,0,0.00562989927818463,0,0,0,0,0,0,0
