,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000568.SZ,X000338.SZ,X600741.SH,X600703.SH,X601877.SH,X000100.SZ,X000596.SZ,X000661.SZ,X600809.SH,X600271.SH,X002236.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X002007.SZ,X600487.SH,X000625.SZ,X300142.SZ,X002456.SZ,X600498.SH,X600776.SH,X600867.SH,X000157.SZ,X002241.SZ,X300146.SZ,X002180.SZ,X600177.SH,X002371.SZ,X000977.SZ,X002179.SZ,X000050.SZ,X000066.SZ,X600089.SH,X002508.SZ,X600522.SH,X600118.SH,X600066.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.316682996234621,0,0,0.1540887051039,0,0,0,0,0,0,0.0173788506063935,0,0,0,-0.0907995403162531,0,0,0,0.0309689790179084,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122901188027852,0.00508019986681377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174518690936731,0.0341666314568716,0,0,0,-0.028100810846018,0,0
X000858.SZ,0,0,0,0,0,0,0.264796921786427,0,0,0,0,0,0.0714837185305099,0,0,0,0,-0.0217709129168994,0,0,0.252723119367763,0,0.0567293554653436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201295781786655,0,0,0,0,0,0,0,0,-0.0277360909287642,-0.0039662988205689,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0695015718120781,0,0,0,0.0443979399878181,0.00347109427812582,0,0,0.0498925635767633,0,0,0,0,0,0.0111611389298482,0,0.19848631490145,-2.71050543121376e-20,0.115154678575452,0,0,0,0,0,0,-4.33680868994202e-19,-0.000735010258223017,0.00604034433981316,0,0.0661789660628768,0,0,0,0,0,0,0,0,0,0.0920722893912529,0,0,0,0,0,-0.0387758292253309,0.0636725106958849,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.200283221184217,0,0,0.0793117597530992,0.0179816363586907,0.194392670802295,0,0,0,0,0.00671065618874907,0,0,0.113906498644385,0.100784868535753,0,0,0.0521912348723868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409147418139783,0,0,0.103076913724945,0,0,0,0,0,0,0,0,-0.0889526701990265,0,0,0,0.0465497754272893,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953466752576081,0,-0.0117474804040021,0.0996324298316454,0.116287860190534,0,0,0,0.310170992861661,0,0,0,0,0,0,0,0,0.017143889911437,0.0402840362420422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140871457089339,0,0,0,0,-0.00606262518998573,0,0
X000651.SZ,0,0.185724796154078,0,0.161253356940017,0.0236974855811625,0,0,0,0,0.182902450227261,0,0,0,0.00139829495568783,0.0102993165812544,0,0,0,0,0,0,0,0.0976603100516386,0,0,0,0,0,0,0,0,0,0.0228617362261994,0,0,0,0,0,0,0,0,0,-0.0270555867760169,0,0,0,0,0,0,0,0,0,0.0100259056229401,0,0,0,0,0,0
X002304.SZ,0,0.0995389380385261,0,0,0,0,0,0,0,0,0.0790603888381523,0,0.270744962660561,0.0490053630016952,0,0,0,-0.0605141070705588,0.0961010801767237,0,0,0,0.0529819513472282,0,0,0,0,0,0,0.0886012410219109,0,0,0,0.0443443326546814,0,0,0.123736040269884,0,0,0,0,0,0.00526309496186606,0,0,0.053105531008595,0,0,0,0,0,-1.0842021724855e-19,-0.0212594319646173,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0957450332595431,0,0.0718459280423014,0,0,0,0,0.0156741092162862,0,0.191217133368293,0,0,0,0,0,0,0,0,0.101513262647856,0,0,0.00369475095568405,0.0784945906199598,0,0,0.0795176387617814,0,0,0,0,0,0,0,0,0.203827229118143,0,0,0,0,0,0,0,0,-0.0439509717442693,0.0167255101739017,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-0.00970311584399115,0,0,0,0,0,0,0,0,0.0287256622427688,0,0,0,0,0,0,0,0,0,0,0,0.116894690079061,0,0,0.0790238408430911,0.59180183165064,0.0066785779522425,0,0,0,0,0,0,-1.73472347597681e-18,0.177508286804445,0,0,0,0,0,0,0,0,0,-0.0634874735143928,-0.00341342652862405,0,0,0,0,-0.0974519226910424,0,0
X600690.SH,0,0,0,0.192426592499375,0,0,0,0,0,0,0,0,0,0.138851291729818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334585897233996,0,0.015645359879016,0,0,0,0,0,0,0,0.0448101319445521,0,0.103492281951857,0,0,0,0,0.291566568851744,0,0,0,0,0,-0.0103986233468038,-0.0297700038892455,0,0,0,-0.0631471711729308,0,0
X600031.SH,0,0,0,0,0,0,0,0.146570449518875,0,0,0,0.0111933480122197,0,0.47535321834763,0,0,0,-0.0231191558261683,0,0,0,0,0,0,0.0935338757195868,0,0.129371856987678,0,0,0,0,0,-0.0152146360362609,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0301422258253279,0,0,0,-0.0179920399215592,0.0404820672422745,0,0,0,-0.0154828298150323,0,0
