,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X600031.SH,X002129.SZ,X003816.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000063.SZ,X000596.SZ,X300142.SZ,X002179.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X000661.SZ,X000100.SZ,X600741.SH,X600522.SH,X002074.SZ,X600884.SH,X002180.SZ,X600702.SH,X000157.SZ,X000733.SZ,X000799.SZ,X002236.SZ,X600584.SH,X600563.SH,X601799.SH,X600779.SH,X002008.SZ,X002414.SZ,X002007.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.390950720530145,0,0,0.0027714160170035,0,0,0.0242279439004721,0.0790829350989153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149733573123772,0,0,0,0,0,0,-0.0273308925659544,0,0,0,0,0,0,0,0,0,0,0.00651639925537815,0,0,0,0.061835592605153,0,0,0,0,0,-0.0104952351068394,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00550122634760096,0.186329247462066,0,0,0.0727681136288376,0.198839790893528,0,0,0,0,0,0,0.00251401104076515,0,0,0,0,0,0,0,0,0.0312661937056219,0,0,0,0,0,0,0,0,0,0.0329918240895189,0,0,0,0,0,0.00963387943676086,0,0,0,0.169287402614701,0,0,0,0,0.0870636942352935,0,-0.00654571866541003,0.0252225895339581,0,0,0,0.0134792335242508,0,0
X002415.SZ,0,0,0,4.33680868994202e-19,0,0.0745301751060386,0,0.118980384980113,0,0,0,0,0,0.0722697778867243,0.0970528162860003,0,0,0,0,0,0,0.0447401513058826,0,0,0,0,0,0,0,-0.106263387562419,0.000378095625765629,0,0,0,0,0,0.0873096867522089,0.00167605769333982,0,0,0,0,0,0,0,0,0,0,0,0.235099486600423,0,0,0.0159153527848924,0,0,0,-0.00538031475395574,0,0
X600809.SH,0,0,0,0,0.406198383016913,0,0,0.240781206185091,0,0,0,0,0,0,0,0,0,0,0.0684875427087854,0,-0.298138445822357,0,0,0,-0.110471855809087,-0.0544236537236787,0,0,0,0,0,0,0,0,0,0,0,0.0204979559915753,0,0,0.106560728558398,0,0,0,0,0,0,0,0,0.050958781571461,0.028458691189141,0.0204427872991026,0,0,0,0,0,0,0
X000568.SZ,0.157143104807409,0.257672624976584,0,0.0703701106767198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191073058048207,0,0,0,0,0,0,0,0,0,0,0,0,0.0931228063073078,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0460377511689434,0,0,0,0.0110139057143385,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.330899802583892,0,0,0,0,0,0,0.267667750528946,0,0,0,0,0,0,0,0,0,0,0,0,0.06159170941483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323889159176858,-0.00823267307569035,0,0,0,0,0,0
X600276.SH,0.121478388205069,0,0,0,0,0,0,0,0.323604272774025,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0717209956656558,0.0769346102011613,0.16973748027136,0,0.0310873323977096,0,0,0,-0.0651698797292172,0,0.0143646630172142,0,0,0,-0.0775555993101776,0,0.0601330456315689,0,0,0,0,0,0,-0.0247271738186931,0,0,0,0,0,0,0,0,-0.0383514815968391,0,0,0,-0.0570144939267272,0,0
X002304.SZ,0.244936230065656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255938272947986,0,0,0,0,0,0,0,0,0.250219153293946,0,0,0,0,0,0,0,0,0.0893370816051719,0,0,0,0,0.125203806556512,0,0,0,0,0,0,0.0388751248057144,0,0,0,0,0,0,-0.0574490183064528,0.0530375871580297,0,0,0,0,0,0
X600690.SH,0,0.0832999795754424,0,0,0,0,0.159364512684338,0.120822904958936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488839402207636,0.158298268289839,0,0,0,0,0,0,0,0,0,0.132474616434909,0.015930361650436,0,0.0471130017147593,0.0683736989658202,0,0,0,0,0,0,0,0,0.0510269929635008,0,0,0,0,0,-0.0127826392353151,0,0,0,0,0,0
X600104.SH,0.00701727418805722,0,0.0614017296585011,0,0,0,0,0.061996032869235,0,0,0.0834871108148855,0.120017752664878,0,0,0,0,0,0.103148033561897,0,0,0.0719742259451277,0,0,0,0,0,0,0.0644374464855544,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.00264575081959317,0,0,0,0.0404780919309162,0,0,0,0,0,0,0,0,0.00264245452892999,0,0,0,0.00763257006769975,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111365539455255,0.117604906231712,0,0.212718423199056,0,0,0,0,0,0.0375692287758238,0,0,0,0,0,0,0,0.184721356684236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782706419431254,0,0,0,0,-0.0148067554487745,0,0,0,-0.00345051157580225,0,0
X000725.SZ,0,0,0,0,0,-0.00722445379783204,0,0,0,0,0,0,-0.01098347421217,0,0,0,0,0.0847454875310781,0,0,0.0959192934682165,0,0,0,0,0,0,0.17421049586484,0,0,0,0.279972661491132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583432621375864,0,0,0.0244072886709496,3.46944695195361e-18,0.0127937010882154,0,0,0,0.0381888334076258,0,0
X002371.SZ,0,0,0,0.0655491439951729,0,0,0,0,0,0,0,0,0,0,0,0,0.433016783687892,0,0.0511161983567788,0,0,0,0,0,0,0.112414801743607,0.224967660664053,0,0.518740869431351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124120369803049,0,0,0,0,0,0,0.00255520155062195,2.71050543121376e-20,-0.036461510152457,0,-0.181351857454455,0,8.57114144012568e-05,0,0
X300014.SZ,0,0,0,0,0,0.0579956434178322,0,0,0,0,0,0,0.0469863395455974,0,0,0,0,0,0,0,0,0,0,0,0.0461843029993637,0,0.19480440442781,0,0,0,0.216897337999727,0,0,0.0293700396711613,0.395619783046808,0,0,0,0,0,0.147072308590304,0,0,0.0318760843363527,0,0,0,0,0,-0.195331513124935,0,0,-0.0112791372802198,0,0,0,0.0126831949415684,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.148585561917757,0,0,0.60060729051103,0,0,0.152540897637531,0,0,0,0,0,0,0,0,0,0,0,-0.103292103582031,0,0,0,0,0,0,0,0,0,0.106078155659415,0,0.0754958955228374,0,0,0,0,0.356933385365489,0,0,0,0.011142809762749,-0.0337368998278789,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0339506993631889,0,0.0740480280120757,0,0,0,0.156276249707217,0,0,0,0,0,0.0280090998220282,0,0,0,0,0,0,0.00420838214455722,0,0,0.101249852047649,0,0.097606318175075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00423805674571349,0,0,0,-0.0534705198810564,0,0,0,-5.42101086242752e-20,0,0
X002129.SZ,0.335715837944671,0,0,0,0,0,0,0,0,0,0,0,0.0758524716473681,0,0,0,0,0,0.0324300039958614,0,0,0,0,0,0,0,0.0952893525066914,0,0.0448259272607906,0,0,0,0,0.00345781975118355,0,0.0859224937733592,0,0,0,0,0,0,0,0.0436202176859206,0,0,0,0,0,0.0975664539894806,0,-0.00183771354760644,0,0,0,0,-0.0322440668008553,0,0
X003816.SZ,0.196423817736706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746957532756033,0,0,0,0,0,0.0905143214719198,0,0.301330568660926,0.0163463170984933,0,0,0,0,0,0,0,0.000846420170695207,0.144178472759121,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0.243670734438672,0,0,0,0,0,0,0.0886736101930949,0,0,0,0,0,0,0,0,0,0,0.0367101288783515,-0.213715430718814,0,-0.101131054687865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.195699360767372,0,0,0,0.13825879465605,0,-0.0559598340062774,0,0,0,-0.117380524688491,0,0
X002241.SZ,0,0,0,0,0,0.597833663753006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083533093440384,0,0,0.110227994759303,0,0,-0.0509739638211519,0,0,0.29463639504926,0.0842932553592746,0,0,0,0,0,-0.237835778588497,0,0,0,0,0,0,0,0,0.132939776936282,0,0.0185768285225829,0.0173504864221078,0,0,0,-0.0149893266580827,0,0
X000338.SZ,0,0,0,0,0,0,0.146848176426363,0,0,0,0,0,0,0,0,0.102003158659007,0,0.209218175984024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522900998224519,0.0685611770864846,0.0927442969487594,0,0.216175220703244,-0.0123577972389872,0,0,0,0,-0.0545098721970512,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792394295605925,0,0.137740733163399,0,0,0,0.00940126503511498,0,0,0.0853026917935286,0.101340112038878,0,0.193314767230012,0,0,0,0.00137161835693388,0,0,0.0961794103481434,0,0,0,0,0.215161232884422,0,0,0.0062605053810578,-0.0130115950274697,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.120727335703653,0,0,0,0.32108976595164,0,0,0,0.0785246869396774,0,0,0,0,0,0,0,0,0.0225204316976317,0,0,0,0,0,0,0,0,0.0520447810884942,0.137496729789204,0,0,0,0,0.211840719471504,0,0,0,0,0,0,0,0,0,0,0.010288442517945,0,0,0,0,0.011757006266559,0,0,0,0.0159907332806495,0,0
X000596.SZ,0,0.295226792693319,0,0,0.21491054575165,0,0,0.226111255917473,0,0,0,0,0,-0.00238033373387268,0,0,0.191359763545561,0,0,-0.0302469218552096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0790130197584974,0.0177827817475134,0.0533370192203915,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119029981077147,0,0,0,0,-0.024423327936304,0,0
X300142.SZ,0,0,0,0,0,0,0.172771204897781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884296565403599,0,0,0,0.126430114731605,0,0.110990141044372,0,-0.16493887045163,0,0.0119436804426079,0,0,0,0,0,0,0,0.497827669427785,0,0,0,0,0,0,-0.00487971398945824,0,0,0,0,0,0
X002179.SZ,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0760401671267752,0,0,0,0,0,0,0,0,0,0,-0.0431522742555418,0,0.0630886184624463,0,0,0,0.0139388638646596,0,-0.292685958790069,0,0,0,0,0,0,0,0,0,0,0.378731163145533,0,0,0,0.102891257264223,0,0,0,0,0.0125252968963152,-0.103833144543287,0,0,0.057106650553356,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.070092794359206,0,0,0,0,0,0,0,0,0,0,0.0417778327663736,0,0,0,0.00259318251189648,-0.0214175524864352,0,0,0,0,0.20451314395467,0,0,0,0.0527350316613677,0,0,0,0.165913561342101,0,0,0,0,0,0.359152522898534,-0.0362874161489386,0,0,0,-0.359721030964548,0,0,0.0235316435258389,-0.0438024005753336,0,0,0,-0.0321677863589439,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.593358378523533,-0.0750911704560721,0,0,0,0,0.00961475467935401,0,0.149665245593739,0,0,0,0,0,0,0,0,0,0.0472659727926122,0,0,0.244297924611802,0.107117220115617,0,0,0,-0.0589224137489332,0,0,0,0,0,0,0,0,0,0.0981967815710254,0,0,0,-0.0204178110967608,0,0,0,0,-0.087562302252864,0,0
X600460.SH,0,0,0,-0.027845492660179,0,0,0,0,0,0,0,0,0.1971029617338,0,0,0,0,0.0675467696837319,0.132724553694915,0,0,0.208238217240251,0,0,0,0,0,0.0531328245701901,0,0.156754766277054,0.0145593724967485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239901891813515,-0.0019454086803459,0,0,0,-0.0573211212363274,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137306033517762,0.0841165590581247,0,0,0,0,0.0135945179413273,0,0,0.0290950850635252,0.211877312779736,0.0452666546833391,0,0,0,0,0.0987985951982221,0.116304465584365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170095949869171,-0.00654920047602326,0,0,0,-0.0153202189608791,0,0
X000661.SZ,0,0,0,0,0,-0.129825341920431,0,0,-0.395869853316294,0,0,0,0,0,0,0.102285938287129,0,0,0,0,0.409112953577141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319158114355112,0.239056955748361,0,0,0.0305748574957088,0,0,0,0,0,0,0,0.0806463961821775,0.438245349922889,0,0,0.378958461883553,-0.297546072531776,0,0,0,0.136683383128429,0,0
X000100.SZ,0,0,0,0,0,0,0,0.128738406133982,0,0,0,0,0,0,0,0.0996357074760576,0,0,0,0,0.111811356093653,0,0.0648089828291967,0,0,0,0,0,0,0.163360151947602,0,0,0,0,0,0,0,0,0.0630824914272463,0,0,0,0,0,0,0,0,0.0686172911412028,0,0,0,-0.00745488684537527,-0.00831985189842867,0,0,0,0.00397025402078412,0,0
X600741.SH,0,0,0,0,0,0,0,0.19137699353071,0,0,0,0,0,0,0.0464919751450045,0,0,0.0101478660025247,0,0,0,0,0,0,0,0,0,0.0113065462803844,0,0,0,0,0,0.0552665044048096,0,0,0,0,0,0.092782556631501,0,0,0,0,0.168952086622509,0,0,0,0.125890048221156,0,0,0,0.00438947120350646,0,0,0,3.46944695195361e-18,0,0
X600522.SH,0,0,0,0,0,0,0,0,0.141670588304596,0,0,0,0,0.388485089835963,0,0,0,0,0.134568608958936,0.358038387036679,0,0,0,0.018532544150689,0,0,0.132317382304457,0,0,0,-0.0310597983817669,0,0,0,0.0877127282950737,0,0,0,0,0,0,0,0,0,-0.224976434660362,0,0,0,0,0,0,0,0.0883440887820501,0,0,0,0.0478222265124364,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173514342698456,0,0,0,0,0,0,0,0,0,0,0,0,0.0716475756984993,0.145605516311561,0,0.107814924725157,0,0,0,0.097283037433483,0,0,0,0,0,0,0.0247372761560269,0,0,0.0206260580391256,0,0,0,0,0,0,0.113898290956394,0,0.0239679954550559,0,0,0,0,0,0
X600884.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585921720941347,0,0.0826864525275339,0,0,0,0,0,0,0.033681383399083,0,0,0,0,0,0,0,0,0,0,0.312260407532628,0,0.033564004285559,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0296559212633099,0,0.0415207691868459,0,-0.00237658635649991,0,0,0,0,0,0,0
X002180.SZ,0,0.30782513921863,0,0,0,0.0635661969262966,0.506504924592577,0,0,0,0,0,0.102055405507454,0,0,0,0,0,0,0,0,0,0.0242860368497811,0,0,0,0,0,0,0,0,0,0,0.0730081490110454,0,0,0,0.014653011476018,0,0,0,0,0,0.0840896871053962,0,0,0,0,0,0,0,-0.0765397101620281,0.1164767067105,0,0,0,0.105512470196038,0,0
