,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000063.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X600118.SH,X600271.SH,X600372.SH,X000157.SZ,X000338.SZ,X600703.SH,X002129.SZ,X600089.SH,X002241.SZ,X000559.SZ,X600741.SH,X600839.SH,X600177.SH,X600066.SH,X002456.SZ,X600582.SH,X300124.SZ,X002236.SZ,X002292.SZ,X000800.SZ,X600060.SH,X002465.SZ,X600198.SH,X000977.SZ,X002475.SZ,X600435.SH,X601877.SH,X000623.SZ,X000568.SZ,X000050.SZ,X000581.SZ,X002294.SZ,X000727.SZ,X600498.SH,X002008.SZ,X002276.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0.0544029054413928,0,0.0356313331167475,0,0,0.0854376901525302,0,0,0,0,0,0,0,0,0.0584817998088435,0,0,0.0659010162957493,0,-0.0170505948176566,0,-0.0132205687887813,0,0,0,0,0,0,0,0,0,0.211573303102969,0,0,0,0,0.0225464102561597,0,0,0,0,3.46944695195361e-18,0.0121904429842624,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.136849107295975,0,0,0,0,0,0,0,0,0,0.0990051603667715,0,0,0,0,0,0,0,0,0.0644380553911107,0,0,0,0,0,0.0179474660339268,0,0,0,0,0,0,0,0,0,0.0191133086762205,0.0690041237277256,0,0,0,0,0,0,0.0428751887739786,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.104862365380836,0,0,0,0.114530169573111,0,0,0,0,0.13910900128074,0,0.00435864765679671,0,0,0,0.0914048451418542,0,0,0,0.297641426523848,0,0,0,0,0,0,0,0,0,0,0.0686651912053436,0,0,0,0,0,-3.46944695195361e-18,0.226229706772095,0.0204264482267808,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0318415598799135,0,0,0,0,0,0,0,0,0,0.00613462374525234,0,0,0,0,0,0,0,0.00804260545725818,0,0,0,0,0.0229290942865636,0,0,0.0250921637358401,0,0,0.0914335036847847,0,0,0,0,0,0,0,0.0582103253046453,0,0,0,0,0.0137724589587467,0,0,0,0,-0.00588466921467375,0.00758414582368649,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0108534105610728,0,0,0,0,0,0,0,0,0.0524710973667207,0,0,0,0,0,0.0691469313004636,0,0,0,0,0,0,0,0.0371665167003646,0,0,0,0,0,0.127808719461635,0,0.0520686707935339,0,0,0,0,0,0,0,0,0,0.0875757260129425,0,0.112002828965376,0,0,-0.0264236173657296,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0884324395048225,0,0.028169417354939,-6.93889390390723e-18,0,0,0,0,0.287572316644518,0,-3.46944695195361e-18,0,0.0223179432441127,0,0,0,0,0,0,0,0,0,0,0,0.115687614441482,0,0,0,0,0.101718872929007,0,0,0.0130052422470626,0,0.153289136168113,0,0,0,0,0,0.00725701583513986,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0790240755993801,0,0,0,0,0,0,0,0,0.0477910451555505,0,0.0863168402300565,0.0204291108297042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279263244024602,0,0,0,0,0,0,0,0,0,0,0.00426128610939806,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.103665036862641,0,0,0,0,0,0.0376525689325394,0,0,0.099238785470741,0,0,0,0,0,0,0,0,0,0,0,0.0582745182134223,0,0,0,0,0,0.0189416675807686,0,-6.93889390390723e-18,0,0.00667854627158048,0,0,0,0.190499303019443,0.0819311635166544,0.00559095941703521,0,0.0303428351884034,0,0,-0.00278792773027998,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0329907981004272,0,0,0,0,0,0,0,0,0,0,0.0481155852993729,0,0,0,0,0,0,0.0306517524960833,0,0.0318655775401073,0,0,0,0,0,0,0,0,0.0043306250542396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028081258195798,0,0,-0.0113784217026147,0.0527446159366782,0,0,0,0,0,0
X600031.SH,0,0,0,-0.0503086251036741,0,0,0,0.0665549861347746,0,0,0,0,0,0,0,0.209793771427385,0,0.0301624006177104,0.122062586574701,0,0.200972135402917,0,0,0.0194387295123548,0,0,0,0,0,0,0,0,0,0,0,0.125126555238297,0,0,0.0159748357480612,0,0,0,0,0,0,0,0,0,0,0,0,0.00593765800954009,0.0136958129568818,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437042005510625,0,0,0.00865644011544672,0,0,0,0,0,0,0.109182178385452,0,0,0,0,0,0,0,0,0.0310558453789036,0,0.049227324591855,0,0,0,0,0.0806210066914813,0,0,0.0766451446091385,0,0,0.0381475333314484,0,0.0600543903687292,0,0,0.00386122858585421,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.209040728970942,0.0223354672368801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235593181486124,0,0,0,0.0588608467205039,0,0,0,0,0.15803918008698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848440051482743,0,0,-0.00227903626024909,0.0262351766716081,0,0,0,0,0,0
X000100.SZ,0,0,0.122360786974264,0.0764853696379565,0,0.160127019094878,0,0,0,0.0625979584931258,0,0,0,0,0,0.015241802775476,0,0,0,0,0.0236882758984703,0,0,0,0.13064514699256,3.46944695195361e-18,0,0,0.0596070573001387,0,0,0,0.052427974979194,0.0501692659139645,0,0,0,0,0,0,0.0144041774419288,0,0,0,0,0,0,0,0,0,0,0.00589107042944433,0.00738960632708525,0,0,0,0,0,0
X600118.SH,0,0,0.0825506049306978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11270572659764,0,0,0,0,0.0319783697760971,0,0,0,0,0,0,0,0,0.124377309847301,0,0,0,0.335242004451921,0,-0.148101159690975,0,0,0,0,0.364075197257503,0,0.00935556963509173,0.0321552629817079,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.303933869230924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018773641732845,0,0,0.121632200091112,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0838797568563152,0,0.10845867639526,0.0523705646574625,0.0962925866598164,0,0.148001866107547,0.073301885488273,0,0,0,0,0,0,0,0,0,0,0,-0.0194256966116424,-0.0201099102500141,0,0,0,0,0,0
X600372.SH,0,0.374415926900336,0.0262910090964436,0,0,0,0,0,0,0,0,0,0,0.0110595577226388,0.0137842525239467,0,0,0,0,0,0.0490444252888045,0,0,0,0.0261175935052551,0,0,0,0,0,0.166731063169733,0,0,0,0.105671817968911,0,0,0,0.187410930835277,0,0,0,0,0,0,0,0,0,0,0,0,-0.00241057680093199,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.356237730975756,0,0,0,0,0,0,0,0,0,0,0.257438883441396,0,0,0,1.0842021724855e-19,0,0,0.0765689594881002,0,0,0,0,0,0.0751766892134782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289228340858943,0,0,-0.000508151411090635,0.0186689626507443,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.00452169324324203,0,0,0,0,0,0,0,0,0,0,0,0.164222152629977,0,0,0,0.086188647592686,0,0.0392910677576471,0,0,0,0,0,0.0765774637570112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218705187876529,0.111528295038488,0,0,0,0.0405192737440329,0,0,0.00240352713867488,0.00205092874119382,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.159579054125291,0,0,0,0.10495619760889,0,0,0,0,0,0,0,0,0,0,0.106802918724952,0,0,0,0.164695421333308,0,0,0,0,0,0,0,0.109810561960761,0,0.00340506135541706,0,0,0,0.0796014916526151,0,0,0,0,0,0,0,0,-0.00557771243424953,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148024103988287,0.159896738880763,0,0,0.295408149379966,0,0,0,0.0942466893622146,0,0,0,0,0,0,0.0774963204060176,0,0,0,0,0,0,0,0,0,0,0.0876258796020583,0,0,0,-0.0065494169963303,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0.212615074424198,0,0,0,0.137296458998478,0,0,0,0,0,0.115511942205841,0,0,0,0,0,0,0,0.00659233359849546,0,0,0,0.0380117410185042,0.119872704268418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581992211706704,0,0,-0.0179284330981721,-0.00917466661326659,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0492310924714206,0,0.0119821358023837,0.154520713302516,0,0,0,0,0,0,0.160000050392018,0,0,0.0745420440544965,0.115364219205746,0,0.0152602289210152,0,0.0634906223703254,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125948115903875,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315247348861045,0,0,0,0,0,0,0,0,0,0,0.0325390491325127,0.0452856128088289,0,0,0,0,0.0524479160876031,0.0938299645372657,0.00262236555772783,0.186827956807756,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.156217144824853,0.022195734593911,0,0.00765313799131156,0,0,0,0,0,0,0
