,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002371.SZ,X002049.SZ,X000596.SZ,X000625.SZ,X000063.SZ,X002179.SZ,X600703.SH,X000338.SZ,X600089.SH,X002180.SZ,X000661.SZ,X600522.SH,X300142.SZ,X002241.SZ,X000733.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X600884.SH,X300003.SZ,X600487.SH,X002223.SZ,X000799.SZ,X002414.SZ,X002236.SZ,X600563.SH,X601799.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.103761727660545,0.228819301583419,0,0.106091522196378,0,0,0.135542355891878,0,0,0,0,0.0155767808778638,0,0,0,0,0,0,0,0,0,0,0,0.152824634475311,0,0,0,0,0,0,-0.172607918911613,0,0,0.00428281480904722,0,0,0,0,0,0,-0.0201678726953494,0.0210000265021664,0,0.0891864096254094,0,0,0,0,0,0,0.024431450238384,0,0,0,0,0,0,0
X000858.SZ,0.269728905396435,0,0,0,0.296772482022706,0.0734115923565156,0,0,0.0496837092426758,0,0.116168854209739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755053108318135,0,0,0,0,0,0.0122142728769789,0,0,0,0,0,0.099880004818736,0,0,0,0,0,0,-0.0413796958520376,0,-0.0416032636385574,0,0,0,-0.0151638307659038,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.791522687073382,0,0,0,0,0,0,0,0,0.00128277535818569,0,0,0,0,-0.169091920609148,0,0,0,0,0,0,-0.0395532617651686,0,0.100145485583415,-0.00477874082135941,0,0,-0.0497820576412192,0,0,0,0,0,0,0.142794320061106,0,-0.0148559780306756,0,0,0,0,0,0,0,-0.0609209996786946,0,0,0,-0.0279272163750884,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.00775548908887976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124369256906767,-0.0252700665955621,0,0,0,0.170661905820234,0,0.103029362260539,0,0,0,0,0,8.67361737988404e-19,0,0.17087553363763,0,0,0,0,0,0.137835967488351,-0.269084878869692,0.108897798414159,0.181288507468978,0.34484343470568,0,-0.0337128450708436,0,0,0,0,0,0
X000568.SZ,0.461297783220183,0.162818164320952,0.633937047952449,0,0,-0.0748644951979287,0.0465398459199707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556583890370958,0.0892032930635168,0,0,0,0,0,0,0,0,0,0,-0.0137027752868323,0,0,0,0,0,0,0,0,-0.0525348453764447,-0.00438940653481345,0,0,0.0182997044707928,0,0,0,0,0,0
X600276.SH,0,0.0425906366666092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345528909893873,0,0,0,0,0,0.0568930347477176,-0.113397601095469,0.0241270736840661,0,0.0610261078726298,0,0,0,0,0,0,0,0,0,0.116456601048839,-0.0815084871610966,0.169244020717472,0.0876464045938921,0,0.00746290732349582,-0.119387110416678,0,0,0,-1.0842021724855e-19,0.0131168534150163,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.156457538303403,0,0,0.131411461729165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445399056586963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0955359774156107,-0.04959484848473,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.344308062319058,0,0,0,0,0,0.232917648567266,0,0,0.0984091020017264,0,0,0,0,0,0,0,0,0,0.0776118086856102,0,0,-0.0957958917030174,0,0.064115504436044,0,0.0439785373047267,0,0,0,0,0,0,0,0,0,-0.00746105750098598,0,0,0,0,-0.0437752396519258,0,0,0,0,0,-0.0103667686037564,0,0,0,0,0,0,0
X002304.SZ,0.000252419109626794,0.555666235905529,0.0735275732504105,0,0.00525622837735337,0,0,0,0,0,0,0,-0.0692713858112732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601407635143349,0,0,0,0,-5.42101086242752e-20,0,-0.132623136311631,0,0,0.111182541022059,0,0,-0.0572368352482394,-0.0373683503364206,0,0,0,0,0,0
X300124.SZ,0,0,-0.0912295172694116,0,0,0,0.245625633573371,0,0,0,0,0,0,0,0,0,0,-0.00409608474540081,0.152987898189402,-0.113354770135621,0,0,0,-0.261649811909273,0,0,0,0,0.033105429172139,0,0,0,0.290402353549582,0,0.205388740588907,0,0,0,0,0,0,0,-0.139832071889021,0,0,-0.0342213944800356,0,0,0,0,0,-0.0231773530382302,-0.0377338208508508,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.373103678266622,0,0,0,0,-0.0311907438137166,0,0,0.276402315228784,0,0,0,0,0,0,0,0,0,0,0,0,0.0123018062296145,0,-0.00224959119283825,-0.063599908932141,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0515376030285181,0,0,0,-0.108487393261363,0.0275368479223398,0,0,0.0233749108264067,0,0,0,0,0,0,0
X600104.SH,0,0.0208497570336616,0,0,0,0,0,0,0.0550059674211817,0,0.0580008371937583,0,0,0,0,0.00193319865231749,0,0,0,0,0,0,0,0,0,0,0,0.134733413664128,0,0,0,0,0,0.184981349210992,0.0855694986346818,0,0,0,0,0,0,-0.0342361009664505,0,-0.0403442937295329,0,0,0,-0.0232532267894351,0,0,0,-0.0103213310596912,0.0121493744417695,0.0445792554816933,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0.0739749559658238,0,0,0,0,0,0,0,0,0,-0.000258088829193532,0,0,0,0,0,0,0,0.0392641812180047,0.153892953894357,0,-0.0416959312984771,-0.303999415843739,0,0,0.528967431762354,0,0,0,0,0,0,0,0,-0.0694408133169019,0,0.185749809566544,0,0.166272363238162,0,0,0,0.0390644885868928,0,0,0,0,0,0,0
