,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X000596.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002049.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600703.SH,X600522.SH,X000661.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X600884.SH,X000157.SZ,X600702.SH,X600460.SH,X601799.SH,X600487.SH,X000799.SZ,X300003.SZ,X002236.SZ,X600584.SH,X600563.SH,X002414.SZ,X600372.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0229224421687088,0.240051616951627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121043238757484,0.0853541785639535,-0.0236160771253768,-0.00844779048658692,0,0.02095421399296,0,0,0,0,0,0.100421149531944,0,0,-0.028284466261015,0.0110805533834758,-0.0489732930090788,0,0,0,0,0,0,0,0,0.00979220489164302,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.185265798498269,0,0,0,0,0,-0.0246949780496869,0,0,0,0.0657015510151831,0,0,0,0.0265058363079139,0,0,0,0,0,0,0,-0.0129431046494653,0,0,0,0,0,0,0,0,0,0,0.301635383556145,0,-0.00937610959990199,0,0,0,0,0,0,0,0,0,0,0,0.0152135376126288,0,0,0,0,0,0
X600809.SH,0,0,0,0.166509095428077,0.0707018354144961,0,0,0,0.0462500747677437,0,0,0,0.0471752312057677,-0.185144145895676,0,0.0117278137422552,0,0,0,0,0,0,0,0,0,-0.0285035100675852,0,0,0.0499886693358339,0,0,0,0,0.0427315975128384,0,0,0,0,0.108986338234055,0,-0.146132465654683,0,0,0,0,0.00730151882544255,0,0,0,0,0.00729508860591238,0,-0.0107621686389539,0,0,0,0,0,0
X000568.SZ,0,0,0.154832408378927,0,0,0,0.00884830033106023,0,0,0,0,0,0,0,0,0.0560062809847778,0,0,0,0,0,0,0,0,0,0.00184468499364231,0,0,0,-0.00872548753442664,0,0,0,0,0,0,0,0,0.241330581326575,0,0,0,0.203117524725582,0,0,0,0,0,0,0,0,-0.0292228658645448,-1.0842021724855e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0665314127414846,0,0,-0.046431891428891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111095893410255,0,0.192318362797277,0.0120790565093941,0,0,0,0.0679547404907552,0,-3.46944695195361e-18,0,0,0,0.0411908039710831,0,0.36136652812765,0.238062012126565,-0.186781813411253,0,0,0,2.16840434497101e-19,0,0,0,0,0,-0.0202709818865247,0,0
X002304.SZ,0,0.215981082704927,0,0,0,0,0,0,0.035983315996054,0,0,0,0,0.0473762904145095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191391462708876,0.102427936805034,0,0,0,0.0404966685498686,0,0,0.0261397757236986,0,0.146062207386324,0,0,-0.0340093827201405,0,0,0,0,0,-0.131202105382194,0,0,0,0,0.0298183148469532,0,0,0,0,0,0
X600690.SH,0,0,0,0.147200833987055,0,0,0,0,0.0161586021167953,0.103790690701754,0,0,-0.0785724158633386,0,0,0,0,-0.06757621288967,0,0,0,0,0,0,0,0.068245789117503,0,0,0,0,0,0,-0.148345608885176,0,0,0,0,0,0,0,0.0482357881106609,-0.0288424390718979,0,0.235038526725816,0,0,0,0,0,0,0,-0.000916813054814522,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479304922397294,0,0,-0.142310812092428,0,0,0,0.191740312150216,-0.10062174654636,0,0,-0.00668241660467979,0,0,0,0,0,0.0204219683229946,0,0,0,-8.67361737988404e-19,0,0,-0.105244626333071,0,0,-0.0452369029422448,0,0.159940887117915,0,0,0,0,0,0,0,0.0403709893932642,-0.0214490115197625,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.103989175036971,0,0,0,0.0141467856701415,0.0530753149591792,0.456645718294053,0,0,0,0.0414064516376521,0,0,0,-8.67361737988404e-19,0,0.0689335032756711,0.13214956768007,-0.0824752595013344,0,0,-0.0419449962216199,0,-0.135641008617365,0,0,0,0.0105383359030444,0,0,0,0,0,0,0,0,0,0,0,0,0.133098504979838,0,0,0,-0.0938427052709409,0,0,0,0,0,0,0
X000651.SZ,0,0,0,-8.67361737988404e-19,0,0,0.30055400243314,1.73472347597681e-18,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.119865996469718,0,0,0,0.144478596030137,0,0.0364516787108722,0,-0.0121295827036139,0,0,0.0826959290601937,0,0,0,0,0,0,0,0,0,0,0.0495753065017792,0.0981166256467547,0,0,-0.076015132755187,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.010731318013726,0,0
