,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X000063.SZ,X002371.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X300014.SZ,X600031.SH,X000625.SZ,X002129.SZ,X000338.SZ,X600703.SH,X600089.SH,X002179.SZ,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X002241.SZ,X000977.SZ,X000661.SZ,X601877.SH,X000157.SZ,X600741.SH,X600584.SH,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X000066.SZ,X002463.SZ,X002007.SZ,X002294.SZ,X300146.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.193025969592674,0,0,0,0.00157908644459604,0,0,0,0,-0.0648650748440603,0.0189064560704075,0,0,0,0,0.0491542694522726,0.0513537363086902,0,0.0121539963992125,0,0,0,0,0,0,0,-0.00182290567040636,0,0,0.00508429407363835,0,0,0,0,0,0,0,0,0.0337789749940497,0,0,0,0,0,0,0,0,0.0549198263707246,0,0,-0.0041180072503385,-0.0780554921029329,0,0,0,0,0,0
X000858.SZ,0,0,0,0.180807040967974,0,0.0753902641501404,0,0,0,0,0,0,0,0,0,0,0.101989845947013,0,0.0690277523240969,0,0,0.0146452438959825,0,0,0,0.0229839481867056,0,0,0.00596041222707244,0,-0.0112343724786177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054167711543509,0,0,-0.0185010138680145,-0.0269023442733255,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.10421244337811,0,0,0,0,-0.0918230410541734,0,0,0,0,0,0.158762914897809,0,0,0,0,0.0567221495713917,0,0,0,0,0.165246695003181,0,0.112721220484105,0,0,0,0,0,0,0,0.14349959465457,0.00778194415108691,0,0.114884079740045,0.038944462301154,0,0,0.059168547049408,-0.0797898575346573,0.201143506536607,0,0,0,0,-0.0266325572135048,0,0,0,0,0,0,0
X000568.SZ,0,0.452448161145342,0,0,0,0,0,0,0,0.0331541913159795,0,0,0.0734769566025359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778400693191716,0,0,-0.0494350283147542,0,0,0,0,0,0,0,0,0.029902953057237,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181870576185785,0,0,0,0,0,0
X600276.SH,0,0,0.0850868346924816,0,0,0,0.0782508373316774,0,0,0,0,0.191197182930515,0,0,0,0,0,0,0,0.0797439769891695,0,0,-0.0548624773920883,0.0307826680499369,0,0.123126711376015,0,0.140548783042855,0,0,0,0,0,0,0,0.0359870281399911,0,0,0,0,0,0,0,0.103535696633896,-0.118694820990762,-0.196270102052855,0,0.222549985423269,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.240040053432248,0,0.048904831787072,0.074164472905224,0,0,0,0,0,0,0,0,0,-0.223758372093598,-0.0260558599408218,0.269975939532588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20639103005307,0.0336877443200407,0,-0.00208529061675544,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.269164203747568,-0.0501774604112551,0.0133306697914599,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0770351233608764,0,0,0.148041223895202,0,0.0494259905715544,-0.119106726055027,0,0,0,0,0.332757154121509,-0.499904014903883,0,0.190976477366801,0,0,0,0,0,0,0,0,-0.07454141268293,0,0,0,0,0,0,0,0,0.0663891395560796,0,0,0,0,0,0,0,-0.149482753425333,0,0,0,0,-0.0213289186800427,0,0.0176219071575554,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.105740270758774,0,0.100239426873816,0.0946538630980305,0,0,0.0303694663886797,-0.0466191001749494,0,0,0,0,0,0,0,0,0,0,-0.0416620011715736,0,0,0,0,0,-0.0579188528273935,0,0,0,0.0358720117743331,0,0,0,0.0199982225092909,0,0,0,0.103624576068342,0,0,0,0,0,0.0117170425371558,0,0,0,0,0.0157187277610812,0,-0.0335936724958277,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215237847564346,0,0.0655706918748609,0,0,0,0,0.126757318269251,0,0.0713107832535242,0.0751443268097152,0,0,0,0,0.0122396895664543,0,0,0,0,0,0,0,0,0,0,0,0,-0.236412924560155,0,0,0.0120588909562814,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.133902993062458,0,0.082596387731439,0,0,0,0,0,0,0.237178203501176,0,-0.489930296052645,0,0,0,0,0,0,0.0804034455963787,0,0.0255811237152068,0,0,0,0,0,0,0,0,0.00588978300625679,0,0,0,0,0,0.0299063134508166,0,0,0,0.0367132288456284,0,0,-0.0254248657113661,0,0,0,0,0,0
