,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600118.SH,X000559.SZ,X600271.SH,X000100.SZ,X600066.SH,X600372.SH,X002292.SZ,X000157.SZ,X002241.SZ,X600741.SH,X002475.SZ,X600089.SH,X002236.SZ,X000338.SZ,X300124.SZ,X002465.SZ,X300003.SZ,X002506.SZ,X600177.SH,X000568.SZ,X600839.SH,X002129.SZ,X002074.SZ,X002294.SZ,X600867.SH,X000977.SZ,X000547.SZ,X002276.SZ,X000869.SZ,X600498.SH,X002008.SZ,X000800.SZ,X300146.SZ,X600582.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.109596421339149,0,0,0,0.208351612961419,0,0.227454160593749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578061951338007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609407044796546,0.0776464346104209,0,0,0,0,0,0
X600104.SH,0,0,0,-6.93889390390723e-18,0,0,0,0.117759574225822,0.417688674332517,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.161842513964709,0,0,0,0,0,0,0.0497765187794368,0,0.0856360138362414,0,0,-0.0111660048056574,0,0,0,0,0,0,0,0,0,0,0,-0.0702500194701338,0,-0.00753863566268488,0,0,0,0,0,0,0
X002415.SZ,-0.0077412463929617,0,0,0,0,-0.03635767875001,0,0,0,0,0,0,-0.152225823218329,0,0,0,0,0,0,0.24252113508569,0,0.231514073279486,0,0.0265951022404111,0,0,0,0,0,0,0.0832544402746754,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104042538206647,0.0906221057334868,0,0,0,0.0507960067921884,0,-0.0766244490495411,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0475173818661629,0,0,0.0166502714911701,0,0.0171251730516911,0,0.358368488327312,0,0,0,0,0,0,0.0196406255540348,0,0,0,0.012144743701819,0,0.00518849871000841,0,0,0,0.0503100887544389,0,0,0.195792650972133,0,0.0364156157617189,0,0,0,0,0,0.00889550960203689,0.0437490799532532,0,0.0186694577039406,0,-0.020820016130564,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.156108188873622,0,0,0,0,0,0,0.0119593091802028,0,0.194797638235342,0,0,0,0,0,0,0,0,0,0,0,0,0.0280619673354978,0,0,0.0938507609868844,0,0,0,0,0,0,0,0,0,0.0105557514182207,0,0,0,0.260083819830764,0.0232653003335471,0,-0.0199973303620464,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660948867719054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376613065547848,0,0,0,0,0,0.082457865396888,0,0,0.12974088032234,0.000380957943538821,0,0,-0.00927553956786681,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120285568904686,0,0,0,0,0,0,0,0.0101178274860472,0,0,0,0,0,0,-0.0241899989294551,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160420671397616,0.0649433379104149,0,0,0,0.279484631065897,0,0,0.0272547029542349,0,0,0,0.0491484522807964,0,0,0.35503600483977,0,0,0,0,0,0,0,0,0.0618029652495737,0,0,0,0,0,0,0,0.00566480072487004,0,0,0,0,0,0,0
X000625.SZ,0,0.0338207008166444,0,0,0,0,0,0.0280384399540787,0,0,0,0,0,0,0.0328927888469885,0,0,0,3.46944695195361e-18,0,0,0.158831403007618,0.339408632386152,0,0,0,0,0,0,0,0,0,0,0,0.145832243738521,0,0,0,0,0,0,0.0154083090626084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.246521064956625,0,0.123790124481843,0.0128858279224351,0,0,0,0,0,0,0,0.0520548761166561,0,0.0683160520000032,0,0,0,0,0.0348487442493363,0,0,0,0,0,0,0,0,0.0262825213691427,0.00530348807810301,0,0,0,0.258790197990393,0,0.00256772355911687,0,0,0,-0.0117857531937136,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.110372461011528,0,0,0.280728347781434,0,0,0.0724134500205097,0,0.196922766946375,0,0.0472871733144799,0,0,0,0.176566245043496,-6.93889390390723e-18,0,0,0,0,-0.0697596322652314,0.0276761403607315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014467698373526,0,-0.00451113033483278,0,0,0,0,0,0,0
X600703.SH,0,0.110068462427342,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.150420015005519,0,0.184444799448235,0,0,0,0,0,0,0,0,0,0.00387731060234917,0,0,0,0,0,0,0,0,0,0.331513765908931,0,0,0,0,-0.0423922727771774,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131373513959783,0,0.00294275557302584,0,0,0,0,0.28870794331939,0,0,0,0,0,0,0,0,0,0,0,0,0.00628920914693757,0.0112150131985951,0,0,0,0.0291981769761023,0.0719140649538341,0,0,0,0.173927164017808,0.0620248908449982,0,0,0,0,-0.0127849101619651,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0510053444303465,0,-0.0231594261771896,0,0,-0.0691116303866063,0.370918639630887,0.00810629164711215,0,0,0,0,0,0,0,0,0.071481048115325,0,5.42101086242752e-20,0,0,0,0,0,0,0,0.179607928020279,0.465868679266105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991482934516971,0,0,0.0347740672094518,0.216748053970584,0,0,0,0.304760910458039,1.73472347597681e-18,0,0,0.00864495700604455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102409539094121,0,0,0.252757347665603,0,0,0,0,0,0,0.152075886764034,0,0.0407081672514116,0,0,0,0.0372930915313964,0,0,0,0.0718647029046551,0,0,0,0,3.46944695195361e-18,0.165991177934474,0,0,0,0,0,0.0101776717062412,0,0,0,0,0,0
