,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300124.SZ,X300014.SZ,X300142.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X601877.SH,X000157.SZ,X002236.SZ,X300003.SZ,X600584.SH,X000800.SZ,X002414.SZ,X600183.SH,X300136.SZ,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X002294.SZ,X002008.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.014748559225568,0,0,0,0,0,0,0.221196558328991,0,0.248897661697529,0,0,0,0,0,0,0,0.0395411544044457,0.00635629306940406,0,0,0,0,0,0,0,0.0146510297291254,0,0,0,0,0.0451182859385877,0,0.0477004951549309,0,0,0,0,0,0,0,0,0,0,0,0,0.0626347140899086,0,0,0,0.00227741312072144,0.00113709012994717,0,0,0,0,0,0
X000858.SZ,0.0985100402872831,0,0,0,0,0,0,0.0768393273141512,0,0.23206977342732,0.431476380300835,0,0,0.0196889207400674,0,0,0.0810076127700395,0,-0.0100824812763249,0,0,0,0,0,0,0,0,0.0112396398011039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315851774430251,0.0278226990354421,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0259473955058337,0,0,0,0,0.190548658810633,0,0,0,0,0,0,0,-0.12863150267079,0,0,0.0778443377569412,0,0,0,0,0,0,0,0,0,0,0,0.0564024131585299,0.0377162739885036,0,0,0,-0.0105854783651016,0.00480800814699371,0,0,0,0.13453264902974,0,0,0,0,0.133593470556021,0,0,0,0,0.00199380897854498,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334600601037093,0,0,0,0,0,0,0,0.0406833541284774,0,0,0,0.0304147501098824,0,0,0,0,0,0,0,0,0,0.0108305603359969,0,0,0,0.0134405254505882,0.0277327213197411,0,0.137647872248881,0.144432454837471,0.111453995438665,0,0,0,0.00724570963570216,-0.00405496950769353,0,0,0,0,0,0
X002415.SZ,0,0,0,0.121851153096539,0,0,0,0,0,0,0,0,0,0,0.113094345507057,0,0,0,0.0225658617110162,0,0,0,0,0,0,0,0,0.068209836752026,0,0,0,0,0.210326578868083,0,0,0,0,0,0.0459368941245244,0,0,0,0,0,0,-0.062512125340038,0,0,0,0,0,0.0126370548721265,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0449299300545381,0,0,0,0,0,0,0,0,0,0.0795491965958614,0,0,0.0363120780256826,0,0,0,0,0,0,0,0,0,0.151272276658251,0,0.0012594044615866,-0.0124768874463964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986275176117073,0,0,0,0.0396573221573067,0,0,-0.0476700719728555,-0.0226159339680515,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.181670822397435,0,0,-0.0905429289271761,0,0,0,0,0,-0.0156599866518524,0.0728695484866188,0.0644077160677159,0,0,0,0,0,0,0.127125444067605,0.0168680339191625,-0.0282661121332429,0,0,0,0,0,0,0,0.0731595564788582,0,0,0,0,0.0952037054180415,0,0,0,0,0.0505253593374563,0,0,0,0,0,-0.0267795273768954,0.0174704754636132,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0217321179416607,0,0,0,0,0,0,0,0.40370862156053,0,0,0,0,0,0,0,0.0617844378679678,0,0,0.0260619346955071,0,0,0.301098411131616,0,0,0,0,-0.019844619911253,0,0.013273243308266,0,0,0,0,0,0,0,0,0,-0.0573641241198432,0,0,-0.0106750464386323,0.0324830818906008,0,0,0,0,0,0
X000568.SZ,0,0.0214498259396082,0,0,0,0,0,0,0,0.460218935878923,0.264712742587275,0,0,0,0,0,0.0923396508222938,0,0,0,0.0835731795005533,0,0,0,0,0,0,0,0,0,0,0,-0.0681400817609902,0,0.014622808949925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020549951240092,0.00527747040750275,0,0,0,0,0,0
X002304.SZ,0,0.230813248658337,0,0,0,0,0,0,0.231186263695227,0,0.0721396037977934,0,0,0,0,0,0,0,0,0.10471966751352,0,0,0,0,0,0,0,0,0.184826510205838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000932574670160749,0.00305300087200954,0,0,0,0,0,0
