,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X600690.SH,X002475.SZ,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X601877.SH,X000157.SZ,X000100.SZ,X300003.SZ,X002007.SZ,X002236.SZ,X300142.SZ,X600703.SH,X600271.SH,X300124.SZ,X002179.SZ,X000625.SZ,X002506.SZ,X002241.SZ,X600177.SH,X600183.SH,X600498.SH,X002371.SZ,X600867.SH,X600487.SH,X300014.SZ,X002008.SZ,X600066.SH,X000050.SZ,X000066.SZ,X300146.SZ,X600118.SH,X600522.SH,X002049.SZ,X002129.SZ,X000977.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0360888802800388,0,0,0,0,0,0,0,0.207786843887969,0,0,0.084309393287836,0,0,0,0.0600334289603792,0,0,0,0,0,0,0.195961679976438,0,0,0,0,0,-0.0327325287652318,-0.0432357393124726,0,0,0,0,0,0.120446259533652,0,0,0,0,0,0,-0.187460315860108,0,0,0.0364040563316171,0,0,0,0,0,0.01109675880527,0,0.186813947327048,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0550267634290084,0,0,0.146763988225204,0,0,0.0770633556826306,0.221572660769569,0,0.288777930932395,0.0909351002093997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142186584358124,0,0,0,0.124291706237343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213486539312674,0,0,0,0,-0.00606108229997411,0,0
X000651.SZ,0,0,0,0,0,0,0.297840691978956,0,0,0,0.17523038403282,0,0.194506428571123,0,0.12771632111389,0,0,0.216682195152775,0,0,0,0,0,0,0,0,-0.0279339564985771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213144084608637,0,0,0,0,0,0,0,0.0459924008967078,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.132394818605975,0,0.160396868765555,0,0,0.172682631169321,0,0,0,0,0,0,0.120207326214779,0,0,-0.152119799984972,0,0.0601282165886624,0,0,0,0,0,-0.0157932998294086,0.181167864768206,0,0.0378870230072515,0,0,0,-0.091873663539574,0.0406841293249118,0,0,0.139913077302563,0,0,0,0,0,0.0242468784979391,0,0,0,0.0288614748473152,0,0
X600104.SH,0,0,0.0383163241768777,0,0,0.0268552425394206,0,0,0,0,0,0,0.0113045130333517,0,0.28372785683327,0,0,0,0,0,0,0.124812798188384,0,0,0,0,0,0,0,0.213671395777616,0,0,0,0,0,0,0,0,0,0,0,0,0.026211966973243,0,0,0,0,0,0,0,0,0.00384141456415862,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.251756699962914,0,0,0,0,0,0.0187335708258953,0,0,0,0,0.475679000875336,0,-0.0626981699009438,0,0,0,0,0,0.216886561512997,0,0,0,0,0.0368588082709246,0.13365157239095,-0.00298135496247699,0,-0.0384688483796402,0,0,0,0,0,0,0,-0.134151311295524,0,-0.0794161346259739,-0.00378550885677919,0,0,0,0,0.0362144116557353,0,0
X002304.SZ,0,0,0.19337196685518,0,0,0,0,0,0,0.130845579623654,0,0,0,0,0.000374667504228064,0.133889437355384,0.0858445405320798,0,0,0,0,0,0,0,0,0.0285873093527505,0,0,0,0,0,0,0,0,0,0.0902604388542317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149041392596737,-0.0777419083084947,0,0,0,-0.0154555339592698,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0368757473505795,0,0,0,0,0,0,0,0,0,0,0.00114612503571582,0,0,0,0,0,0,0,0,0,0,0,0.177151083396018,0,0.0444544346728764,0,0,0,0.408778600802513,0.0119690439713174,0,0,0,0.0535324537359512,0,0.0134498974861923,0,0,-0.0029068356596054,0,0,0,0,0.0411911494502934,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468335681502158,0,0,0,0,0,0,0,0,0.301872605866457,0,0,0.249132255454712,0.252572493386781,0,0,0,0.114646331061852,0,-0.220528859336331,0,1.73472347597681e-18,0,0,0,0.0191135288816451,0.17585031478207,0,0,0,0.0519953518385309,0,0,0,0,0.0496791852892697,0,0
X000568.SZ,0,0.275867959864776,0,0,0,0,0,0,0,0,0,0,0.0454004004299982,0,0,0.260086858750216,0.0106220912996384,0,0,0,0,0,0,0.0648230432486999,0.0666904589073776,0.0311195340169898,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0738978090107838,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166504759792802,0,0,0,0,0,0,0
