,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X000100.SZ,X002506.SZ,X600031.SH,X600066.SH,X002292.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600741.SH,X000157.SZ,X000559.SZ,X002049.SZ,X002465.SZ,X002475.SZ,X600372.SH,X000338.SZ,X000568.SZ,X600089.SH,X300124.SZ,X600177.SH,X002074.SZ,X002294.SZ,X000869.SZ,X600867.SH,X601877.SH,X600498.SH,X300003.SZ,X000977.SZ,X002129.SZ,X002456.SZ,X002426.SZ,X600582.SH,X002008.SZ,X300146.SZ,X000623.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0494901289640269,0,0,0,0,0,0,0,0.0429671855468046,0,0.00672436124242311,0,0,0,0,0,0,0,0,0,0,0,0.135759234855571,0,0,0,0.0602256854646087,0,0.0449915243886773,0.0365527434348895,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.00489957553247682,0.00502772691236755,0,0,0,0,0,0
X600104.SH,0,0,0,0.0380736159670847,0,0,0,0,0.19065850860922,0,0,0,0,0,0,0,0.103250319571912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355600568006672,0,0,0,0.133224846233117,0,0,0,0,0,0,0,0.0617346512270039,0,0,0,0,-0.0228432988112777,-0.00629027526951025,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0375710298208696,0,0,0,0,0,0,0,0,0.0423567775970001,0,0,0,0,0,0,0,0,0,0.0409667956687003,0,0,0,0,0,0,0,0,0,0,0,0.0945859548309564,0,0,0.131346753625684,0.131679123269335,0.196372885683342,0,0,0,-0.04873558811167,0,0,0,0,0,0
X000651.SZ,0,0,0.191215120281423,0,0,0,0.17607208364095,0,0,0.106573160395659,0,0.109055166552712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526405407648191,0,0,0.062945041236656,0,0,0,1.38777878078145e-17,0.00132825786218513,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.192790599639228,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.00547043293356165,0,0,0,0,0.045820415747477,0,0,0,0,0,0,0,0,0.146317013133015,0.0272864956161482,0,0,0,0,0.0140081803640662,0,0,0.116735703032785,0.0354691167283467,0,0.0214040906368239,3.46944695195361e-18,0.0312671494337425,0.117771310930391,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0159867326799433,0,0.373151129459993,0.149446348746921,0,0,0,0,0,0.0180576488180536,0,0,0,0,0,0,0,0,0,0.0718859174662451,0,0.0261222311201191,0,0,0.0485951160334114,0,0,0,0,0,0,0,-0.0246726686683625,0,0,0,-0.0134406053211433,-0.0142064865236684,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.145246257964395,0,0,0,0,0,0,0.0654572930504611,0,0,0,0,0,0,0,0,0,0,0.0686196755575691,0,0,0.252215955431339,0,0,0,0,0,0.0355159999580199,0,0,0,0,0.0203300191777787,0,0,0.0932702787613803,0,0,0,0,-0.0056933948127303,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0527795509101799,0,0,0,0,0,-0.027414561239986,0,0,0,0,0,0.107047073108393,0,0,0.130738807897734,-0.0851316990342958,-0.0450429883731931,0,0,0,0,0,0,0,0,0,0,0,0,0.038500682182507,0,0,0,0,0,0.0113686249499652,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.186955236680183,0,0,0,0,0,0,0,0,0.0255977854940768,0,0,0,0,0,0,0,0,0.191291791315869,0,0,0,0,0,0,0,0,0,0.056610905600173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263518438021157,0,0,0,-0.0193947178670205,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0305190209789551,0,0,0,0,0,0,0,0,0,0,0,0,0.0928763625004036,0,0,0,0,0.103287781846749,0,0,0,0,0,0,0,0.138990093034461,0.178483747920159,0,0,0,0,0,0,0,0.036647722996153,0,0,0.117198464679738,0,0,0,0.0386924108934036,0,0,0,-0.0270226140209033,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014680049344938,0.120895151933834,0,0.0412103298864715,0,0,0.167374391854401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782763103178711,0,0,0,0.138164174908533,0,0,0.0660203457903093,0.0637246986951091,0,0,0,0,-0.0268137862002998,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.00525538674295946,0,0,0,0,0,0,0,0.0493419177056746,0,0,0,0,0.0205145269278474,0,0,0,0,0,0,0,0,0,0,0,0,0.0507838115317258,0,0,0,0,0,0.0618185634774183,0,0,0.143708811997796,0,0.236792077042196,0,0,0,-0.0533263200843134,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261428062812354,0,0,0,0,0,0.0171784851282852,0,0,0,-0.134543239777909,0,0,0,0,0,0,0,0,0,0,0.067107750212043,0,0,0.231290705802635,0.333529109970128,0,0,-0.0271071652592612,0,0,0,0,-0.0154577387692485,0,0,0,0,0,0,0
X600031.SH,0,0,0.173478291150209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046135431685903,0,0,0,0,0.0199219647870124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707646923491381,0.159316158652436,0,0,3.46944695195361e-18,1.73472347597681e-18,0.230043248264904,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487600979933352,0,0,0.143476126482997,0,0,0.178107309320692,0,0,0,0.0618627595466915,0,0,0,0,0,0,0,0,0,0,0,0,0.0203988570626956,0,0,0,0,0,0,0.328853305260646,0,0,0,0.00661270016040638,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0836557522755992,0,0,0,0,0,0.138498399228633,0,0,0,0,0,0,0,0,0,0,0.0386099134576585,0,0.324032385432033,0,0,0,0,-0.271730460163617,0.235072130245715,0,0.346151015314163,0.262492996323488,0.0853371195605732,0,0,0,0,0,0,-0.0401332877420825,-0.0893646873488609,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00703312892966594,0,0,0.196964171075334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863248533757313,0,0.197540830056871,0.0372626308913218,0,0.0199186324567759,0,0,0,0.282048436402854,0.000280071692050332,0,0,0.0114507576128995,0,0,0,0,0,0
X002236.SZ,0,0,0.0287803161535791,0,0,0,0,0,0,0,0,0,0.0104674736147019,0,0,0.0254039114144513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707895093540943,0,0,0,0,0,0,0.139683134480376,0.0436151879971584,0.180871307880468,0.0999896452266094,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894423807720893,0,0,0,0,0,0,-0.0553088846383533,0,0,0.270307946148135,0,0,0,0,0,0,0,0,0,0,0.0584799120018414,0,0,0,0.198051493454035,0,0.060651400881068,0,0.0911471780087913,0.0434605000145669,0,0,-0.0114231245725427,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.0672389389821882,0,0,0,0,0,0,0,0,0,0.0839995387157144,0,0,0.0722104450054979,0,0,0,0,0,0,0,0,0.0923519633349886,0.0415388551940862,0,0,0.0150059715434674,0,0,0,0,0.0189582362916634,0.123495351396666,0,0,0.0287280002525294,0,0,0,0,0,-0.0208018292307282,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0264633437239425,0,0,0,0,0,0,0,0,0,0.306018661871315,0,0,0,0,0,0,0,0,0,0,0,0.05642257159872,0,0,0.125064269858979,0,0.203382135457913,0,0,0,0,0,0,0,0,0.0352293035732192,0.0076445245773096,0,0,0,0,0.0166906727443108,0,0,0.00813493901277875,0.015627462917342,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0.233624131744187,0,0,0,0.0789377358569526,0,0.0611112746428993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167936590333053,0,0,0,0,0,0,0.022495837579889,0.00652054295473503,0,0,0,0.34890341062503,0,0,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854445424286912,0,0.0735060873818788,0.188679699037006,0,0,0,-0.555903734810214,0.300048221273103,0,0,0,-0.0493677657839658,0,0,0.0103986274379949,0,0,0.0172924518291478,0,0,0,0,0.437508634540929,0,-0.0330282836169336,0.11450254532212,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0201289117358423,0,0,0.0772551675194403,0,-0.0186120953805587,0,0,0,-0.0197813144588622,0,0,0,0,0.00464209187084299,0,0,0,0,0,0,0,0,0,0.0682026004509742,0,0,0,0.000390142720320078,-0.0789621895200322,0.215180570995564,0,0.0632722800746549,0,0.281172598548205,0,0,0.0273159549972125,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725998619791991,0,0.118165090404264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535118552336336,0,0,0,0,0,0,0.0999491753970284,0.108338638431711,0,0,0,0,0,-0.0885028824762032,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500579631844562,0,0,0,0,0,0,0,0,0,0,0.0926963604744924,0,0.0718401221325967,0,0.0722326425450366,0,0,0.0357859337541895,0.121338915364814,0,0,0,-0.032231988231887,0,0,0.135513341395955,0,0.0231197593635715,0,2.16840434497101e-19,0,0,0,0,-0.00666777369227367,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679739642323646,0,0,0,0,0.0658159226768868,0,0,0,0,0,0,0,0.238161170437315,0.10450900247474,0,0,0,0,0,0.0273562195578611,0,0.00884402973380311,0.0286399956467801,0.0724880001991815,0,0,0,0,0.0523974126321509,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811693835690263,0,0,0,0,0,0.000432958804355438,0,0,0,0,0,0,0,0,0.164279335891164,0.0925136467494856,0,0,0,0,0,0,0.0143067003342877,0.158816786965794,0,0,0,0,0.0396605531255766,0.0752873153891735,0,0,0,-0.0470646138184154,0,0,0,0,0,0
X600089.SH,0,0,0.158365862356375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784165992909822,0,0.060775810739291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629704329759324,0.139389928221201,0,0,0,0.0214010364614575,0.14687975377407,0.0362048059849189,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.00108260344000705,0.0774094629851919,0,0,0,0,0,0,0,0,0,0,0.0756935494845118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236430779316203,0,0.117645938775132,0,0,0.043538727361897,0,0.225267757399937,0.283990105059841,0,0.121599120792444,0,0,0.0147185789555203,0,0,0,0,0,0
X600177.SH,0,0,0,0.062337767305609,0,0,0,0,0,0,0,0,0,0,0,0,0.114223213575385,0,0,0,0,0.0563177073601458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211069628029116,-2.77555756156289e-17,0,0,0,0,0.557562155709747,0,0,0.00752415769467131,-0.0024030562525842,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106039948157477,0,0,0.222583084324818,0,0,0.0312907627069405,0,0,0.485813852337568,0.0226768125198443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.217285100071821,0,0,0,0,0.0922466860079925,0,-0.037523707881805,0.0561620356157127,0,0,0,0,0,0
