,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002241.SZ,X002475.SZ,X600031.SH,X000100.SZ,X002456.SZ,X002236.SZ,X600271.SH,X000338.SZ,X002085.SZ,X600118.SH,X600177.SH,X002292.SZ,X002180.SZ,X000157.SZ,X600867.SH,X000559.SZ,X600372.SH,X002007.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X600498.SH,X002426.SZ,X600089.SH,X600522.SH,X601877.SH,X002508.SZ,X000981.SZ,X600566.SH,X002465.SZ,X000050.SZ,X000550.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0255865433277467,-0.0137750126168206,0.123980166024371,0,0.18305236153134,0,0,0,0,0,0,0.00955681142829877,0,0.118434123062235,0,0,0,0,0,0,0,0,0,0.18416766970776,0,0,0,0.0144144890380598,0,0,0.0289297713461395,0,0,0,0,0,0,0,0,0.0826253985714597,0,0,0,-0.0938832371670735,0,0,0,0,0,0.0826117547950612,0,0,0,0,0,0,0
X600104.SH,0,0,0.0565517294628219,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0200616419049076,0,0,0,0,0,0,0,-0.0301900756058313,0,0.248479673968482,0.0705496011848415,0.0650242130273224,0,0,0,0,-0.0303725615895751,0,3.46944695195361e-18,0,0,0,0.043899732187915,0,0,0,0,0,0.167903311361923,0,0,0.124072871634442,-0.0740313752229999,0,0,0.0192105075192169,0.0176866449756211,0.0107628661822647,0,0,0,0,0
X002415.SZ,0,0,0,-0.0634176616193009,0,0,0,0,-0.649639943316133,0,0,0,0.0451662474534248,0,0,0.0906031837164788,0,0.0605598839063748,0,0,0,0,0.0613598981502015,0.035362479749615,0,0.233222400522252,0,0.0682979021531392,0,0,0,0,0,0,0,0,0,0,0,0.216866958420507,0,0,0.0849435791421072,0.0999833306821787,0.073868211571044,0,0,0,0.0797974937530219,0,0,0,0.0122160517256749,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0756485111979134,0,0.0550805520375401,0,0,0,0,0.00514664675433321,-0.106237352633181,0.0746986515693506,0.0358078224754701,0,0,0,0,0.0686684728918903,0,0,0,0,0,0,0,0.07322306989484,0,0,0.0170737816108642,0,0,0.165043469689739,0,0,0.00255396987880163,0.115444180340717,0,0.0415689452568654,0,0,-0.0592470723375251,0.0815480842471381,-0.0908990254597702,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0389812180768783,0,0,0.220621606567555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441657753431935,0,0,0,0.170743498478136,0.0846296893462614,0,0.0105613476010091,0,0.187861638865372,0,0,0,0,0.0148784125566409,0,0,0,0,0,0,0.0220196040002085,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0352042992756441,0,0,0,0,0,0,0,0,0.0645196217822805,0,0,0,0,0,0.068409232535258,0,0,0,0.0155496435375406,0,0,0,0.0732119470081155,0,0,0,-0.176601495367794,0,0,0,0.262714905875726,0.0438444468698989,0,0.0401974458392829,0,0,0,0.0930669191756627,-0.0930659001000096,0.0152482204517135,0.095457222893004,0,-0.121767255814219,-0.0154998251750088,0,0,-0.0546950560227883,-0.0494817657661628,0,0,0,0,0,0
X002304.SZ,0.293331262357077,0,0,0,0,0,0,0,0,0,0,0,-0.00397158627742593,0.13252385015443,0,0,0,-0.0377025496028113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044391678148856,0,0.0434426067526478,0,0,0,0,0,0,0.0177755661381623,0,0,0,0,0,0,0,0.211814877612127,0,-0.00251651091991966,-0.00181888973385524,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.00881262323152121,0,0,0,0,0,0,0.133712661255378,0,0.110793335471929,0,0,0,0.082145435930266,0,0.0080014165287567,0,0,0,0,0,0,0,0,0,0,0,0,0.0521050450499943,0,0,2.16840434497101e-19,0,0,0.0506458019736389,0,0,0,0.0543549453148277,0,0,-0.061808118035458,-0.0115449856775371,-0.0471674009601942,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0637023720185566,0,0.0297247874043171,0,0.101141502403156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10418177354474,0.162716556439973,0,0,0.0198640179243806,0,0.0575562749211711,0,0,0,0.039485881698381,0,0,0.0841450725596974,-0.0172002040885923,0,0,0,0,0,0
X000063.SZ,0,0,0.0336009288230917,0,0,0,0,0.0391179324314235,0,0,0,0,0,0.0887821449968713,0,0.061759615350559,0,0.13795086016764,0,0,0,0,0.0938491799083045,0,0,0,0,0,0,0,0.0576985960913402,0,0,0,0,0,0,0,0.0370450548751574,0,0,0.0463281634241339,0,0,0,0,0,0,0.032279262350209,0,0,0,-0.0101533579922954,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0672411259171538,0,0,0.21857881612328,0,0,0,0,0,0.0405843574978671,0,0.118471572458372,0,0.0790446927722868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879773860075271,0,0,0,0,0,0,0,0.0177882587224364,0.082305206367171,0.193963414468746,0,-0.115168579209356,0,0,0,0,0,0,-0.00886343567625602,0.0284607153413329,0,0,0,0,0,0
X600741.SH,0,0.296800902743698,0,0,0,0,0,0,0,0,0,0,0,0.0558323422920745,0,0.074189344125896,0.013942497898464,0,0,0,-0.0537026907730667,0,0,0,0,0.320070492276773,0,0,0,0,0,0,0,0,0.0446036233051759,0,0,0,0.0326116257184936,0,0,0,0,0,0,0.0658449846443588,0,0,-3.46944695195361e-18,0,0,0.00211428017107118,0.0112237013980416,0,0,0,0,0,0
X600703.SH,0,0,0,0.0595072887066145,0,0,0,0,0,0,0,0,0,0,0,-0.00718641310708797,0,0.186748978351197,0,0,-0.0271862601235699,0,0,-0.0942892489518795,0,0,0,0.00115054889231778,0,0,0,0,0.0908965063182793,0,0,0,0,0.181256577657713,0,0,0,0,0.0545980088225385,0,-0.0486585003698575,0.0435874321161161,0,0,0,0,0,-0.0547998921505833,0.0689010832318243,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.412776850219214,0,0,0,0,0,0,0,0,0,0,0.00447550254476162,0,0,0,0.080801839505187,0,0,0,0.0861070131018723,0,0,0,0,0,0,0.05038738717198,0,0,0,0.060897071721874,0,0,0,0,-1.73472347597681e-18,0,-0.0348552480707816,-0.0379042997924016,0,0,0,0,0,0,0,0,-0.00575264468406209,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830108751587866,0,0,0,0,0,0,0.0563692594799333,0,0.0176770254665543,0,0,0,0,0,0,0,-0.114913758132353,0,0,0.155317030339231,0,0,0.185746639718965,0,0,0.101808549458189,0,0.0876298091805347,0,0.0465249000726386,0,-0.149285997311524,0,0,0.0691342779840268,0,0,0,0.028868813829888,-0.0679485355862967,0,0,0,0,0
X002241.SZ,0,0,0.163342496497539,0,0,0,0,0.153314593297699,0,0,0,0,0,0,0,0,0,0,0,0.0485067155885465,0,0,0,0,0,0,0,0,0,0.0942595452091497,0.327194626901356,0,0,0,0.0807810265648287,0,0,0,0.26058488382769,0,0,0,-0.0860693912201097,0,0,0,0,0.0448163071529742,0.0477528371811496,0,0,0,0.0691846366052157,0,0,0,0,0,0
