,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600104.SH,X300014.SZ,X000725.SZ,X600031.SH,X300124.SZ,X000063.SZ,X002371.SZ,X000661.SZ,X000338.SZ,X000625.SZ,X002241.SZ,X002129.SZ,X600703.SH,X003816.SZ,X000100.SZ,X300142.SZ,X000596.SZ,X002049.SZ,X002179.SZ,X600702.SH,X000799.SZ,X600460.SH,X600741.SH,X600779.SH,X000157.SZ,X601877.SH,X002074.SZ,X002007.SZ,X002236.SZ,X600584.SH,X002414.SZ,X601799.SH,X600089.SH,X600884.SH,X600183.SH,X300003.SZ,X300146.SZ,X000800.SZ,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0950218902149661,0,-4.33680868994202e-19,0,0,0.038957147273955,0,0.2070360867731,0,0,0,0,0,0,0,0.0366860758505211,0.0347452954128335,0,0.0121606012400213,0,0.0437093906139047,0,0,0,0,0,0,0,0.114065007568447,0.0108686399838033,-0.0557026148102983,0,0,0,0,0,0.0513410627552482,0,0,0,0,0,0,0,0,0,0,0,-0.0774010307869546,0,0,0.00917316714138338,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.315089666251999,0.449143355938294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952689246043638,-0.0234171062830691,0,0,0,0,0,0,0,0,-0.0667380435608901,0,0,-0.0394929733090758,0,0,0.133656538532806,0,0,0,0,0,-0.0054753070602647,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.129416842930978,0,0,0,0,0.217933859227289,0,0,0,0,0,0,0,0,0,0.133110636382918,0,0,0,0,0,0,0.0639225483205178,0,0,0.0122783982328641,0.0585438060140633,0.0191176921418614,0,0,0,0,0,0,0.0228303108051796,0,0,0,0,0.100473023491186,0,0,0,0,0.00156680516673482,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.143691477717548,0.142124792059989,-0.0127986164244827,0,0,0,0,0,0,0.0790964093424567,0,0,0,0,0,0,-0.17960977865227,0,0,0,0.0231499112284088,0,0,0,0,0.485415451062785,-0.0209204793924399,-0.267427025808171,0.0582975796640451,0,0,0,0,0,0,0.045879380555346,0,0,0,0,0,0,0,0,0,0,0,0.0227425316493701,0,0,0,0,0,0
X600276.SH,0,0.0188670220332876,0,0,0,0,0.191625353555832,0,0,0,0,0,0,0,0.17513580949578,0,0,0,0,0,0,0,0,0,0,0.129403331937281,0,-0.0862624688442752,0,0.0677847705768094,0,-0.0812260313153415,0,-0.0866820280711267,0,0,0,0,0,0,0,0,0,0.151509199105602,-0.143510972705244,0,0,0,0,0,0,0.0479636420352174,0,0,0,0,0,0,0
X000568.SZ,0,0.67007836354668,0,0.0922426315028232,0,0,0.132461500796499,0,0,0,-0.226262120498125,0,0,0,0,0,0,0,0,-0.00593909854474026,0,0,0,0,0,0,0.141324522578866,0.0325184975431368,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0161377997817742,0.0275670381476608,0.0201948567097517,0,0,0,0,0,0,0,0,0,0,0.0144663625026061,0,0,0,-0.0602032106086424,0,0
X002304.SZ,0,0,0,0.16283120745501,0,0.217600380532554,0,0,0,0,0,-0.0749384863961393,0,0,0,0,0,0,0,0,0,0,0.340865148305203,0,0,0.0426003741007933,0,0,0.0383089013230261,0,0,0,0,0,0,0,0.0178286254188357,0,0,0,0,0,0,0,0,0,0,0,0.122171293672716,0,0,-0.129639257300285,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.0221810699723901,0.147314907025215,0,0.00495790897356728,0,0,0,0.168386973944513,0,0,0,0.00610506589548833,0,-1.73472347597681e-18,0,0,0,-0.0179778772982449,-0.093381773406185,0,0,0.106672721955305,0,0,0,0,0,0,0,-0.0400610753925941,0,0,0,0,0,0,0,0,-0.0743893880814537,0,0,0,0,0,0.0856931374920469,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0452035311175092,0,0,0,0,0,0,0.0706223794658819,0,0,0,0,0.0215017705904346,0,0,0,0,0,0,0,0,0,0,0.108026347543521,0,0,0,0.0522884404558712,0,0,0,0,0,0,0,0,0.0796574677241295,0.109893409984999,-0.0721428420750115,0,0,0,0,0,0,0,0,0.0266042644698842,0,0,0,0,0,0,0
X600690.SH,0,0,0.295103165221252,0,0.232767449474987,0,0,0,0,0,0,0,0.228505281047897,0,0,0,0,0,0,0,0,0.000800157093866188,0,0,0,0.00314900092248523,0,0,0,2.16840434497101e-19,0.000196815082321134,0.022283449903001,0,0.00271077274302542,0,0,0.0429374727359806,0.0117599023313517,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479505707717867,-0.0477343627625097,0,0,0,0,0,0,0
