,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600031.SH,X600809.SH,X000651.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X000338.SZ,X300124.SZ,X300014.SZ,X000661.SZ,X000063.SZ,X003816.SZ,X600703.SH,X000100.SZ,X000596.SZ,X000157.SZ,X002241.SZ,X000625.SZ,X002371.SZ,X600741.SH,X002007.SZ,X002129.SZ,X300142.SZ,X002179.SZ,X601877.SH,X002049.SZ,X600584.SH,X002236.SZ,X002414.SZ,X300003.SZ,X601799.SH,X000799.SZ,X002008.SZ,X600183.SH,X000800.SZ,X002074.SZ,X600089.SH,X000977.SZ,X000066.SZ,X600779.SH,X600177.SH,X002294.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.294218214617582,0,0,0,0,0,0,0,0,0,0,0,0.0570757828393762,0,0,0,0.0255866456488073,0,0.0243582837103784,0,0,-0.146043426190977,0,0.0208936100070168,0,0,0,0,0,0,0,0,0,0,0.0160327900598643,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117363479035014,0,0,0,0,0.0145475904644351,0,0
X000858.SZ,0,0,-0.0138548833143345,0,0.341505991500879,0,0.136426100566594,0,0,0.0453612836873222,0,-0.0160089078137002,0,0,0,0,0,0,0,0,0,0.0154208128947717,0,0,0.0108401966249311,0,0,0.0684576292760187,0,0,0,0,0,0,0,0.0398815338657828,0,0,0.0974017733759427,0,0,0,0,0,0,0,0,0,0,0,0,-0.00519964983557351,-0.0215238827294147,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.112215328494791,0,0,0,0,0,0,0,0,0,0,0.0459489069166169,0,0,0,0,0,0,0,0,-0.0652534150610987,0,0,0.211342727191468,0,0,0,0,0,0,0.46620164601343,0,0,0,0.0181297049186001,0,0,0,0,0,0,0,0.0780258954048176,0,0,0,0,0,0,0,0,0,-0.0463189186133059,0,0
X600276.SH,0,0,0.0932424988143807,0,0,0,-0.00691185446799701,0,0,0,0,-0.0417460056442366,0,0,0.0629580358170926,0,0.0562464912514753,0,0,0,0,0,0,0,0,-0.0119025217395902,0,0,0,0,0.0504932024352742,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.149493454297062,0,0,-0.0116309938426629,0.0158407614836027,0,0,0,-0.044052514897152,0,0
X000568.SZ,0,0,0.0392097812962942,0,0,0,0,0,0,0.157725765465882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332391780363802,-0.0616001908672874,0,0,0,0,0,0,0,0,0,0,0,0,0.324851873938986,0,0,0,0,0,0,-0.0914980987075143,0.235628267822458,0,0,0,0,0.0259513231756256,-0.0412180434075563,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0397543710178327,0,0.039851968838624,0,0,0,0,0,0,0,0.0317972133466967,0,0.06645968578054,0,0,0,0,0,0.031750143343786,0,0,0,0.12581921782618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752522352042029,0,0,0,0,-0.0286140694318276,0,0,0,0,0,0,0
X600809.SH,0,0.358796218680552,0,0,0.142617416297849,0,0,0,0.10043278503826,0,0.217487263175188,0,0,0,0,0,0,0,0,0.112030807153822,0,0,0,0,0,-0.144761600519661,0,0,0,0,0,0,0,-0.145652670243464,0,0,0,0,0.0523941797509778,0,0,0,0,0,0,0,0.00394821167188176,0,-3.46944695195361e-18,0,0,0,-0.00757750143557127,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.107602610463902,0,0,0,0,0,0.065972624750611,0,0,0,0,-0.0984844990841392,0,0,0,0,0,0,0.121061170972523,-0.0862233389478867,0,0,0,0,0.217948228516168,0.00626768976322549,0,0,0,0,0,0,0,0,0,0,0,0,0.0290620799597496,0,0,0,0,0,-0.0675846000085081,0,0,0.00677376177590669,0,0,0,0,-0.0110384465825113,0,0
X002475.SZ,0,0,0,0.0471262801433766,0,0,0,0,0,0,0,0.0934347987743854,0,0,0,0,0,0,0,0,0,0,0.120327237366375,0.489276945747751,-0.0511981250067104,0,0,0.0302653405590404,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.161303460268377,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0206222399558869,0,0,0,0,0.00105062098222237,0,0
X002304.SZ,0,0,0,0,0.304907013977167,0,0.212309717772111,0,0,0,0,0,0,-0.106186065032791,0,0,0,0,0,0,0,0,0,0,-0.04063534089633,0,0,0,0,0,0,0,0,0,0,0,0.113804726642735,0.222422299174303,0.0968125733212563,0,0,-0.037049959849357,0,0,0,0.0468689003173778,0,0,0,0,0,-0.0431022729661744,0,0,0,0,0.0386579313222075,0,0
