,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300124.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X000661.SZ,X002241.SZ,X000063.SZ,X002371.SZ,X600703.SH,X003816.SZ,X000596.SZ,X002129.SZ,X000100.SZ,X002049.SZ,X300142.SZ,X002179.SZ,X000799.SZ,X600460.SH,X600741.SH,X000157.SZ,X600702.SH,X600584.SH,X600779.SH,X002007.SZ,X601877.SH,X002236.SZ,X002414.SZ,X601799.SH,X600183.SH,X002074.SZ,X300003.SZ,X300146.SZ,X000800.SZ,X600089.SH,X002185.SZ,X000066.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.00436272710565944,0.245772182337554,0.0169135744944719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448714655952382,0,0,0,0,0,0.0175511952322421,-0.0465886947630049,0,0,0.11116962853146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399305834750653,-0.0375885830460147,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0875729248007187,0,0.286242723175264,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0476648781934833,0,0,0,0,0,0,0,0.0154786675235037,0.145936049231503,-0.0296009581547351,0,0,0,0,0,0,0,0,0,0,-0.0358489463778829,0.0146869822755247,0,0.0700436169356592,0,0,0,0,0,0,0,0,0,0,0,-0.0353832967055735,0,0
X002415.SZ,0,0,0,0.0786061240764432,0,0,0,0,0,0,0.198957927321944,0.000427733124277674,0,-5.42101086242752e-20,0.000936439682146089,0.117447879103011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590933251344826,0,0,0,0,0,0,0,0,0,0.0604334461616705,0.0893025893971355,0,0,0,0,0,0,0,0.0548766923038737,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X600276.SH,0,0.0832790214837231,0,0,0,0,0,0.0480671154490652,0,0,0,0.120927786848523,0,0.148818974518696,-0.115029680302401,0,0,0,0,0,0,0,0,0,0,0,0,0.0660067452780007,-0.184189008714745,0,-0.00935182176259139,0,0,0.0167182405946535,0,-0.12015781770562,0,0.00116672311360327,0,0,0,0,0,0,0.0972219415623746,0,0,0,0,0,0,0.134834907957948,0,0,0,0,0.029743008685664,0,0
X600809.SH,0,0,0,0,0,0.0538288525087856,0,0.137072645578895,0,0,0,0,0,0.0717456287364312,-0.0305567356201969,0,0,0,0,0,0,0,0,0.0138794075009445,-0.158985309672445,0,0,0,0,0.526247613822882,0,-0.167414969839149,0,0,0,0.0656673162988914,0,0,0,0,0,0,0,0,0,0,-0.0518394612594859,0,0,0,0,0,0.047257505945697,0,0,0,0,0,0
X000568.SZ,0,0.659282652442559,0,0,0.0425003472528834,0,0,0.0168793168466019,0,-0.226535148684339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187613172857365,0,0,0,0,0,0,0,0,0,0,0.075964002072592,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0286938696552792,0,0,-0.00618019935998516,0.00493864204008371,0,0,0,0,0,0
X002475.SZ,0.301721882801997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144797068678847,0,0,0,0,0,0,0.137908692514769,0,-0.138429210436268,0,0,0,0,0,0,0.00594623604314027,0,0,0.0546903195782568,-0.00554166567493558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875813434112021,0,0
X002304.SZ,0,0,0,0,0,0.183478975387964,0,0,0,0,0,0,0,0,-0.235182220225278,0,0,0,0,0,0,0.521540077221986,0,0.0346777332247292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664920891656697,0,0.233493358584811,0,0,0,0,0,0,-0.0947481096962898,0.139331344028824,0,0,0,-0.0211740385055607,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331021188147389,0.0385640745867209,0,0,0,0,0,0,0,0,-0.0530984516942182,0,0,0,-0.113117393489148,0,0,0.0255859915540064,0,0.138350342270311,0.0331901830421207,0,0,0,0,0.0261683208358118,0,0,0,0,0,0,0,0,0,0,0,0,0.0339862972171092,0,0,0,-0.0202830251977217,0,0
X600104.SH,0,0,0,0,0,0,0.0266534553569738,0,0,0,0,0.0861958715851612,0,0.024201146414659,0.0218596731965345,0.0647080165843472,0,0,0,0,0,0,0,-0.0547362526118844,0,0.0824242594670208,0,0.124338306345725,0,-0.0496399576386943,0,0,0,0.074803622753667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855950324511223,0.00972737353866718,0,0,0,0,0,0
