,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600741.SH,X600703.SH,X600809.SH,X000596.SZ,X002236.SZ,X002241.SZ,X000100.SZ,X300003.SZ,X601877.SH,X600183.SH,X300124.SZ,X000157.SZ,X000625.SZ,X300014.SZ,X002008.SZ,X000066.SZ,X300142.SZ,X002007.SZ,X600271.SH,X002371.SZ,X300136.SZ,X002456.SZ,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600177.SH,X002180.SZ,X002129.SZ,X000050.SZ,X600487.SH,X600498.SH,X600066.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0248483527458547,0.236155451867761,0,0,0,0,0,0,0.268387340243386,0,-0.019151431144105,0,0,0.0508878492237529,0.298796576992468,0,0,0,0,0,0,0,0,0,-0.0343781650272554,0,0,0.0926463235258812,0,-8.67361737988404e-19,0,0,0,0,-0.0866211540878302,0,0,0,0,0,-0.100827234221247,0,0,0,0,0,-0.0618625403502186,-0.0152544612759948,0,0,0,-0.0121514699665869,0,0
X000858.SZ,0,0,0,0,0,0,0.0830424873728091,0,0,0,0,0,0,0.244410976466926,0,0,0,0,0.18014828625703,0,0,0,0,0,0,0,0,0,0,0,0,0.0537576593874993,0.0155990283621374,0,0,0,0,0,0,0,0.0132725698097147,0,0,0,0,0,0,0,0,0,0,-0.0101744946317658,0,0,0,0,-0.0208621246148376,0,0
X000651.SZ,0,0,0,0,0,0.141968195607576,0,0,0,0,0,0,0.281640645172378,0,0.0165276608340643,0,0,-0.0309301891068292,0,0,0,0,0,0,0,-0.116735307041246,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0558388345453832,0,0,-0.0731611181979935,0,0,0,0.17608709013613,0.0510171414498414,0,0,0,0,0,0,0,0.0279956665686125,0,0,0,0,0,0
X600276.SH,0.0704435995716334,0,0,0,0,0,0.0228219928208842,0,0,0,0,0,0,0,0,0.237813410960963,0,0,0.118148426407838,0.0127179471116123,0,0,0,0.00982652661635014,0,0,0,0,0,0,0.0779419727725066,0,0,0,0,0,0,0,0,0,-0.085182685126663,0,0,0,0,0,0,0,0,0,0,0.00429893059399209,-0.0203395823815162,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0681343573675359,-0.182109817123709,0,0,0,0,0.0224840462231998,0,0.0696755183371277,0.085014568831336,0,0,0,0,0.627943856855549,0,0,0,0,0,0.0234421617345264,0,0.0224442088490956,0,0,0,0.0960013914201201,1.35525271560688e-20,0,0,0,-0.0867756862248043,0,0,0.0578318070060051,-0.0440956586987613,0,0,0,0,0,0,0,0,0,0.0397444411924565,-0.0142599301981064,0,0,0,-0.0268569492935563,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155228831104053,0,0,-0.0676543186810863,0,0,0,0,0.0225050045267948,0.0926617601740426,0,0,0,0,-0.0127397690505364,0,0.244020072201109,0,-0.0750491205385939,0,0.0729912236543525,-0.0312463177269694,0.00787246444761587,0,0,0,0.0272152421441715,0,0,0,0,0,0,0,0.00522117102801912,-0.00335625767555837,0,0,0,0.00462487792927979,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104484486398138,0,0,0,0.439924975870059,0,0,0,0,0,0,0,0,0.0995560026821119,0.19112651726539,0,0,0,0,0,-0.0287230506255028,0,0.0935977048051861,-0.0859542672671727,0,0,0,0,0,0,0,0,0,0,-0.00311391868959096,0.0604345637485438,0,0,0,0.0632890248840316,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0470539055514957,0,0.147548786877062,0,0,0,0,0,0,0,0,0,0,0,0.11791940981148,0,0,0,0,-0.0634837661119522,0,0,0,0,0,0,0.0612010895806385,0,0,0.041443869365918,0,0,0,0,0,0.190979179853627,0,0,0,0,0,0.0498652784923548,0,0,0,0,0,0,0
X002304.SZ,0,0,0.00821250717720547,0,0,0,0,0.027810121347523,0,0,0,0,0.00685184918967207,0,0,0,0,0,0,0.181542174322754,0,-0.0362238909671301,0,0,0,0.0580825369991338,0,0,0,-0.0331471807247403,0,0.0154804065288128,0,0.180402664959629,0,0,0,0,0,0,0,0,0,0,-0.0621870830857251,0,0,0,0,0.0541645414679759,0,-0.0285610676241613,0.0156483634992835,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184341800287704,0,0,0,0,0,0,0.0818115004290778,0,0.0553642075342845,0,0,0,0.0550911025479986,0,0.0200199074817859,0,0.0613399914649336,0.0580810520827569,0,0,0,0.0378519921851519,0,0,0,0,0,0,0,-0.00907109213636682,0,0,0,0.0202533042191843,0,0
