,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X300124.SZ,X300014.SZ,X600104.SH,X000651.SZ,X002371.SZ,X002049.SZ,X002129.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X600703.SH,X000338.SZ,X600089.SH,X002180.SZ,X002241.SZ,X600522.SH,X000661.SZ,X000733.SZ,X300142.SZ,X002074.SZ,X601877.SH,X000100.SZ,X600741.SH,X600460.SH,X300003.SZ,X000157.SZ,X600702.SH,X600584.SH,X600884.SH,X600487.SH,X601799.SH,X600563.SH,X002414.SZ,X000799.SZ,X002236.SZ,X002025.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0507777824332301,0.287510716454164,0,0,0.0353051788358551,0,0,0.133872672213779,0,0.0386896408752361,0,0,0.0614722936227146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207877940164334,0,0,0,0,0,0,-0.00252818652133955,0,0,0,0,0,0,0,0,0.129994903121575,0,0,0,0,0.0425252300837694,0,0,0,0,0,0,0
X000858.SZ,0.0771461441077116,0,0,0,0.116125611678787,0.300416989204488,0,0.0846477692782097,0,0,0,0,0.0280883124747289,0.075773796585804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665497713339793,0,0,0,0,0,-0.102187043226138,0.0606204432774489,0,0,0,0,0,0.0246853052452225,0,0,0,0,0,0
X600809.SH,0.398907342989518,0,0,0,0,0.548835757332062,0,0,0,-0.0413835174863159,0,0,0,0,-0.0361548904242831,0,0,0,0,0,0.00428348850472547,0,0,0,0,-0.00111921135096207,0,0,0,0.0758942370209599,-0.0553973519413698,0,0,0,0,0,0,0.0501391870873833,0,0,0,-0.0358724487283113,0,-0.0229841147613125,0,0,0,0,-0.00357976896488761,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540696567116544,0.128601371988501,-0.105998435471384,0,0,0.14574662811265,0,0,0,0,0,0,0,-0.0888808965976938,0.0354355000859624,0.0615132382511682,0,0.101725041554748,-0.214387688454149,0,0,0.311722074359023,0,0,0.110348344481142,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0638675661511915,0,0,0,0,0,0,-0.0867240037413345,0,0,0,0,0,0,0,0,0,0,0.038443260451814,0,0,0,0,0,0,-0.11986748942152,0.0546856904873493,0.0473427869496476,0.0919154625190778,0,0,0,0,0,0,0,0,0,0,0,0,-0.0737625899943283,0,0.175374580980671,0.033679481937492,0,0.0119281998638476,0,-0.0282709842659839,0,0,0,0,0,0,0
X000568.SZ,0.300514671044637,0,0.785631679435724,0,0,0,0,0,0,0,0.0225227517323885,0,0,0,0,0,0,0,0,0,0.0565992439024343,0,0,0,0,0,0,0,0.0793537091738194,0.08828641453775,0,0,0,0.0198487225647734,0,0,0,0,0,0,-0.0378717427797988,0,0,0,0,0,0,0,0,0,0,0,0.0128146598082956,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0217094229975719,0,0,0,0.323702961916011,0.123507278959399,0,0,0.0348990353332166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,-0.000960949592864026,0,0,0,0,0.156501201451312,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.225570763168284,0,0,0,0,0.0939051046324695,0,0,0,-0.172940922731608,0,0,0,0,0,0,0,0,0,0.127908564735676,0,0,0,0,0,0.0321171553135517,0,0,0,0,0,0.138724198195108,0,0.0990918243011742,0,0,0,0,0.193024724747432,0,0,0,0.0956376086301463,0,-0.11260927212089,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.161861947488367,0,0,0,0,0.209231097031134,0,0,0,0,0,0,0.295319184553542,0,0,0.0143307784751572,0,0,0,-0.028055013889829,0,0,0,0.0122276758124136,0,0.0951787586391976,-0.0321873738579681,0.0752921358995353,0.0944100492904654,0,0,0,0,0,0,0,0,0,0,0.0377351267108446,0,-0.0374047334126593,0,0,0,-0.052427546401153,0,0,0,0,0,-0.0299324842264397,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.184613896181087,0,-0.0980756991561818,0,0,0,0,0,0,0.133041307381509,0,0,0,0,0,0,0,-0.0529883624808444,0,0,-0.0889420879082222,0.0322197114687693,0,0,0,0,0.200663087995699,0,0,0,0,0,0,0,0,0,-0.13749617410194,0,0,-0.0866533926523418,0,0,0.208529211371169,0.026063859324948,-0.0434741182138263,0,-0.0365018929299219,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202921633758588,0,0,0,0,0,0,0,0,0,0,0,0,0.337940384223092,0,0,0,0,0,0,0.0228224674682664,0,0,0,0.0278979885539545,0.198359484492074,0.156823555067998,0,0,-0.159633296451031,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0333306720625252,0,0,0,0,0.181409442021088,0,0.055059981077408,0,0,0,0,0,0,0,0,0,0,0,0.00936957596062735,0,0,0.0315912380511838,0,0,0.138392353839202,0,0.0691737773891341,0.00587143869603229,0,0,0,0,0.0999322214127666,0,0,0,0,0,0,0,0,0,0,0,-0.00638257342264212,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0436306380897675,0,0.384647506158905,0,-0.0465035029167225,0,0,0,0.0173692719565171,0,0,0,0.341980822668236,0,0,0,0,0.0167661273542553,0,0,0,-0.0236326224794772,0,0,-0.102490234400151,0,0,0,0,0,0,0.103963357401082,0,0,0,0,0,0,0,0,0,0,0,0.00560525269061841,0,0.0616748640503174,-0.0453482140936432,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,-0.0305522568698966,0.0242904109136155,0,0,0,0,0,0,0,0,0,-0.238708882348366,0,0,0,0,0,-0.246003744253526,0,0,0,0,0,0,0,0.08933246593029,0,0,-0.0719027594891723,-0.0153354023327547,0,0,0,0,0,0,0,0,0,0,0,0,0.502147896395313,0.268405497291688,0,0,-0.238976133665821,0.0579384063083526,0,0,0,0.600408943821763,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0.158059179977154,0,0,0.0583985806716572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011234750667624,-0.127368350523923,0,0,0.185889097770318,0,0,0,0,0,0,0,0.00240428436943359,0,0.0994192193255032,0.117262235344032,0,0.0410241924948927,0.193599508215169,0,-0.0375052362072613,0.0278851984903636,0.0481894371529589,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.235026705527419,0,0,0.034439803695678,0,0,0,0,0,0.0658547998455789,0.0517840616872122,0,0,0,0,0.0165268816569722,0,0,0,0.124539580608346,0,0,0,0,0,0,0,0.0303877522830142,0,0.0427242653834407,0,0,0.231556353347648,0.0816882737338679,0,0.0945340019079003,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.00574364002189401,0,0,0,0,0,0,0,0.0351727649968776,0,-0.0604085863190671,0,0,0,0.0620302162429709,0.0177533749201567,-0.0120529874642589,0,0,0.0267894847079199,0,0.093871565526966,0,0,0,0,0,0,0,0.0779988576580321,0,0,0,-0.0984144947532266,0,0.00336722133359752,0,0,0,0.104599758180094,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204899693655742,0,-0.0358289556661823,0,0,0,0,0.0460536015584207,-0.0813675477813462,0,0,0,0,0,0,0,0.342291594636894,0,0,0,0,0.08012043032972,0,0,-0.0310234964378083,-0.00617266712956559,-0.0568211879030613,0,0,0,0,0.0458128635018273,0,0.0128064022456788,-0.00469723519125935,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.0393188536309223,0,0,-0.0591633408198367,0,0,0.0416296621771157,-0.0210268120416224,0.0319334862656534,0,0,0.312394188880636,0,0,0,0,0,0.0484914258016962,0,0,0,0,0,0,0,0,-0.0144847573373993,0,0.534082333677834,0,0,0,0,0,0,0,0,0,0,0,0,0.0181296811979763,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.156450975891164,0,0,0,0.184117391462843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.00901770923723113,0,0,0,0.023361477340379,0,0,0,0,0,0,0,0,0,0,0.233252032111111,0,0,0,0,0.0563440035869715,0,0,-0.0526596476200159,0,0,0,0,0,0
X000596.SZ,0,0,0.345968133016777,0,0,0.013311047005444,0,0.073165582670977,0,-0.340755459996401,0,0,0,-0.055398123903073,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.07653162548616,0,0,0,0,0,0,0,-0.183756445244371,0,0,0,0,0,0,0,0,0,0.195309221327688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,-0.0417772123466883,0,0,0,0,0,0,0,0.141255861638564,0,0,0,0,0.0573069120455295,0,0,0.0397787248478817,0,0,0,0,0,0,0,0.230820115786489,0,0,0,0,0,0,0,0,-0.0924148869312184,0,0.0232591903069837,0,0.220535102353191,0,0,0,0.0183878019625829,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911020592421652,0,0.0271195339491626,0.0583142318853482,0,0,0.057078025792132,0,0,0,0,0,0,0.134115552413698,0,0,0,0,0,0,0,0.0126462375961013,0,0.0248684571648217,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,-0.265814957569421,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663036070276752,0.420965711752453,0,0,0,0,0,0.215191687428817,0,0,0,0.205981193254117,0,-0.188706100972265,0,0,0,0,-0.0386597249097525,0,0,0,0,0,0,-0.132077389363808,0.107643464813267,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.173759188486599,0,0,0,0,0,0,-0.00245443384387918,0,0,0,0,0.196256975074646,0,0,0.0574628951926923,0,0,0,0.00546859480660635,0,0,0,0,0,0.0256137284881192,0,0,0.126031166200153,0,0,0,0,0,0,0,0,0,0,0.03383001598111,0.0765560040439865,0,0,0.169941992468944,0,0.00400228919284446,-0.0129599611979462,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.195514138363087,0,0,0,-0.0284756825575198,0,0.0732797235449827,0,0,0,0.0462512532922829,0.105880700237491,0,0,0,0,0,0,0,0,0,0,0,0.0480501550977477,0.0780788982706169,0,0,0,0,0.307931421252524,0,0,0,0,0,0,0,0,0,0,0,0.0460645472860484,0,-0.0381009894068499,0,0.0255896951747436,0,0,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0.00214530486014259,-0.0108685131519448,0,0.180889814078261,-0.414952892520441,0,0,0,0,0,0,0,0,0,0,0,0,0.339362483344055,0,0,0,-0.231844493159749,0,0,0,0,0,-0.0316443762548252,0.0758472996535279,0,0,0,0.483125844871952,0,0,0,0,0,0,0,0.184459602605821,-0.313723073277868,0,0,0.21178599913674,0,0,0.015586269567853,0.00403151542372786,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.423064331666089,0,0,0.234557866295762,0,0,0,0,-0.079409791051415,0,0,0,0,0,0,0,0,0.0828056259712553,0,0,0.019503159286143,0,-0.0180454477432086,0,0,0.118386079084233,0,0,0,0,0,0,0,0,0,0,-0.159431941696425,0.0439833530049941,0.0826725275335913,0.0525187813574849,0,0,0,0,0.0979583861121969,0.153937093764585,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,-0.0339511604515178,0,0,0,-0.0197489685609403,0,0,0,0,0,0,0,-0.0108425155392907,0,0,0,0,0.148382154008999,0.323997505218723,0,0,0,0.0457111979173343,0,0,0,0,0,0,0,0,0,0,0,0.769132892799697,0.0720076791939525,0.0250649396691893,-6.93889390390723e-18,0,0,0,0,0,0.0412955405916272,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,-0.0968181820475496,0,0,0,0.142693405619078,0,0,0,0,0.110360796926634,0,0,0,0,0,0,0,-0.451763635713263,0,0,0.152527858535692,0,0,0,0,0.0389102748932385,0,0,0.383896877235679,0,0,0.538038641245899,0,0.411179178616481,0,0,-0.00363299703235684,0,0,0,0,0,0,-0.184293381591372,0,0,-0.0364937075854053,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353023758922933,0,0,0,0,0,0,0,0,0.0294329646357696,0,0,0,0,0,0.0120536618008406,-0.00603742105003865,0,0,0,0,0,0,0,0,0,-0.240008325619978,0,0,0,0,0,0.0180894718703224,0,0.166020635303105,0.171684969722272,0.113785784199213,0,0,0.0238747327955532,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0.482800770349473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109026530062705,0,0,0,0,0.0594052051551147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.201320231939081,0,0,0,0,0,0,0,0,0,-0.0514640143610831,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0.218987611039036,0,0,0.474416807032067,0,0,-0.0282014339781357,0,0,0,0,0,0,0,0,0,0,0,0,0.235782754701332,0,0,-0.0664326213438523,0,0,0,0.0304280602692813,0,0.168236980628213,0,-0.119469800748262,0,-0.0466373058705558,0,0.18149399421143,0,0.0982814594052453,0,-0.0406538397887691,0,0,0.0856178177472798,0.0507846484306487,0,0.0106457859687334,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0.0996755130062371,0,0,0,0,0,0,-0.192359843080572,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.247550092127719,0,0,0,0,0.193647793425329,0,0,0.0384265284870813,0.132707121169906,0,0,0,0,0,0,0,0,0,0,0,0.0783949722956204,0.0575810232742135,0.0359532136126446,0,0,0,0,0.06841057713037,-0.0838910211121625,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461817487155254,0,0,0,0,0.414048319724871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437048734327664,0,0,0,0,-0.0170317722789284,0,0,0,0,0,-0.0652679918685774,0,0,0,0,0,0.0275088881117144,0,0.0130796572511748,0.0250391077922229,0,0,0,0,0,0
X600741.SH,0,0,0.161673298517408,0,0,0,0,0,0,0,0.0138574721648812,0,0,0,0,0,0,0,0.0508674828160025,0,0,0,0,0,0,0,0,0,0,0,-0.0897748391952891,0.0119565949699825,0.192960065539935,0,0,0,0,0,0,0,0,0,0,0.0808928690504994,0,0.0907426709963237,0,0,0,0,0,0,-0.0487785399657902,0,0,0,0,0,0
X600460.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108678215218135,0,0,0,0,0,0,0,0,0,0.107853500452128,0,0,0.129493083822181,0.0965523219164519,-0.0430793768935662,0.0404066913474442,0,0,0,0,0,0,0,0,0,0,0.159342623032359,0,0,0,0,0,0,0,0,0.134528114613966,0,0,0.0340325479120275,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.147998123464113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0535187950493724,0,0,0,0,0,0,0.0154364220656472,-0.100766754716373,0.296805611311709,0,-0.014078403031065,0,0,0,0,0,0,0.131953058360365,0,0.135113969103309,-0.000404501849915237,0,0,0,0,0,0,0,0.0362726784768417,-0.00665165696121139,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305512788316033,0.0624739518398621,0.000964375646098916,0,0,0,0,0,-0.0487718492256758,0.0307911448322462,0,0,0.00435031450336514,0.0377122024170673,0,0,0,0,0,0,0,-0.0561804372589091,0,0,0,0,0,0,0,0,0,0.130178343154037,0,0,-0.00558886758739554,0,0,0,0,0,0
X600702.SH,0,0,0,0,0,0.348996980696992,-0.0448788844260016,0,0,0,0,0,0,0,0,0,0.563951693159812,0.128182679040612,0,0,-0.00650153850523779,0,0,0.0212314641320071,0,0,-3.46944695195361e-18,0,0,0.0415202450756264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022889693897028,0.46418152617153,0,-0.140775885411559,0,0,0,0.0771222121926204,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169107377790374,0,0,0,0,0,0,0.0245018193770399,0,0.137196022033627,-0.037674791740895,2.16840434497101e-19,0,0,0,0.42599971290096,0,0,0,0,0.0608202649394126,0,0,0.0209343706166751,-0.00774292022497643,0,0.142802373407331,0,0,0,0.00330155806503601,-0.0370212344425089,0,0,0,0,0,0
X600884.SH,0,0,0,0,0.017778401066179,0,0.0305199998663369,0,0,0,0.143709645718732,0,0,0,0,0,0,0,0,0.0891464164687186,0,0,0,0,0,0,0,0.0418101036449066,0,0,0,0.0486516902226602,0.0498363019113846,0,0,0,0,0.0343578270023528,0,-0.124521310343971,0.0542661110155185,0,0,0.0620739115687046,0,0,0,0,0,0.254457178768115,0,0.0240281335731605,0.0350848414783595,0,0,0,0,0,0
X600487.SH,0,0,0,0,0.00764319897677244,0,0,0,0,0,0,0,0,0.0580269342036285,0.116703920023488,0,0,0,0,0,0,0,0,0,0,0.27424175487175,0,0,0.515108357884679,0,0,0,0.109530140064677,0,0,0,0,0,0,0,0.0641533529143316,0,0,0,0,0,0,-0.21798287732246,0.0501955547299637,-0.205022600730841,0,0.00412835255086261,0,0,0,0,0,0,0
X601799.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100688521133281,0,0.102532055809817,0,0,0,0.158323253571036,0,0,0,0,0,0,0,0,0,0,-0.0371851516774499,0,0,0,0,0,0,0,0,0,0,0,-0.00572601312666701,0,0.0974031414315147,0,0,0,0,0,-0.548374250666208,0.0162905621938609,0,0,0,0,0,0,0
X600563.SH,0,0,0,0,0,0,0,0,0,0,0.224283982232353,0,0,0,0.106930495881122,0,0,0,0,0.0986447482858086,0.0142836217770352,0,0,0,0,0,0,0,0.142100952580828,-0.0199930423519742,0,0,0.0863774052239162,0,0,0,0.0679861054654209,0,0,0,0,0,0.105067693381998,0.0844495280515141,0,0,0,0,0.215599719466721,0,0,-0.0670728116707104,-0.0221531656149433,0,0,0,0,0,0
X002414.SZ,0,0,-0.212432522508791,0,0,0,0,0,0,0,0.370089709071341,0,0,-0.0325056036351596,0,0.174629696559679,0,0.202559082030498,0,0,0,0,0,0,0,0,0,0,0,0.105939622207074,0,0.185683031299651,0,0,0,0,0,0,0,0,0,0,0,-0.158149869989465,0,0,0,0.218087754917545,0,0,0,-0.0618557812711669,0.0529014535311618,6.93889390390723e-18,0,0,0,0,0
